,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
76,Paris,"Lord Siva",117627,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
77,"BDK (feat. Gilli)",KESI,117585,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
78,"En Sang (feat. Gucci Mane)","Emil Stabil",116536,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
79,Shallow,"Lady Gaga",115844,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
80,"Culo (feat. Branco)",Gilli,115768,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
81,"Unz Unz",Specktors,112414,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
82,"Premonition - Intro",Eminem,111908,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk
83,"Helt Stabil",Fouli,111495,https://open.spotify.com/track/74UxMl2RwVslYvWd9cGmlL
84,"Plastic (feat. Benjamin Hav)",Pind,110752,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
85,"Love Someone","Lukas Graham",109617,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
86,SUGAR,BROCKHAMPTON,109196,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
87,"10,000 Hours (with Justin Bieber)","Dan + Shay",107873,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
88,DANCE,CLMD,107749,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
89,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",106885,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
90,"Lock It Up (feat. Anderson .Paak)",Eminem,105903,https://open.spotify.com/track/1qwMkkRiD5jqLeUUjfgblh
91,"when the party's over","Billie Eilish",104604,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
92,"Say So","Doja Cat",104554,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
93,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",104045,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
94,Stepdad,Eminem,102706,https://open.spotify.com/track/3QVHSV8YKYq4L8tI5rnFgj
95,"Higher Love",Kygo,102001,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
96,"No Regrets (feat. Don Toliver)",Eminem,101566,https://open.spotify.com/track/1lO9CZo6eDrOy0S7khgryG
97,"Shopping (feat. Kesi & Stepz)","Benny Jamz",101335,https://open.spotify.com/track/7IlYDWKUtjuQ1xPf6KAzWc
98,Okay,Tessa,101138,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
99,Heartless,"The Weeknd",100763,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
100,"Finde Tilbage",Citybois,99800,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
101,"Be Alright","Dean Lewis",99467,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
102,"Nik & Jay (feat. Benjamin Hav)",TopGunn,98725,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
103,"Ballin' (with Roddy Ricch)",Mustard,96539,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
104,"Piece Of Your Heart",MEDUZA,95766,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
105,Marsh,Eminem,95736,https://open.spotify.com/track/34d7sGX6WUqq8f04e7CSNF
106,"Some Say",Nea,95409,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
107,BOP,DaBaby,94817,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
108,"All In",Branco,94750,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
109,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",94439,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
110,"Lucid Dreams","Juice WRLD",93666,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
111,"Post Malone (feat. RANI)","Sam Feldt",92356,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
112,"Monte Carlo",Jimilian,91318,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
113,"Holdet (feat. NODE)",Jamaika,91139,https://open.spotify.com/track/53Z8vzEI2bbqpsSZ8dFSOt
114,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",91096,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
115,Farewell,Eminem,90308,https://open.spotify.com/track/74gykWHknHDrg4eMdcmdRq
116,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",89264,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
117,"Fugazi (feat. Stepz)","Benny Jamz",88559,https://open.spotify.com/track/78GzgdLQcF5yo7Mq5rRoSi
118,"How Do You Sleep?","Sam Smith",88243,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
119,"Never Seen the Rain","Tones And I",87900,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
120,"lovely (with Khalid)","Billie Eilish",87601,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
121,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,87201,https://open.spotify.com/track/5mZXWEH2eh8zMZGCxT5aW0
122,"Efter Mig",Jimilian,87047,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
123,STANDARD,I$WAAL,86864,https://open.spotify.com/track/4Jh3p0TydgTJZ444pPhVvd
124,"Never Love Again",Eminem,86568,https://open.spotify.com/track/40YbWniIEmqy6s58fYXLUh
125,Prestige,Danni,86464,https://open.spotify.com/track/4jyT77UqVTx5vbP6VYV46v
126,"Sweet but Psycho","Ava Max",86173,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
127,Balenci,"Larry 44",85909,https://open.spotify.com/track/3oP9C6MAm8i4SvYB37GDto
128,Bandolero,Jamaika,85768,https://open.spotify.com/track/38PH0BX4W8T15k3ITRMmQM
129,"Sidechick (Carmon X Jamaika)",Carmon,84814,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
130,"Alfred - Interlude",Eminem,83099,https://open.spotify.com/track/4EmunTy7kNBYQivOa8F6b8
131,"Større End Os",Medina,82340,https://open.spotify.com/track/0VL0jLRV0iyTBFQWqCjrDW
132,"Vossi Bop",Stormzy,82036,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
133,"Sig Mig",Citybois,81856,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
134,"Trampoline (with ZAYN)",SHAED,80272,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
135,"All Around The World (La La La)",R3HAB,80269,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
136,"Goodbyes (Feat. Young Thug)","Post Malone",80240,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
137,"Ka Du Ik",Omar,80109,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
138,"Little Engine",Eminem,79975,https://open.spotify.com/track/4qNWEOMyexn7b8Icyk29t9
139,"Futsal Shuffle 2020","Lil Uzi Vert",79892,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
140,"Snakker For Meget",Tessa,79854,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
141,"Menage A Trois",LIZOT,78344,https://open.spotify.com/track/40vCMTDaDwwpf7DyBlmgEj
142,Wow.,"Post Malone",77449,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
143,Lovesong,"Rasmus Seebach",77233,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
144,"Without Me",Halsey,77225,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
145,JUNGLE,MellemFingaMuzik,77221,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
146,Pizza,ADHD,77066,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
147,"Shorty Ringer","Josef Og Elias",76745,https://open.spotify.com/track/3rGihyErlJWAViz6PKBtts
148,Thorns,Faustix,76473,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
149,Protokol,Jamaika,75863,https://open.spotify.com/track/2zykitlpirl2soC7LwtWP3
150,"All I Want - From ""High School Musical: The Musical: The Series""","Olivia Rodrigo",75638,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
151,"Don't Call Me Up",Mabel,74804,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
152,"Dancing On My Own","Calum Scott",74778,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
153,"Interlude - Finlandsparken",Jamaika,74698,https://open.spotify.com/track/2TivM8M4vgL1mEswDWFlsy
154,Tørstig,ATYPISK,74456,https://open.spotify.com/track/2p4vB52Yldwo2xIutFdc8Y
155,Legend,Clara,73817,https://open.spotify.com/track/13AdfYuWXDecUoQbpijnXI
156,"Lights Up","Harry Styles",73516,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
157,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Eminem,73439,https://open.spotify.com/track/3CJbxqRQ0JNCqboWDNUUeX
158,"RITMO (Bad Boys For Life)","Black Eyed Peas",73294,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
159,"Op A","Ude Af Kontrol",72833,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
160,Burnout,Calby,72738,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
161,24/7,"Scarlet Pleasure",72619,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
162,Falling,"Harry Styles",72433,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
163,"Black Swan",BTS,72184,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b
164,"Dag 1",Gilli,71672,https://open.spotify.com/track/0atWq5Ua1ax7zMKDjSQEpg
165,"Blue World","Mac Miller",71635,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5
166,"Eastside (with Halsey & Khalid)","benny blanco",71481,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
167,"SOM DU SMILER",AMAL,70811,https://open.spotify.com/track/3pAosPVaUb2HF1vUKGZQmX
168,"Let Me Down Slowly","Alec Benjamin",70729,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
169,"ocean eyes","Billie Eilish",70642,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
170,"Milano Step (Lamin X Artigeardit)",Lamin,70443,https://open.spotify.com/track/3LNDqfz94lY7uGifx8HQXt
171,"Bedste ven","Benny Jamz",70418,https://open.spotify.com/track/13YRW5WzNufYn7OmLutScz
172,Circles,"Mac Miller",70356,https://open.spotify.com/track/4jXl6VtkFFKIt3ycUQc5LT
173,"Lyca (feat. Kesi)",Gilli,69824,https://open.spotify.com/track/3TD0VtH37WAjrGflIzeS0H
174,Gothersgade,Artigeardit,69455,https://open.spotify.com/track/0vhJulS8V02SDpBTY2XQjI
175,"Detaljen (feat. Fouli)",TopGunn,69294,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
176,"Ny Sæson","Benny Jamz",68483,https://open.spotify.com/track/7oDJQ7yBOybRtcOPMbOPTC
177,"Spice up your life","Benjamin Hav",68446,https://open.spotify.com/track/5IvT1R55n1gISGXAtlQjgg
178,VIBEZ,DaBaby,68432,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
179,Robbery,"Juice WRLD",67687,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
180,"Say You Won't Let Go","James Arthur",67635,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
181,Ufødte,Jamaika,67602,https://open.spotify.com/track/4PocOpOXL2QJZmeGTV4mso
182,"Body (feat. brando)","Loud Luxury",67125,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
183,stupid,"Tate McRae",67080,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
184,"All My Love",Rocazino,66700,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
185,Ransom,"Lil Tecca",66699,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
186,næ,"Ude Af Kontrol",66600,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
187,"Yellow Hearts","Ant Saunders",66437,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
188,Oui,Sivas,66164,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
189,"Mask På","Shooter Gang",66155,https://open.spotify.com/track/3rPRnnrKyxhqsPnBtahjnW
190,Prioritet,"Tyrees Tyr",65836,https://open.spotify.com/track/26bE8GOm9IZO7thaKXM1um
191,"SOS (feat. Aloe Blacc)",Avicii,65391,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
192,"It's You","Ali Gatie",65099,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
193,"Vågn Op (feat. Don Stefano)",KESI,64611,https://open.spotify.com/track/12XzE38rlgROFbDsy0Q31l
194,"Automatic (feat. Gilli)","Benny Jamz",64582,https://open.spotify.com/track/75Hf8NalfY33oZQG2YN00K
195,"bury a friend","Billie Eilish",63807,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
196,"3 Nights","Dominic Fike",63733,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
197,"1,2,3,4","The Minds Of 99",63618,https://open.spotify.com/track/1t0aKVgl4RCknbiRNrd2zi
198,Udsigt,ZK,63556,https://open.spotify.com/track/50ly1zllYjItP5APekmnuA
199,Solo,Faustix,63532,https://open.spotify.com/track/3Eemi4XR3hqNP4JnIV35Ca
200,Musse,"Benjamin Hav",63484,https://open.spotify.com/track/238P1hQufJESzypUHpnodm
