,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
38,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,178490,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
39,"Forever (feat. Post Malone & Clever)","Justin Bieber",175003,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
40,"bad guy","Billie Eilish",173816,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
41,"Blueberry Faygo","Lil Mosey",172093,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
42,"Lose Control",MEDUZA,169752,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
43,"You should be sad",Halsey,166856,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
44,Yummy,"Justin Bieber",163617,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
45,"Vai Amor",Gilli,163166,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
46,Memories,"Maroon 5",158982,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
47,Burnout,Calby,156146,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
48,"Stupid Love","Lady Gaga",154847,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
49,"MON CHERI (feat. Amina)",Branco,151723,https://open.spotify.com/track/6k5MGDSLnIWG2YfpiYHWd9
50,"death bed (coffee for your head)",Powfu,150040,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
51,"What If I Told You That I Love You","Ali Gatie",146277,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
52,"Know Your Worth",Khalid,142785,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
53,"Sunday Best",Surfaces,142146,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
54,"Typisk Mig",Jimilian,138673,https://open.spotify.com/track/3dohd3QOpfp03fRuxiQil9
55,"Ride It",Regard,135024,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
56,Sjakalina,Tessa,134369,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
57,"Some Say",Nea,131696,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
58,"Super Mario",NODE,130190,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
59,"If the World Was Ending - feat. Julia Michaels","JP Saxe",127448,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
60,Ghost,Christopher,127124,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
61,"Sex On The Beach","Ude Af Kontrol",125935,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
62,MURDA,Branco,125736,https://open.spotify.com/track/4qlDY0QJDcOQO8ynl73Eer
63,"Kender Ham Godt","Young Juu",125412,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
64,"Limbo (feat. Gilli)",NODE,121334,https://open.spotify.com/track/1zGwWmxXJHFes4dfkbnBUC
65,"Slip Away",Phlake,118686,https://open.spotify.com/track/0yYp0TyV9km8QxzeVc75uy
66,"Unz Unz",Specktors,115505,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
67,"I Don't Care (with Justin Bieber)","Ed Sheeran",114461,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
68,Balou,"Benny Jamz",114425,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
69,Bruises,"Lewis Capaldi",113955,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
70,"Beautiful People (feat. Khalid)","Ed Sheeran",112147,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
71,Señorita,"Shawn Mendes",110802,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
72,Physical,"Dua Lipa",110476,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
73,Click,"Shooter Gang",109787,https://open.spotify.com/track/7EBg76Wh4FI35AcT6tUo84
74,Lie,"Lukas Graham",109019,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
75,"Sinaloa Stil","Shooter Gang",108956,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
76,DANCE,CLMD,108649,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
77,"when the party's over","Billie Eilish",107239,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
78,Uforglemmelig,Xander,105876,https://open.spotify.com/track/1BaTNKSYkTHNiwxCOvuBQz
79,Paris,"Lord Siva",105625,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
80,"To Die For","Sam Smith",104965,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
81,Nino,"Michael Williams",103415,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
82,"Weekend Hver Dag","Josef Og Elias",102046,https://open.spotify.com/track/7FreZPHSPVyZKBDYtFXTJf
83,"My Oh My (feat. DaBaby)","Camila Cabello",101940,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
84,"Mer Prestige Mer Pastis",Suspekt,101923,https://open.spotify.com/track/3jWClPWqozZ2nxEpJW4q8U
85,"The Other Side (from Trolls World Tour)",SZA,100790,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
86,"10,000 Hours (with Justin Bieber)","Dan + Shay",100713,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
87,Brandvarm,"Josef Og Elias",100465,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
88,"En Sang (feat. Gucci Mane)","Emil Stabil",100356,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
89,"Som Fluer","The Minds Of 99",99870,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
90,Shallow,"Lady Gaga",99855,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
91,Superhelten,JAAIIL,99619,https://open.spotify.com/track/4gZdZKZ9QW8DceUOk23vMJ
92,"Op A","Ude Af Kontrol",98193,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
93,"Never Seen the Rain","Tones And I",97915,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
94,"MONEY MOVES",Branco,95883,https://open.spotify.com/track/3NX8JSESVnhP7pv2BTW8sU
95,"Culo (feat. Branco)",Gilli,95845,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
96,"Moral of the Story",Ashe,95743,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
97,"Ingenting At Sige (feat. NODE)",Gilli,95711,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
98,"Some Say - Felix Jaehn Remix",Nea,93161,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
99,"Plastic (feat. Benjamin Hav)",Pind,92927,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
100,"Brug din fantasi","Karla & Liva",92463,https://open.spotify.com/track/5jVKruHjjinO3sWrBabxNn
101,"lovely (with Khalid)","Billie Eilish",92386,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
102,"Love Someone","Lukas Graham",89649,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
103,"What A Man Gotta Do","Jonas Brothers",89367,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
104,"BDK (feat. Gilli)",KESI,89082,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
105,"Be Alright","Dean Lewis",89040,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
106,Okay,Tessa,88916,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
107,"Jaloux (feat. ATYPISK)",Simsey,88752,https://open.spotify.com/track/6VW9gXYrQiTaWiR2Svql03
108,"HIGHEST IN THE ROOM","Travis Scott",87465,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
109,"Higher Love",Kygo,87043,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
110,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,86968,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
111,"Post Malone (feat. RANI)","Sam Feldt",86265,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
112,"CITY OF ANGELS",24kGoldn,85695,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
113,"Efter Mig",Jimilian,85250,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
114,Suicidal,"YNW Melly",84595,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
115,"Ayy Macarena",Tyga,84469,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
116,"Nik & Jay (feat. Benjamin Hav)",TopGunn,84467,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
117,"Fang Mig I En Brandert",Suspekt,84075,https://open.spotify.com/track/3XyoFvweTaSY9ZkxYrL90h
118,Falling,"Harry Styles",83633,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
119,"That Way","Lil Uzi Vert",83470,https://open.spotify.com/track/5raTDhlbxFDnpn89bxArdH
120,"Dobbelt (feat. Dayzon)",Jamaika,83332,https://open.spotify.com/track/332HLjESTywYrDN5is9mdT
121,"Ingen plan B",Liva,83271,https://open.spotify.com/track/3GWVEIbCmUg8VnRU4R9QE7
122,"Ballin' (with Roddy Ricch)",Mustard,82985,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
123,Pizza,ADHD,82856,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
124,Flytilstand,"Benny Jamz",82738,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3
125,"Feel Me","Selena Gomez",82290,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
126,"J'AI MAL",AMAL,81619,https://open.spotify.com/track/1iaQCe1kB97SZw4oktDaFO
127,July,"Noah Cyrus",81513,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
128,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",81141,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
129,"Finde Tilbage",Citybois,80732,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
130,"Piece Of Your Heart",MEDUZA,80602,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
131,"Nobody's Lover (feat. Lord Siva)",Clara,80408,https://open.spotify.com/track/7tQopHpdCWF7LWCUgMWVmw
132,Energi,Xabski,80155,https://open.spotify.com/track/6WqE1C4BspkCQmeIbQfVI1
133,næ,"Ude Af Kontrol",79674,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
134,"High Fashion (feat. Mustard)","Roddy Ricch",79165,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
135,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",77324,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
136,"Vossi Bop",Stormzy,75938,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
137,stupid,"Tate McRae",75894,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
138,"All In",Branco,75520,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
139,"WHATS POPPIN","Jack Harlow",75004,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
140,"Drown (feat. Clinton Kane)","Martin Garrix",74832,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
141,"Lov Mig 1 Ting",Artigeardit,74750,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
142,"Lose You To Love Me","Selena Gomez",74283,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
143,"Sweet but Psycho","Ava Max",74248,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
144,"Sektion (feat. Branco & Gilli)","Benny Jamz",74141,https://open.spotify.com/track/4vdIHpg2MlGO6WnHZE6oeW
145,"Lucid Dreams","Juice WRLD",73581,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
146,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",72922,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
147,"All Around The World (La La La)",R3HAB,72777,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
148,"Monte Carlo",Jimilian,72556,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
149,"hot girl bummer",blackbear,72247,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
150,"ocean eyes","Billie Eilish",71988,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
151,"Sig Mig",Citybois,71984,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
152,"Watermelon Sugar","Harry Styles",71507,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
153,"Min Ven Min Ven",Suspekt,71362,https://open.spotify.com/track/0HF2AHEGLBkC6HcXVG0Pfq
154,"BELIEVER (feat. Nafe Smallz)",Branco,71225,https://open.spotify.com/track/1IWX3CqAn1r1zJd3FXFgQV
155,"This City","Sam Fischer",71191,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
156,"Ka Du Ik",Omar,70952,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
157,Dior,"Pop Smoke",70402,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
158,"Dancing On My Own","Calum Scott",70195,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
159,SUGAR,BROCKHAMPTON,70147,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
160,"How Do You Sleep?","Sam Smith",69114,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
161,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",69064,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
162,"Snakker For Meget",Tessa,68720,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
163,"Say You Won't Let Go","James Arthur",68515,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
164,"Eastside (with Halsey & Khalid)","benny blanco",68383,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
165,"Don't Call Me Up",Mabel,68320,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
166,Thorns,Faustix,68277,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
167,"Sidechick (Carmon X Jamaika)",Carmon,67754,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
168,"All My Love",Rocazino,67580,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
169,EAZY,Branco,66645,https://open.spotify.com/track/1bcGbqUnLRFxbyxp3OcVMf
170,"Mit hjerte der griner",Siff,65719,https://open.spotify.com/track/0wu3cdqDIaTTrlOIW3Sx4c
171,JUNGLE,MellemFingaMuzik,65584,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
172,"Thank You [Not So Bad]",VIZE,65462,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
173,"G Ting",PAY,65318,https://open.spotify.com/track/59SXQHh55uKjMdtxwHaxFW
174,Lovesong,"Rasmus Seebach",65058,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
175,"FRENCH CONNECTION (feat. Daks)",Branco,65020,https://open.spotify.com/track/2geA4TuFnIvvwaNU7etlYe
176,"Thank Me Later",Clara,64977,https://open.spotify.com/track/1Jv2OryuzzPowBFHIM3uH8
177,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",64945,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
178,STANDARD,I$WAAL,64523,https://open.spotify.com/track/4Jh3p0TydgTJZ444pPhVvd
179,"3 Nights","Dominic Fike",64239,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
180,"Kinky Fætter",Suspekt,64214,https://open.spotify.com/track/5zyEUkL2SNiJQ4iQVnhWkk
181,"Goodbyes (Feat. Young Thug)","Post Malone",63950,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
182,"Baby Steps",Phlake,63652,https://open.spotify.com/track/0ffUggU3ky7y2avMk6HaSt
183,24/7,"Scarlet Pleasure",63378,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
184,"Boombadah basta",D&A,63208,https://open.spotify.com/track/04PtTM5X7ktmMzseO5mpW8
185,"Go Stupid (feat. Mike WiLL Made-It)","Polo G",63115,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
186,BOP,DaBaby,63059,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
187,"Proletar (Hvor Jeg Står)",Suspekt,63051,https://open.spotify.com/track/4XNxIEYsEjK2Cu67brXBGq
188,"Lykken Kommer",Suspekt,63025,https://open.spotify.com/track/41558pENRQoHaMIOsurjts
189,"Detaljen (feat. Fouli)",TopGunn,62825,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
190,"All Around Me","Justin Bieber",62570,https://open.spotify.com/track/5Py8zRKGkZvgHniVVtvNCN
191,"Sweet Dreams (Are Made of This)",Winati,62387,https://open.spotify.com/track/1o9D0rUusi2V5idyOEOPII
192,"Større End Os",Medina,61987,https://open.spotify.com/track/0VL0jLRV0iyTBFQWqCjrDW
193,INTRO,Branco,61869,https://open.spotify.com/track/5Wb3N1h0TEzLP32A6mu3iF
194,Gothersgade,Artigeardit,61578,https://open.spotify.com/track/2fzuN1At48Wz4hdP4hXqNq
195,Drømte,Gobs,61559,https://open.spotify.com/track/4to3Y8RWYmWV2AUCkUPfAp
196,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,61215,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
197,"Room For Love","Lord Siva",61165,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
198,Soldat,Baloosh,61148,https://open.spotify.com/track/35eqZaftqsPaMepLdDwAu4
199,"Old Me","5 Seconds of Summer",60899,https://open.spotify.com/track/5RUUkFNqH3GRKHg1xjprOb
200,"Fuck Af (feat. Milbo)","Fie Laursen",60894,https://open.spotify.com/track/7iXrDMiAinSZpD1M6zyBKY
