,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
29,"Adore You","Harry Styles",210844,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
30,"Super Mario",NODE,205548,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
31,"Shopping (feat. Kesi & Stepz)","Benny Jamz",205130,https://open.spotify.com/track/7IlYDWKUtjuQ1xPf6KAzWc
32,Brandvarm,"Josef Og Elias",203178,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
33,"Vai Amor",Gilli,195824,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
34,"My Oh My (feat. DaBaby)","Camila Cabello",194100,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
35,"bad guy","Billie Eilish",193135,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
36,"Before You Go","Lewis Capaldi",180462,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
37,"hot girl bummer",blackbear,175870,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
38,"Fugazi (feat. Stepz)","Benny Jamz",171272,https://open.spotify.com/track/78GzgdLQcF5yo7Mq5rRoSi
39,Señorita,"Shawn Mendes",169634,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
40,"Watermelon Sugar","Harry Styles",169125,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
41,"Interlude - Finlandsparken",Jamaika,167963,https://open.spotify.com/track/2TivM8M4vgL1mEswDWFlsy
42,"Som Fluer","The Minds Of 99",164405,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
43,"Automatic (feat. Gilli)","Benny Jamz",161328,https://open.spotify.com/track/75Hf8NalfY33oZQG2YN00K
44,"Spice up your life","Benjamin Hav",159945,https://open.spotify.com/track/5IvT1R55n1gISGXAtlQjgg
45,"Holdet (feat. NODE)",Jamaika,156534,https://open.spotify.com/track/53Z8vzEI2bbqpsSZ8dFSOt
46,"Beautiful People (feat. Khalid)","Ed Sheeran",156326,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
47,"Lose You To Love Me","Selena Gomez",155260,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
48,"Sinaloa Stil","Shooter Gang",154195,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
49,"Lose Control",MEDUZA,154006,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
50,Bandolero,Jamaika,153454,https://open.spotify.com/track/38PH0BX4W8T15k3ITRMmQM
51,"Ny Sæson","Benny Jamz",146052,https://open.spotify.com/track/7oDJQ7yBOybRtcOPMbOPTC
52,"No Idea","Don Toliver",144615,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
53,Alarm,"Benny Jamz",139176,https://open.spotify.com/track/0VKxgUrRPmRX9r1k7SocHl
54,Heartless,"The Weeknd",138228,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
55,Kawasaki,Jamaika,137857,https://open.spotify.com/track/5pktQTAcKamiILPjUZbCLs
56,Gonzo,Suspekt,137562,https://open.spotify.com/track/6bh20cEbXMNJ5JPUvbGSYq
57,"Halle Berry (feat. Branco)","Benny Jamz",137552,https://open.spotify.com/track/0zBMtSOjcH2YX00HLB8vMM
58,"HIGHEST IN THE ROOM","Travis Scott",135743,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
59,"I Don't Care (with Justin Bieber)","Ed Sheeran",133974,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
60,"BDK (feat. Gilli)",KESI,131923,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
61,"Bedste ven","Benny Jamz",129628,https://open.spotify.com/track/13YRW5WzNufYn7OmLutScz
62,Protokol,Jamaika,127699,https://open.spotify.com/track/2zykitlpirl2soC7LwtWP3
63,"Ingenting At Sige (feat. NODE)",Gilli,123740,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
64,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,123533,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
65,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",123361,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
66,"En Sang (feat. Gucci Mane)","Emil Stabil",123238,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
67,"La Varrio",Jamaika,123236,https://open.spotify.com/track/4HjkaUTOYnOI28nMf3qxqN
68,Shallow,"Lady Gaga",120353,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
69,Paris,"Lord Siva",120047,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
70,"10,000 Hours (with Justin Bieber)","Dan + Shay",116380,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
71,"when the party's over","Billie Eilish",114653,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
72,"Helt Stabil",Fouli,114254,https://open.spotify.com/track/74UxMl2RwVslYvWd9cGmlL
73,"Culo (feat. Branco)",Gilli,113091,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
74,"Love Someone","Lukas Graham",111670,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
75,"Unz Unz",Specktors,111422,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
76,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",109573,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
77,July,"Noah Cyrus",109508,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
78,"Trampoline (with ZAYN)",SHAED,109442,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
79,"If the World Was Ending - feat. Julia Michaels","JP Saxe",107735,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
80,"How Do You Sleep?","Sam Smith",106563,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
81,Dig,"Benjamin Hav",105774,https://open.spotify.com/track/1CPylrbel65jjZ2jcAuCH0
82,Ufødte,Jamaika,105772,https://open.spotify.com/track/4PocOpOXL2QJZmeGTV4mso
83,"Higher Love",Kygo,104751,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
84,Bruises,"Lewis Capaldi",104537,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
85,"Plastic (feat. Benjamin Hav)",Pind,103512,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
86,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",103254,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
87,"Nik & Jay (feat. Benjamin Hav)",TopGunn,102004,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
88,"Lucid Dreams","Juice WRLD",101412,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
89,"Be Alright","Dean Lewis",101334,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
90,"Piece Of Your Heart",MEDUZA,100614,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
91,Wagwan,"Benny Jamz",100216,https://open.spotify.com/track/3FM5HjjI51dcocz1oZ8GAe
92,DANCE,CLMD,100186,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
93,Musse,"Benjamin Hav",99847,https://open.spotify.com/track/238P1hQufJESzypUHpnodm
94,Suicidal,"YNW Melly",98941,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
95,Okay,Tessa,98649,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
96,Salt,"Ava Max",98004,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
97,"Up All Night",Khalid,97963,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
98,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",97753,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
99,"Monte Carlo",Jimilian,96388,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
100,"All In",Branco,94206,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
101,BOP,DaBaby,93756,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
102,"Yellow Hearts","Ant Saunders",92922,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
103,"Finde Tilbage",Citybois,92117,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
104,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",91948,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
105,"Post Malone (feat. RANI)","Sam Feldt",90981,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
106,Legend,Clara,89248,https://open.spotify.com/track/13AdfYuWXDecUoQbpijnXI
107,STANDARD,I$WAAL,88687,https://open.spotify.com/track/4Jh3p0TydgTJZ444pPhVvd
108,"Sweet but Psycho","Ava Max",88400,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
109,"lovely (with Khalid)","Billie Eilish",88339,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
110,"Alone, Pt. II","Alan Walker",87950,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
111,Falling,"Harry Styles",87446,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
112,"Futsal Shuffle 2020","Lil Uzi Vert",86629,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
113,"Oktober (Outro)","Benny Jamz",85167,https://open.spotify.com/track/4lpnO6eWprQuH2EEEWaj8U
114,"Vossi Bop",Stormzy,85108,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
115,Wow.,"Post Malone",84905,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
116,"Goodbyes (Feat. Young Thug)","Post Malone",84875,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
117,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,83931,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
118,"Lights Up","Harry Styles",83919,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
119,"Ballin' (with Roddy Ricch)",Mustard,83106,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
120,Balenci,"Larry 44",83068,https://open.spotify.com/track/3oP9C6MAm8i4SvYB37GDto
121,"Sidechick (Carmon X Jamaika)",Carmon,82555,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
122,"Efter Mig",Jimilian,82356,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
123,"All Around The World (La La La)",R3HAB,81766,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
124,"RITMO (Bad Boys For Life)","Black Eyed Peas",81445,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
125,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",81148,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
126,"Shorty Ringer","Josef Og Elias",81106,https://open.spotify.com/track/3rGihyErlJWAViz6PKBtts
127,"ocean eyes","Billie Eilish",80739,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
128,"Den eneste","Benjamin Hav",80487,https://open.spotify.com/track/1S3mApGvjQL2rxqMhPKG1K
129,"Snakker For Meget",Tessa,78937,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
130,Lovesong,"Rasmus Seebach",78743,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
131,"Some Say",Nea,78176,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
132,"Sig Mig",Citybois,78048,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
133,"Say So","Doja Cat",77613,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
134,Thorns,Faustix,77541,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
135,"Ka Du Ik",Omar,77267,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
136,"Dancing On My Own","Calum Scott",77018,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
137,Outnumbered,"Dermot Kennedy",75296,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE
138,Tørstig,ATYPISK,75247,https://open.spotify.com/track/2p4vB52Yldwo2xIutFdc8Y
139,"Don't Call Me Up",Mabel,74798,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
140,"Cassie (feat. Suspekt)",Xander,73853,https://open.spotify.com/track/6MhfzzGpcBfSOSGveobKzS
141,"Jeg giver aldrig slip (feat. Esben Iversen)","Benjamin Hav",72912,https://open.spotify.com/track/3W0QnolIyTenTDOqlnsJd3
142,JUNGLE,MellemFingaMuzik,72838,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
143,Gothersgade,Artigeardit,72691,https://open.spotify.com/track/0vhJulS8V02SDpBTY2XQjI
144,"Mean It",Lauv,72647,https://open.spotify.com/track/5ACkb3CikcSZPF0h7FSZAp
145,"1010 (Intro)","Benny Jamz",72633,https://open.spotify.com/track/6TH1jIIc0rOX0JCkC1i6r9
146,"Let Me Down Slowly","Alec Benjamin",71677,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
147,24/7,"Scarlet Pleasure",71533,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
148,"Dag 1",Gilli,71508,https://open.spotify.com/track/0atWq5Ua1ax7zMKDjSQEpg
149,"Body (feat. brando)","Loud Luxury",71430,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
150,SUGAR,BROCKHAMPTON,71354,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
151,"SOM DU SMILER",AMAL,71201,https://open.spotify.com/track/3pAosPVaUb2HF1vUKGZQmX
152,"Eastside (with Halsey & Khalid)","benny blanco",70457,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
153,"SOS (feat. Aloe Blacc)",Avicii,69763,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
154,"7 rings","Ariana Grande",69449,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
155,Ransom,"Lil Tecca",69349,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
156,"GANG GANG",JACKBOYS,68545,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK
157,Robbery,"Juice WRLD",68481,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
158,"1,2,3,4","The Minds Of 99",68279,https://open.spotify.com/track/1t0aKVgl4RCknbiRNrd2zi
159,"Ung Kniv","The Minds Of 99",68240,https://open.spotify.com/track/3LyOoM4J9QzrD0GbPuzEyz
160,"Old Town Road - Remix","Lil Nas X",67696,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
161,Pizza,ADHD,67589,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
162,"Detaljen (feat. Fouli)",TopGunn,67349,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
163,"bury a friend","Billie Eilish",67149,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
164,Crazy,Clara,67061,https://open.spotify.com/track/2SLn2MQzKGwCJXFF6Gntg7
165,Family,"The Chainsmokers",67043,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL
166,"Op A","Ude Af Kontrol",66860,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
167,"My Heart",Christopher,66482,https://open.spotify.com/track/1zVfFnkHv8ubJRXT30d4T3
168,"Say You Won't Let Go","James Arthur",66264,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
169,"Der var lys","Benjamin Hav",65898,https://open.spotify.com/track/039JJMCtiMdMnxCLnhIVow
170,"Vågn Op (feat. Don Stefano)",KESI,65656,https://open.spotify.com/track/12XzE38rlgROFbDsy0Q31l
171,Oui,Sivas,65582,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
172,"Without Me",Halsey,65428,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
173,Ripples,Maximillian,65379,https://open.spotify.com/track/7LYGpt7ckc34CFWcsxwnJl
174,"3 Nights","Dominic Fike",65375,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
175,"It's You","Ali Gatie",65088,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
176,"HERE (For Christmas)","Lukas Graham",64866,https://open.spotify.com/track/1Cth2nNUYYfCiSoIei6rCi
177,"Hate Me (with Juice WRLD)","Ellie Goulding",63957,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
178,"Mask På","Shooter Gang",63464,https://open.spotify.com/track/3rPRnnrKyxhqsPnBtahjnW
179,næ,"Ude Af Kontrol",63065,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
180,Graveyard,Halsey,62831,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
181,"Når det går ud (feat. Clara Sofie)","Benjamin Hav",62245,https://open.spotify.com/track/1RqH2JS3uIsOLCcsfMfLoK
182,"Always Remember Us This Way","Lady Gaga",62158,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
183,VIBEZ,DaBaby,62061,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
184,Udsigt,ZK,62018,https://open.spotify.com/track/50ly1zllYjItP5APekmnuA
185,"Ra Ta Ta Ta (feat. Stepz)",NODE,61828,https://open.spotify.com/track/5TxcaqtknKAAdshjQCXfBG
186,Sucker,"Jonas Brothers",61107,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
187,Solo,Faustix,61103,https://open.spotify.com/track/3Eemi4XR3hqNP4JnIV35Ca
188,"Alle Dem",ICEKIID,60988,https://open.spotify.com/track/4cverjLJx5N3xMiG4Vla7u
189,"Air Tonight (feat. Benjamin Hav)","Emil Kruse",60623,https://open.spotify.com/track/513USzRJreYwoYoIsqrvB2
190,"Fra Gaden (feat. Benny Jamz)",ATYPISK,60571,https://open.spotify.com/track/1Adv24faBNfctHoOJYoJLX
191,"Under Stjernerne På Himlen","Rasmus Seebach",60421,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
192,Sydpå,Bro,60173,https://open.spotify.com/track/1lahfyqBPVvBIxf3XgmQmZ
193,"Had Enough (feat. Quavo & Offset)","Don Toliver",59887,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN
194,"Hyg Hver Dag (feat. Citybois)",TopGunn,59649,https://open.spotify.com/track/5EGO6sCOZuracSGyAPvu3F
195,"rockstar (feat. 21 Savage)","Post Malone",59582,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
196,"WHAT TO DO? (feat. Don Toliver)",JACKBOYS,59495,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe
197,"Complicated - Faustix Remix","Alexander Oscar",59415,https://open.spotify.com/track/0HbPfCPmndvkevg4TjwcJQ
198,"The London (feat. J. Cole & Travis Scott)","Young Thug",59377,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
199,"Lyca (feat. Kesi)",Gilli,59299,https://open.spotify.com/track/3TD0VtH37WAjrGflIzeS0H
200,"In My Mind",Dynoro,59176,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
