,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
39,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,163248,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
40,"London Town",Branco,157705,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
41,Circles,"Post Malone",157428,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
42,"Winter Season (feat. Gilli)",Amina,152024,https://open.spotify.com/track/4XVZxIg3UjUTZxPlC5lmnj
43,NAPOLI,Branco,149876,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
44,"Sex On The Beach","Ude Af Kontrol",146675,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
45,Scars,"Lukas Graham",145555,https://open.spotify.com/track/0HCjXEQF533z8Z9LuX28cL
46,Amsterdam,Fouli,143780,https://open.spotify.com/track/6LDCpaEEwymjW8Fj3l896N
47,"Glemmer Alting",Faustix,143213,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
48,"Godzilla (feat. Juice WRLD)",Eminem,141687,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
49,"Slip Away",Phlake,139597,https://open.spotify.com/track/0yYp0TyV9km8QxzeVc75uy
50,ROXANNE,"Arizona Zervas",139032,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
51,"Life Is Good (feat. Drake)",Future,131987,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
52,"WHATS POPPIN","Jack Harlow",130849,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
53,"everything i wanted","Billie Eilish",128597,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
54,"Vai Amor",Gilli,125078,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
55,"Boss Bitch","Doja Cat",120014,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
56,Nudes,Jada,119275,https://open.spotify.com/track/1un8VQdm76q7UsLtIGvR2B
57,"Know Your Worth",Khalid,117193,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
58,"BACK TO BUSINESS",Branco,115663,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
59,"Nobody's Lover (feat. Lord Siva)",Clara,113758,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
60,"Like It Is",Kygo,113152,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
61,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,111843,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
62,"VERDEN VENDER",Branco,111563,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
63,"If the World Was Ending - feat. Julia Michaels","JP Saxe",111542,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
64,"Ride It",Regard,110061,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
65,Memories,"Maroon 5",108402,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
66,"CITY OF ANGELS",24kGoldn,108008,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
67,"bad guy","Billie Eilish",106506,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
68,"Beautiful People (feat. Khalid)","Ed Sheeran",104155,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
69,Physical,"Dua Lipa",102718,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
70,"Super Mario",NODE,102525,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
71,Bruises,"Lewis Capaldi",101728,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
72,"After Hours","The Weeknd",101469,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
73,"Lose Control",MEDUZA,100006,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
74,"Some Say - Felix Jaehn Remix",Nea,99972,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
75,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,99948,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
76,"Kings & Queens","Ava Max",98964,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
77,DANCE,CLMD,95619,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
78,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",95474,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
79,"Nådig (feat. NODE)","Larry 44",94243,https://open.spotify.com/track/31qCRqNGYDbnAs143bWUBa
80,Paris,"Lord Siva",94051,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
81,"You should be sad",Halsey,93722,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
82,Señorita,"Shawn Mendes",92327,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
83,"La Trompeta (feat. MellemFingaMuzik)",Camur,91786,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq
84,Boyfriend,"Selena Gomez",91407,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M
85,"FIND MY WAY",DaBaby,90681,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO
86,"Room For Love","Lord Siva",90240,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
87,"føler mig selv 100","andreas odbjerg",89708,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
88,"Unz Unz",Specktors,89365,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
89,"I Don't Care (with Justin Bieber)","Ed Sheeran",88614,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
90,Comfort,Carmon,88540,https://open.spotify.com/track/3C9AbfvUQbEBBNgyWlSjYO
91,Lie,"Lukas Graham",87320,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
92,Selfish,"Madison Beer",86288,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
93,Shallow,"Lady Gaga",84490,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
94,"Kender Ham Godt","Young Juu",84411,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
95,"Be Alright","Dean Lewis",84103,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
96,"10,000 Hours (with Justin Bieber)","Dan + Shay",83790,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
97,"Post Malone (feat. RANI)","Sam Feldt",83555,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
98,Sjakalina,Tessa,83103,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
99,"Ballin' (with Roddy Ricch)",Mustard,82033,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
100,"Ingenting At Sige (feat. NODE)",Gilli,81876,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
101,"Op A","Ude Af Kontrol",80950,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
102,"I'll Wait",Kygo,80340,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
103,"Breaking Me",Topic,79580,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
104,"Love Someone","Lukas Graham",79563,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
105,"lovely (with Khalid)","Billie Eilish",79351,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
106,"En Sang (feat. Gucci Mane)","Emil Stabil",79150,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
107,"ily (i love you baby) (feat. Emilee)","Surf Mesa",77919,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
108,"Thank You [Not So Bad]",VIZE,77840,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
109,"Som Fluer","The Minds Of 99",77801,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
110,Nino,"Michael Williams",77288,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
111,"Level of Concern","Twenty One Pilots",77232,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
112,"Higher Love",Kygo,77084,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
113,"Po Po",ZK,76561,https://open.spotify.com/track/3g1yNMutQGZUmcaVArVaf2
114,"Culo (feat. Branco)",Gilli,76154,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
115,Balou,"Benny Jamz",76023,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
116,"What A Man Gotta Do","Jonas Brothers",75957,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
117,"No Time To Die","Billie Eilish",74890,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
118,"Efter Mig",Jimilian,74790,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
119,Brandvarm,"Josef Og Elias",74364,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
120,"when the party's over","Billie Eilish",74122,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
121,"What If I Told You That I Love You","Ali Gatie",73870,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
122,"Plastic (feat. Benjamin Hav)",Pind,73596,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
123,"HIGHEST IN THE ROOM","Travis Scott",73120,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
124,Dior,"Pop Smoke",73095,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
125,"Sinaloa Stil","Shooter Gang",72933,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
126,"All Around The World (La La La)",R3HAB,72525,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
127,"En Sidste Gang","Fie Laursen",72512,https://open.spotify.com/track/2BsJ1qTo3QWZvEAgIT3xiE
128,"Finde Tilbage",Citybois,72192,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
129,"Sweet but Psycho","Ava Max",71802,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
130,"Save Your Tears","The Weeknd",71355,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
131,July,"Noah Cyrus",71165,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
132,"BDK (feat. Gilli)",KESI,71008,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
133,Corona,ADHD,70984,https://open.spotify.com/track/0frObKN0bCAAFmFMnIdOU1
134,"Nik & Jay (feat. Benjamin Hav)",TopGunn,70519,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
135,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",70373,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
136,Yummy,"Justin Bieber",69832,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
137,"Rum Bum Bum - Hedegaard Remix",NAVID,69540,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
138,"Piece Of Your Heart",MEDUZA,69502,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
139,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,69471,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
140,"All My Love",Rocazino,68936,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
141,"Limbo (feat. Gilli)",NODE,68711,https://open.spotify.com/track/1zGwWmxXJHFes4dfkbnBUC
142,"Lucid Dreams","Juice WRLD",68545,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
143,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",67725,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
144,Astronomia,Vicetone,67449,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
145,"Blitz, Baby",Jung,66901,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
146,"Være Der For Dig","Shooter Gang",66559,https://open.spotify.com/track/1n4u9KPmtYY27lsXzb98OL
147,"Monte Carlo",Jimilian,66339,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
148,Falling,"Harry Styles",65902,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
149,Thorns,Faustix,65236,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
150,"Se Os",Citybois,65164,https://open.spotify.com/track/4qgyniHGf79c1UUiIOY368
151,"Weekend Hver Dag","Josef Og Elias",65109,https://open.spotify.com/track/7FreZPHSPVyZKBDYtFXTJf
152,"Dancing On My Own","Calum Scott",64377,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
153,Okay,Tessa,64229,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
154,"Lose You To Love Me","Selena Gomez",64057,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
155,"Eastside (with Halsey & Khalid)","benny blanco",63881,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
156,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",63799,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
157,"High Fashion (feat. Mustard)","Roddy Ricch",63758,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
158,"hot girl bummer",blackbear,63602,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
159,"Still Alive",Maximillian,62902,https://open.spotify.com/track/6Ldq5GpaIafEi67Cuh2h3X
160,"Sig Mig",Citybois,62852,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
161,Flytilstand,"Benny Jamz",62625,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3
162,Heartless,"The Weeknd",62536,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
163,"The Take (feat. Chris Brown)","Tory Lanez",62350,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
164,"Under Stjernerne På Himlen","Rasmus Seebach",62349,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
165,"Don't Call Me Up",Mabel,61957,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
166,"Say You Won't Let Go","James Arthur",61933,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
167,næ,"Ude Af Kontrol",61865,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
168,"How Do You Sleep?","Sam Smith",61659,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
169,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",61350,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
170,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",61149,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
171,"This City","Sam Fischer",61034,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
172,"My Oh My (feat. DaBaby)","Camila Cabello",61032,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
173,"Ka Du Ik",Omar,60890,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
174,"Typisk Mig",Jimilian,60493,https://open.spotify.com/track/3dohd3QOpfp03fRuxiQil9
175,"Big City, Bright Lights","The Minds Of 99",60368,https://open.spotify.com/track/4OX02iKVaZDO2QdOA7HHr4
176,"To Die For","Sam Smith",59960,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
177,Pizza,ADHD,59451,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
178,"All In",Branco,59283,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
179,24/7,"Scarlet Pleasure",58865,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
180,VEAF,AMAL,58668,https://open.spotify.com/track/69djMw3NFUKQLcT5uKP2Qc
181,"Lov Mig 1 Ting",Artigeardit,58062,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
182,"Hold Me While You Wait","Lewis Capaldi",57477,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
183,"Ayy Macarena",Tyga,57381,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
184,Lovesong,"Rasmus Seebach",57294,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
185,JUNGLE,MellemFingaMuzik,57242,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
186,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",57097,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
187,"MON CHERI (feat. Amina)",Branco,57027,https://open.spotify.com/track/6k5MGDSLnIWG2YfpiYHWd9
188,"Jocelyn Flores",XXXTENTACION,57011,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
189,"Jaloux (feat. ATYPISK)",Simsey,56907,https://open.spotify.com/track/6VW9gXYrQiTaWiR2Svql03
190,Suicidal,"YNW Melly",56620,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
191,"Goodbyes (Feat. Young Thug)","Post Malone",56513,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
192,"Sidechick (Carmon X Jamaika)",Carmon,56467,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
193,"Hun Kommer Tilbage",Jung,56018,https://open.spotify.com/track/5DbD9hQ5M3pauLtbnpytgS
194,"Sweet Dreams (Are Made of This)",Winati,55766,https://open.spotify.com/track/1o9D0rUusi2V5idyOEOPII
195,Youngblood,"5 Seconds of Summer",55447,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
196,"3 Nights","Dominic Fike",55280,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
197,"In My Mind",Dynoro,54862,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
198,"Watermelon Sugar","Harry Styles",54448,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
199,"Langt Ude","Ude Af Kontrol",54300,https://open.spotify.com/track/45j9h6oqPrQaN4Y4uQhGNu
200,Click,"Shooter Gang",53856,https://open.spotify.com/track/7EBg76Wh4FI35AcT6tUo84
