,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
26,Klovne,RH,188373,https://open.spotify.com/track/6TDGzRZH53BojuIb2XPaYf
27,Gonzo,Suspekt,185462,https://open.spotify.com/track/0RcrxkcFT5FJpDgaXmzIEF
28,"POPSTAR (feat. Drake)","DJ Khaled",184157,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
29,"KIKI (feat. Gilli)",LOLO,182688,https://open.spotify.com/track/4Mh5wGoyhpzYECcGdmXTmc
30,Burnout,Calby,180432,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
31,Dior,"Pop Smoke",179174,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
32,"Sol Over København (feat. KESI)",Citybois,171932,https://open.spotify.com/track/0NnmpMt8M9mthgrfuerLfD
33,"600 Heste",RH,169710,https://open.spotify.com/track/7EBGROSW7cVYXXBwl7kZbG
34,Svag,"Victor Leksell",169025,https://open.spotify.com/track/4SS4YfDAEQG0fZAe1xfgn3
35,"Fra Start",ATYPISK,166497,https://open.spotify.com/track/7MsZ2Q78TeMj8PZVopNayZ
36,"exile (feat. Bon Iver)","Taylor Swift",160915,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
37,"Leap Of Faith",Christopher,160090,https://open.spotify.com/track/571B8LxRZwmG1S1YNfGq4Q
38,Rundt,"Benny Jamz",159444,https://open.spotify.com/track/4VqVMdblNgYZmXSOOmHcB2
39,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",156572,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
40,"Some Say - Felix Jaehn Remix",Nea,155626,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
41,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",153725,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
42,"Someone You Loved","Lewis Capaldi",150917,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
43,Ben,Tessa,148388,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT
44,Bål,Tessa,148016,https://open.spotify.com/track/6wszpqvcWaarHjBKZuzFws
45,"Smid Tøjet",Jimilian,143789,https://open.spotify.com/track/0r4dJLEJYPVQhJDr5K0C0d
46,"Rewinder (feat. Lamin & NODE)",Jamaika,142462,https://open.spotify.com/track/5W6XySCHyqwP7XDU303Qkq
47,"Dance Monkey","Tones And I",141622,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
48,Lighter,Skinz,140886,https://open.spotify.com/track/1W1Hnd1AKXT4XHykem8sJE
49,"the 1","Taylor Swift",134682,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
50,"PUB G (feat. Branco & Larry 44)",LOLO,126222,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
51,"Tættere End Vi Tror",P3,123860,https://open.spotify.com/track/4j5QQ3eZNpmxT4inyVEaAU
52,"føler mig selv 100","andreas odbjerg",123472,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
53,"Señorita (feat. Fouli)",Gobs,122316,https://open.spotify.com/track/4QHO0xwZVLSSX7Pi7HW1Wu
54,"WHIP WHOP",I$WAAL,121581,https://open.spotify.com/track/1PxGMn63iT7sc4eS52c9UP
55,"Room For Love","Lord Siva",121319,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
56,Nudes,Jada,121067,https://open.spotify.com/track/1un8VQdm76q7UsLtIGvR2B
57,"Head & Heart (feat. MNEK)","Joel Corry",120747,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
58,"Before You Go","Lewis Capaldi",118660,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
59,"ily (i love you baby) (feat. Emilee)","Surf Mesa",116163,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
60,"Blueberry Faygo","Lil Mosey",115564,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
61,"Blitz, Baby",Jung,114705,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
62,"London Town",Branco,113388,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
63,"Rain On Me (with Ariana Grande)","Lady Gaga",112095,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
64,"the last great american dynasty","Taylor Swift",110490,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
65,"GREECE (feat. Drake)","DJ Khaled",110438,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
66,"Take You Dancing","Jason Derulo",109499,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
67,"Vai Amor",Gilli,109134,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
68,"Nobody's Lover (feat. Lord Siva)",Clara,108716,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
69,"Intentions (feat. Quavo)","Justin Bieber",108559,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
70,"Go Crazy","Chris Brown",108164,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
71,"Stuck with U (with Justin Bieber)","Ariana Grande",108106,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
72,"Slip Away",Phlake,106923,https://open.spotify.com/track/65OZiiwtjWVtS0WZdG2wmO
73,"Party Girl",StaySolidRocky,106608,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
74,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,106487,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
75,"Mood Swings (feat. Lil Tjay)","Pop Smoke",104355,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
76,Gutterne,Specktors,102813,https://open.spotify.com/track/4fPd5WKY0Qf9eeg0pHowA1
77,"my tears ricochet","Taylor Swift",102581,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
78,Ghost,Christopher,101637,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
79,"Corolla (feat. Branco)",Sinds,101352,https://open.spotify.com/track/5VDso6McCTCa6mgO5CBBsO
80,"Get Money (Motivation Session)",Branco,100441,https://open.spotify.com/track/39RRlNfnL18TNJ2i7XYxhH
81,SOS,"Scarlet Pleasure",100308,https://open.spotify.com/track/6ST1zKFmiLMxzvDkOquGgy
82,"Break My Heart","Dua Lipa",99706,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
83,"Toosie Slide",Drake,98787,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
84,"Fuck Dig (feat. Tobias Rahim)","Emil Lange",98232,https://open.spotify.com/track/6sdz0Z3jsKs2gNN8WsftiB
85,"NO SKRUB$",TopGunn,97964,https://open.spotify.com/track/6iV6FxCwplHr8IzwdnX5xX
86,"Vil Du Med…",Suspekt,97456,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
87,"Rum Bum Bum - Hedegaard Remix",NAVID,97228,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
88,"TKN (feat. Travis Scott)",ROSALÍA,95212,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
89,"Genie In A Bottle",Faustix,94543,https://open.spotify.com/track/3xTj27LibA0NDDvHNiFPpG
90,"Bare Dans",KIDD,94343,https://open.spotify.com/track/64NE79ro3Tys4qbek51rBP
91,"death bed (coffee for your head)",Powfu,92459,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
92,"Så'n der",Tessa,91243,https://open.spotify.com/track/7fuPKXieOyX6mkFHkfcIJd
93,"Only You Freestyle","Headie One",91217,https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r
94,"All My Love",Rocazino,90552,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
95,"Be Kind (with Halsey)",Marshmello,90174,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
96,Supalonely,BENEE,89817,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
97,Salt,"Ava Max",88951,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
98,"Life's A Mess (feat. Halsey)","Juice WRLD",88028,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
99,mirrorball,"Taylor Swift",87832,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
100,"Kings & Queens","Ava Max",87491,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
101,"Ride It",Regard,87392,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
102,"you broke me first","Tate McRae",86337,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
103,august,"Taylor Swift",86178,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
104,GOOBA,6ix9ine,86057,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
105,"Min Bror (Josef Og Elias X ICEKIID)","Josef Og Elias",85825,https://open.spotify.com/track/7ucXd8IbW11iUAOqxmZo7k
106,"Unz Unz",Specktors,84663,https://open.spotify.com/track/593Jq3pm0OleC7Mz6STFFk
107,seven,"Taylor Swift",84040,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
108,"Ny Dag",Stepz,83722,https://open.spotify.com/track/066AN3APAXFBkaliW7I4DB
109,Paris,"Lord Siva",83434,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
110,GoMore,"Larry 44",82993,https://open.spotify.com/track/7mMFdBkZR8cpbbp4F75yvq
111,"Lose Somebody",Kygo,82447,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
112,DANCE,CLMD,82285,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
113,Conversations,"Juice WRLD",82039,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
114,"Don't Start Now","Dua Lipa",81946,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
115,Circles,"Post Malone",81815,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
116,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",81277,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
117,Robbery,"Juice WRLD",79892,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
118,"Frisk På Det Hele",Jimilian,79400,https://open.spotify.com/track/1F4JbUpQIZjr4PVgYJU4j9
119,"Be Alright","Dean Lewis",79251,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
120,"Super Mario",NODE,79178,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
121,Sandheden,Jimilian,79152,https://open.spotify.com/track/4mWw2Yt7o14GkkIdTrrxuc
122,Bruises,"Lewis Capaldi",78514,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
123,Gangstas,"Pop Smoke",77864,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
124,"this is me trying","Taylor Swift",77719,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
125,"Hold Min Hånd","Benjamin Hav",77581,https://open.spotify.com/track/1MGzyFMEg7jaknAYM6mzsG
126,"Get Back","Pop Smoke",77533,https://open.spotify.com/track/3DWjFSDEQ9IWz1mj449fB7
127,"Adore You","Harry Styles",77175,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
128,"Zum Zum - Balken Remix",Balken,76594,https://open.spotify.com/track/3D5UFWr3DjAxVJIlZ7RlXh
129,Gelato,"Benny Jamz",76229,https://open.spotify.com/track/3dradzYJqQ88RJEuQhXt5d
130,"GO (feat. Juice WRLD)","The Kid LAROI",75916,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
131,"Glo På Mig",Tessa,75894,https://open.spotify.com/track/0u2HxcwML2msMuuKUvpck8
132,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,75277,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
133,"I'm Just Feelin' (Du Du Du)",Imanbek,74120,https://open.spotify.com/track/73ThEGwF5i9GrsXXGyZBRa
134,"Op A","Ude Af Kontrol",73982,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
135,"WHATS POPPIN","Jack Harlow",73357,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
136,"illicit affairs","Taylor Swift",73354,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf
137,"Lucid Dreams","Juice WRLD",73295,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
138,"Post Malone (feat. RANI)","Sam Feldt",73122,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
139,"Girl Like You",Clara,73033,https://open.spotify.com/track/1gG0pnDAT1QdpRFTQDT4y4
140,"everything i wanted","Billie Eilish",72686,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
141,"The Box","Roddy Ricch",72549,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
142,"HIGHEST IN THE ROOM","Travis Scott",72361,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
143,Shallow,"Lady Gaga",72119,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
144,"invisible string","Taylor Swift",71990,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV
145,"If the World Was Ending - feat. Julia Michaels","JP Saxe",71460,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
146,Memories,"Maroon 5",71386,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
147,goosebumps,"Travis Scott",71263,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
148,Nino,"Michael Williams",71213,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
149,"En Sang (feat. Gucci Mane)","Emil Stabil",71139,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
150,Box,KDZ,70665,https://open.spotify.com/track/50S1qzDaxqpL0FH8rhtxZ7
151,"All Around The World (La La La)",R3HAB,70143,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
152,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",69612,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
153,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",69544,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
154,"Den Værste",Artigeardit,69087,https://open.spotify.com/track/5UhnNbuteXdxGP2cCw7lM9
155,Bando,ANNA,68803,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
156,"Swing By (feat. Isaac Kasule)",Milbo,68782,https://open.spotify.com/track/0B5DFNivcD8y9BNjegB99H
157,Señorita,"Shawn Mendes",68633,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
158,ZERO,I$WAAL,68417,https://open.spotify.com/track/63hCE36av048sJCsxi2l90
159,"THE SCOTTS","THE SCOTTS",68270,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
160,"mad woman","Taylor Swift",67752,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi
161,"I Don't Care (with Justin Bieber)","Ed Sheeran",67570,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
162,"Enjoy Yourself (feat. Karol G)","Pop Smoke",67333,https://open.spotify.com/track/3NWrHCwvyII4fTx05PN3IO
163,"VERDEN VENDER",Branco,67094,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
164,"Hun Kommer Tilbage",Jung,66638,https://open.spotify.com/track/5DbD9hQ5M3pauLtbnpytgS
165,"bad guy","Billie Eilish",66428,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
166,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",65823,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
167,Righteous,"Juice WRLD",65767,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
168,"Nobody's Love","Maroon 5",65586,https://open.spotify.com/track/3kwgqoBqTwoAH4nT29TYrq
169,"Pas Oublié (feat. Gilli)","Isaac Kasule",65046,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
170,"Beautiful People (feat. Khalid)","Ed Sheeran",65041,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
171,"Glemmer Alting",Faustix,65013,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
172,Falling,"Harry Styles",64929,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
173,"Life Is Good (feat. Drake)",Future,64501,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
174,"Ingenting At Sige (feat. NODE)",Gilli,64462,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
175,"Higher Love",Kygo,64227,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
176,"Som Fluer","The Minds Of 99",64145,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
177,Modvind,Carmon,63998,https://open.spotify.com/track/0DjoEWNm4HNqu0JmvlIPcI
178,Fugtig,"Ude Af Kontrol",63933,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
179,betty,"Taylor Swift",63762,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi
180,"TELL ME WHY","The Kid LAROI",63744,https://open.spotify.com/track/3jlxX3VXPiY3lvBBbppQD3
181,"Love Someone","Lukas Graham",63116,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
182,"Sex On The Beach","Ude Af Kontrol",62871,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
183,"Lose Control",MEDUZA,62370,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
184,Lie,"Lukas Graham",62276,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
185,"Jeg Skal Nok Vente",Jung,62207,https://open.spotify.com/track/2M996tCDK8dmip9HNKk6Gs
186,"Lighter (feat. KSI)","Nathan Dawe",62062,https://open.spotify.com/track/5lWUeSYO61UYgNlFlqcwYl
187,"What's Love Got to Do with It",Kygo,61632,https://open.spotify.com/track/3Be7CLdHZpyzsVijme39cW
188,epiphany,"Taylor Swift",61380,https://open.spotify.com/track/08fa9LFcFBTcilB3iq2e2A
189,"Finde Tilbage",Citybois,61341,https://open.spotify.com/track/0yoEmC2FYbiH9gB94YWQE6
190,"Nik & Jay (feat. Benjamin Hav)",TopGunn,61310,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
191,"BDK (feat. Gilli)",KESI,61286,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
192,"Chicago Freestyle (feat. Giveon)",Drake,61145,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
193,Light,Jerome,61032,https://open.spotify.com/track/1lht8jb3c6rEiVaqX94enH
194,"Efter Mig",Jimilian,60967,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
195,"Say So","Doja Cat",60608,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
196,"Culo (feat. Branco)",Gilli,60239,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
197,NAPOLI,Branco,60214,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
198,Fokuseret,Omar,59944,https://open.spotify.com/track/5ETsHOwoJmFVYVGjQ4yMVB
199,"Know Your Worth",Khalid,59586,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
200,"Plastic (feat. Benjamin Hav)",Pind,59457,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
