,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,"Before You Go","Lewis Capaldi",195572,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
31,"ily (i love you baby) (feat. Emilee)","Surf Mesa",193408,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
32,Burnout,Calby,188478,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
33,Salt,"Ava Max",185972,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
34,"Dance Monkey","Tones And I",185467,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
35,"The Box","Roddy Ricch",182635,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
36,"PUB G (feat. Branco & Larry 44)",LOLO,181971,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
37,"Break My Heart","Dua Lipa",178419,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
38,"Party Girl",StaySolidRocky,176313,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
39,Sandheden,Jimilian,175072,https://open.spotify.com/track/4mWw2Yt7o14GkkIdTrrxuc
40,"Breaking Me",Topic,169833,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
41,Righteous,"Juice WRLD",165745,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
42,"SKRIV TIL MIG (feat. ICEKIID)",TopGunn,165026,https://open.spotify.com/track/2c4lM4r3EAwZIHzaNqJPRm
43,"Bare Dans",KIDD,160809,https://open.spotify.com/track/64NE79ro3Tys4qbek51rBP
44,"Adore You","Harry Styles",160309,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
45,"WHATS POPPIN","Jack Harlow",159548,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
46,Gutterne,Specktors,153406,https://open.spotify.com/track/4fPd5WKY0Qf9eeg0pHowA1
47,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,152576,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
48,"London Town",Branco,151362,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
49,MASH,TopGunn,146473,https://open.spotify.com/track/7p3h4ZE3d44Yp1NtVUvAEa
50,Ben,Tessa,146320,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT
51,"Vil Du Med…",Suspekt,142583,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
52,Mor,Citybois,142050,https://open.spotify.com/track/5R67Yh6ozNg3Oy7wuDMLTt
53,"Be Kind (with Halsey)",Marshmello,142049,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
54,Ghost,Christopher,140768,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
55,SOS,"Scarlet Pleasure",139828,https://open.spotify.com/track/6COrokpoajC2f9lU7jtq7B
56,Afstand,Bro,139825,https://open.spotify.com/track/161AiwcFxImZjuqwPP8ley
57,Circles,"Post Malone",133527,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
58,"Nobody's Lover (feat. Lord Siva)",Clara,130840,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
59,"Pas Oublié (feat. Gilli)","Isaac Kasule",130822,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
60,"Room For Love","Lord Siva",129909,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
61,goosebumps,"Travis Scott",128958,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
62,"Vai Amor",Gilli,126127,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
63,"If the World Was Ending - feat. Julia Michaels","JP Saxe",124820,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
64,"Sunday Best",Surfaces,123592,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
65,"HIGHEST IN THE ROOM","Travis Scott",123063,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
66,Falling,"Trevor Daniel",122535,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
67,Skechers,DripReport,121119,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
68,"Some Say",Nea,117554,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
69,Fugtig,"Ude Af Kontrol",117084,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
70,"SICKO MODE","Travis Scott",116729,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
71,Scars,"Lukas Graham",114898,https://open.spotify.com/track/0HCjXEQF533z8Z9LuX28cL
72,Nudes,Jada,114454,https://open.spotify.com/track/1un8VQdm76q7UsLtIGvR2B
73,"Life Is Good (feat. Drake)",Future,113339,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
74,NAPOLI,Branco,112990,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
75,"Slip Away",Phlake,109244,https://open.spotify.com/track/0yYp0TyV9km8QxzeVc75uy
76,"Ride It",Regard,108725,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
77,"everything i wanted","Billie Eilish",107555,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
78,Savage,"Megan Thee Stallion",107070,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
79,"Boss Bitch","Doja Cat",106741,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
80,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",106108,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
81,ROXANNE,"Arizona Zervas",106010,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
82,"Glemmer Alting",Faustix,105281,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
83,"Sex On The Beach","Ude Af Kontrol",104374,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
84,"BELIEVE IT",PARTYNEXTDOOR,103578,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
85,"Know Your Worth",Khalid,103314,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
86,"Unz Unz",Specktors,102939,https://open.spotify.com/track/593Jq3pm0OleC7Mz6STFFk
87,"HUS (feat. Djämes Braun)",Specktors,102530,https://open.spotify.com/track/7l6aBDnoWm5SEJnW95XAqq
88,"føler mig selv 100","andreas odbjerg",98389,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
89,"VERDEN VENDER",Branco,98301,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
90,"Super Mario",NODE,97109,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
91,"bad guy","Billie Eilish",96438,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
92,Memories,"Maroon 5",95901,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
93,"Beautiful People (feat. Khalid)","Ed Sheeran",95181,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
94,Bruises,"Lewis Capaldi",94869,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
95,"Godzilla (feat. Juice WRLD)",Eminem,94845,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
96,"Like It Is",Kygo,94660,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
97,Sunshine,Amina,94256,https://open.spotify.com/track/5Az6J1YuwRTkYgbYy9kOls
98,"I'm Just Feelin' (Du Du Du)",Imanbek,93611,https://open.spotify.com/track/73ThEGwF5i9GrsXXGyZBRa
99,"Some Say - Felix Jaehn Remix",Nea,93419,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
100,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,92554,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
101,Amsterdam,Fouli,91966,https://open.spotify.com/track/6LDCpaEEwymjW8Fj3l896N
102,Señorita,"Shawn Mendes",91096,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
103,Paris,"Lord Siva",89904,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
104,"After Party","Don Toliver",89611,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
105,"Ballin' (with Roddy Ricch)",Mustard,88768,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
106,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,88618,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
107,BELLA,TopGunn,87312,https://open.spotify.com/track/7a3USKN1W3QrzN4HQwcMnz
108,"Ingenting At Sige (feat. NODE)",Gilli,85249,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
109,"Kender Ham Godt","Young Juu",85112,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
110,"Op A","Ude Af Kontrol",84997,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
111,"Finde Tilbage",Citybois,84739,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
112,"BACK TO BUSINESS",Branco,84111,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
113,"I Don't Care (with Justin Bieber)","Ed Sheeran",84043,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
114,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",83865,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
115,"Be Alright","Dean Lewis",83328,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
116,"Winter Season (feat. Gilli)",Amina,83109,https://open.spotify.com/track/4XVZxIg3UjUTZxPlC5lmnj
117,"Nådig (feat. NODE)","Larry 44",82951,https://open.spotify.com/track/31qCRqNGYDbnAs143bWUBa
118,Shallow,"Lady Gaga",82343,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
119,Lie,"Lukas Graham",81832,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
120,"CITY OF ANGELS",24kGoldn,81171,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
121,"Blitz, Baby",Jung,80699,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
122,"Rum Bum Bum - Hedegaard Remix",NAVID,80652,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
123,"Nik & Jay (feat. Benjamin Hav)",TopGunn,80360,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
124,"Lose Control",MEDUZA,80303,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
125,"Culo (feat. Branco)",Gilli,80244,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
126,Astronomia,Vicetone,80163,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
127,"En Sang (feat. Gucci Mane)","Emil Stabil",79902,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
128,"Efter Mig",Jimilian,79613,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
129,DANCE,CLMD,79131,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
130,"Love Someone","Lukas Graham",78889,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
131,"EN GANG MERE",TopGunn,78778,https://open.spotify.com/track/3lYWewgc6roSKDsgrV6PPb
132,"10,000 Hours (with Justin Bieber)","Dan + Shay",77652,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
133,"Sig Mig",Citybois,77080,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
134,"Bilen Skrider (feat. Orgi-E)",NODE,76363,https://open.spotify.com/track/6Yn4B0wEfKLfmtaP7KR7KA
135,"Kings & Queens","Ava Max",76258,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
136,"BDK (feat. Gilli)",KESI,75806,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
137,"La Trompeta (feat. MellemFingaMuzik)",Camur,75142,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq
138,"Post Malone (feat. RANI)","Sam Feldt",74649,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
139,Balou,"Benny Jamz",73891,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
140,"Love Songs","Lukas Graham",73290,https://open.spotify.com/track/0Fs0pr0lq3408wD1cemNll
141,"Lucid Dreams","Juice WRLD",72934,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
142,Nino,"Michael Williams",72342,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
143,"lovely (with Khalid)","Billie Eilish",72317,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
144,Dior,"Pop Smoke",72066,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
145,"Play Date","Melanie Martinez",71757,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
146,"Chicago Freestyle (feat. Giveon)",Drake,71232,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
147,"This City","Sam Fischer",71000,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
148,"Se Os",Citybois,70884,https://open.spotify.com/track/4qgyniHGf79c1UUiIOY368
149,Physical,"Dua Lipa",70616,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
150,"All Around The World (La La La)",R3HAB,70583,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
151,"Higher Love",Kygo,70003,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
152,"Som Fluer","The Minds Of 99",69603,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
153,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",69484,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
154,"All My Love",Rocazino,69211,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
155,"Sweet but Psycho","Ava Max",68999,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
156,"when the party's over","Billie Eilish",68912,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
157,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,68817,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
158,"you broke me first","Tate McRae",68001,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
159,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",67284,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
160,"Don't Rush (feat. Headie One)","Young T & Bugsey",67178,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
161,Selfish,"Madison Beer",67051,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
162,"Pain 1993 (with Playboi Carti)",Drake,66701,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
163,"I’m Ready (with Demi Lovato)","Sam Smith",66569,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
164,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",66310,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
165,"You should be sad",Halsey,65323,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
166,"Piece Of Your Heart",MEDUZA,65246,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
167,"Houdini (feat. Swarmz & Tion Wayne)",KSI,65147,https://open.spotify.com/track/3lay6f81Lhy0qp2Uvp4cNJ
168,"Dancing On My Own","Calum Scott",64908,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
169,"Plastic (feat. Benjamin Hav)",Pind,64853,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
170,Sjakalina,Tessa,63918,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
171,næ,"Ude Af Kontrol",63822,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
172,July,"Noah Cyrus",63759,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
173,Falling,"Harry Styles",63748,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
174,Thorns,Faustix,63289,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
175,"Say You Won't Let Go","James Arthur",62669,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
176,"Lov Mig 1 Ting",Artigeardit,62108,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
177,Brandvarm,"Josef Og Elias",61662,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
178,"What A Man Gotta Do","Jonas Brothers",61284,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
179,"Detaljen (feat. Fouli)",TopGunn,61166,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
180,Hangover,"Ude Af Kontrol",60761,https://open.spotify.com/track/0HRnmcWxw0Aeu4VtQXg42j
181,Svag,"Victor Leksell",60640,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
182,"Eastside (with Halsey & Khalid)","benny blanco",60571,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
183,Comfort,Carmon,60398,https://open.spotify.com/track/3C9AbfvUQbEBBNgyWlSjYO
184,24/7,"Scarlet Pleasure",60199,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
185,Youngblood,"5 Seconds of Summer",59795,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
186,Pizza,ADHD,59615,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
187,"Say So (feat. Nicki Minaj)","Doja Cat",59325,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
188,"Ka Du Ik",Omar,59106,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
189,"Under Stjernerne På Himlen","Rasmus Seebach",58993,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
190,Kids,FOOL,58937,https://open.spotify.com/track/4SEKNV7Un4sTjaGbG0NOMh
191,Sydpå,Bro,58817,https://open.spotify.com/track/1lahfyqBPVvBIxf3XgmQmZ
192,Robbery,"Juice WRLD",58708,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
193,"How Do You Sleep?","Sam Smith",58444,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
194,"hot girl bummer",blackbear,58353,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
195,"Sinaloa Stil","Shooter Gang",58345,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
196,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",58123,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
197,"Sidechick (Carmon X Jamaika)",Carmon,58035,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
198,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",57865,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
199,"No Time To Die","Billie Eilish",57855,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
200,"All In",Branco,57739,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
