,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
90,"Stupid Love","Lady Gaga",95054,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
91,"10,000 Hours (with Justin Bieber)","Dan + Shay",95010,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
92,Click,"Shooter Gang",94518,https://open.spotify.com/track/7EBg76Wh4FI35AcT6tUo84
93,"Some Say - Felix Jaehn Remix",Nea,94108,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
94,"Ingenting At Sige (feat. NODE)",Gilli,93549,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
95,Shallow,"Lady Gaga",93053,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
96,"Som Fluer","The Minds Of 99",92676,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
97,"Culo (feat. Branco)",Gilli,91582,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
98,Brandvarm,"Josef Og Elias",91160,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
99,"Weekend Hver Dag","Josef Og Elias",90978,https://open.spotify.com/track/7FreZPHSPVyZKBDYtFXTJf
100,"My Oh My (feat. DaBaby)","Camila Cabello",90817,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
101,Uforglemmelig,Xander,90247,https://open.spotify.com/track/1BaTNKSYkTHNiwxCOvuBQz
102,"lovely (with Khalid)","Billie Eilish",89771,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
103,"Plastic (feat. Benjamin Hav)",Pind,88620,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
104,"Be Alright","Dean Lewis",87727,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
105,"Never Seen the Rain","Tones And I",87588,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
106,"To Die For","Sam Smith",86302,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
107,"Love Someone","Lukas Graham",85547,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
108,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,84844,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
109,"BDK (feat. Gilli)",KESI,84459,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
110,July,"Noah Cyrus",84398,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
111,"Efter Mig",Jimilian,83482,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
112,"Post Malone (feat. RANI)","Sam Feldt",83459,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
113,"Finde Tilbage",Citybois,83190,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
114,"Mer Prestige Mer Pastis",Suspekt,82890,https://open.spotify.com/track/3jWClPWqozZ2nxEpJW4q8U
115,Pizza,ADHD,82754,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
116,"HIGHEST IN THE ROOM","Travis Scott",82589,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
117,"Nik & Jay (feat. Benjamin Hav)",TopGunn,82026,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
118,Okay,Tessa,81578,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
119,"Moral of the Story",Ashe,81508,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
120,"Higher Love",Kygo,81440,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
121,"Jaloux (feat. ATYPISK)",Simsey,80970,https://open.spotify.com/track/6VW9gXYrQiTaWiR2Svql03
122,"What A Man Gotta Do","Jonas Brothers",80527,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
123,"Ayy Macarena",Tyga,79338,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
124,"Ballin' (with Roddy Ricch)",Mustard,79025,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
125,"MONEY MOVES",Branco,78887,https://open.spotify.com/track/3NX8JSESVnhP7pv2BTW8sU
126,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",77355,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
127,"WHATS POPPIN","Jack Harlow",76908,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
128,Suicidal,"YNW Melly",76498,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
129,Falling,"Harry Styles",76490,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
130,Flytilstand,"Benny Jamz",75943,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3
131,næ,"Ude Af Kontrol",75826,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
132,"Sig Mig",Citybois,75517,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
133,"Piece Of Your Heart",MEDUZA,74679,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
134,Superhelten,JAAIIL,74585,https://open.spotify.com/track/4gZdZKZ9QW8DceUOk23vMJ
135,"Lo Mein","Lil Uzi Vert",74429,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3
136,"I Love Me","Demi Lovato",74131,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
137,"Lucid Dreams","Juice WRLD",74035,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
138,"Feel Me","Selena Gomez",73762,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
139,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",73742,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
140,"Lov Mig 1 Ting",Artigeardit,73022,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
141,"This City","Sam Fischer",72847,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
142,Dior,"Pop Smoke",72806,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
143,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",72787,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
144,"High Fashion (feat. Mustard)","Roddy Ricch",72604,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
145,"Lacag (feat. HAM fra Syd)","DON x LEE x BARBER",72137,https://open.spotify.com/track/4FBx6n2CeLZmFypg3JBA5Z
146,"All In",Branco,71372,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
147,"Brug din fantasi","Karla & Liva",71184,https://open.spotify.com/track/5jVKruHjjinO3sWrBabxNn
148,Energi,Xabski,70967,https://open.spotify.com/track/6WqE1C4BspkCQmeIbQfVI1
149,"Sweet but Psycho","Ava Max",70843,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
150,"Lose You To Love Me","Selena Gomez",70258,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
151,"hot girl bummer",blackbear,69570,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
152,"Thank You [Not So Bad]",VIZE,69266,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
153,"All Around The World (La La La)",R3HAB,68990,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
154,"Monte Carlo",Jimilian,68655,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
155,"Ka Du Ik",Omar,68401,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
156,"Dancing On My Own","Calum Scott",68195,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
157,"Sidechick (Carmon X Jamaika)",Carmon,67859,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
158,"Dobbelt (feat. Dayzon)",Jamaika,67513,https://open.spotify.com/track/332HLjESTywYrDN5is9mdT
159,"Goodbyes (Feat. Young Thug)","Post Malone",67264,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
160,"Eastside (with Halsey & Khalid)","benny blanco",67139,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
161,Thorns,Faustix,67072,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
162,"Vossi Bop",Stormzy,67051,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
163,"Fang Mig I En Brandert",Suspekt,67010,https://open.spotify.com/track/3XyoFvweTaSY9ZkxYrL90h
164,"Say You Won't Let Go","James Arthur",66898,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
165,Skechers,DripReport,66809,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA
166,"Sektion (feat. Branco & Gilli)","Benny Jamz",66772,https://open.spotify.com/track/4vdIHpg2MlGO6WnHZE6oeW
167,"How Do You Sleep?","Sam Smith",66139,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
168,24/7,"Scarlet Pleasure",66001,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
169,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",65836,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
170,SUGAR,BROCKHAMPTON,65541,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
171,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",65402,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
172,"All My Love",Rocazino,65224,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
173,"Watermelon Sugar","Harry Styles",65173,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
174,Kropssprog,Toko,64589,https://open.spotify.com/track/0aJfhRA9Ukymtr7nd1qlBA
175,"ocean eyes","Billie Eilish",64535,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
176,"Snakker For Meget",Tessa,64522,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
177,"Don't Call Me Up",Mabel,64305,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
178,"The Other Side (from Trolls World Tour)",SZA,63646,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
179,JUNGLE,MellemFingaMuzik,62966,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
180,"I'm Sorry","Lil Uzi Vert",62653,https://open.spotify.com/track/1xcOYJxDa5pObgxY1r0I9c
181,Wow.,"Post Malone",62611,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
182,"3 Nights","Dominic Fike",62156,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
183,"Detaljen (feat. Fouli)",TopGunn,61867,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
184,Lovesong,"Rasmus Seebach",61460,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
185,"rockstar (feat. 21 Savage)","Post Malone",61335,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
186,"J'AI MAL",AMAL,61216,https://open.spotify.com/track/1iaQCe1kB97SZw4oktDaFO
187,"Brækket Dig I Busken",ADHD,60302,https://open.spotify.com/track/1cJKwjiynHsOOuIwBctc9u
188,"Room For Love","Lord Siva",60297,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
189,STANDARD,I$WAAL,60216,https://open.spotify.com/track/4Jh3p0TydgTJZ444pPhVvd
190,"Det Kom Som Et Chok",Citybois,60157,https://open.spotify.com/track/6SXQfhSHLG3SoqAUZ3g3Pt
191,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",59919,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
192,"Hold Me While You Wait","Lewis Capaldi",59612,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
193,"Baby Steps",Phlake,59298,https://open.spotify.com/track/0ffUggU3ky7y2avMk6HaSt
194,stupid,"Tate McRae",58750,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
195,Heartless,"The Weeknd",58683,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
196,Rain,Aitch,58530,https://open.spotify.com/track/5LBikzSkad9yQ6RH87Gdrm
197,"Silly Watch","Lil Uzi Vert",58055,https://open.spotify.com/track/5egD7A5x9AHdVO2fMo3Wbo
198,Tørstig,ATYPISK,57971,https://open.spotify.com/track/2p4vB52Yldwo2xIutFdc8Y
199,"Jocelyn Flores",XXXTENTACION,57970,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
200,"It's You","Ali Gatie",57941,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
