,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
79,"Intentions (feat. Quavo)","Justin Bieber",113040,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
80,Lighter,Skinz,112880,https://open.spotify.com/track/1W1Hnd1AKXT4XHykem8sJE
81,Rundt,"Benny Jamz",111225,https://open.spotify.com/track/4VqVMdblNgYZmXSOOmHcB2
82,SOS,"Scarlet Pleasure",109500,https://open.spotify.com/track/6ST1zKFmiLMxzvDkOquGgy
83,"Fuck Dig (feat. Tobias Rahim)","Emil Lange",108246,https://open.spotify.com/track/6sdz0Z3jsKs2gNN8WsftiB
84,"Take You Dancing","Jason Derulo",107772,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
85,"ily (i love you baby) (feat. Emilee)","Surf Mesa",107671,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
86,"Stuck with U (with Justin Bieber)","Ariana Grande",106861,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
87,"Blitz, Baby",Jung,105828,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
88,Gutterne,Specktors,105817,https://open.spotify.com/track/4fPd5WKY0Qf9eeg0pHowA1
89,Ghost,Christopher,105368,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
90,"Corolla (feat. Branco)",Sinds,105080,https://open.spotify.com/track/5VDso6McCTCa6mgO5CBBsO
91,"Vil Du Med…",Suspekt,103776,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
92,"Rum Bum Bum - Hedegaard Remix",NAVID,103430,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
93,"Break My Heart","Dua Lipa",102785,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
94,"Kings & Queens","Ava Max",100914,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
95,"GREECE (feat. Drake)","DJ Khaled",100073,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
96,"Genie In A Bottle",Faustix,99212,https://open.spotify.com/track/3xTj27LibA0NDDvHNiFPpG
97,Salt,"Ava Max",98102,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
98,"Toosie Slide",Drake,95479,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
99,"you broke me first","Tate McRae",94968,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
100,"Bare Dans",KIDD,94378,https://open.spotify.com/track/64NE79ro3Tys4qbek51rBP
101,"Så'n der",Tessa,94015,https://open.spotify.com/track/7fuPKXieOyX6mkFHkfcIJd
102,"Be Kind (with Halsey)",Marshmello,93939,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
103,"TKN (feat. Travis Scott)",ROSALÍA,93305,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
104,"Get Money (Motivation Session)",Branco,93054,https://open.spotify.com/track/39RRlNfnL18TNJ2i7XYxhH
105,"Ride It",Regard,91738,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
106,"All My Love",Rocazino,91442,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
107,"death bed (coffee for your head)",Powfu,91052,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
108,Paris,"Lord Siva",90065,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
109,"Tættere End Vi Tror",P3,89572,https://open.spotify.com/track/4j5QQ3eZNpmxT4inyVEaAU
110,Sandheden,Jimilian,87655,https://open.spotify.com/track/4mWw2Yt7o14GkkIdTrrxuc
111,"Unz Unz",Specktors,87598,https://open.spotify.com/track/593Jq3pm0OleC7Mz6STFFk
112,"Adore You","Harry Styles",87440,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
113,"Lose Somebody",Kygo,86411,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
114,"Min Bror (Josef Og Elias X ICEKIID)","Josef Og Elias",86411,https://open.spotify.com/track/7ucXd8IbW11iUAOqxmZo7k
115,"NO SKRUB$",TopGunn,85953,https://open.spotify.com/track/6iV6FxCwplHr8IzwdnX5xX
116,"Super Mario",NODE,85927,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
117,DANCE,CLMD,85477,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
118,GOOBA,6ix9ine,84892,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
119,Stilet,Jimilian,84082,https://open.spotify.com/track/4u68VHmNFKwElRA4eQBjic
120,Circles,"Post Malone",83474,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
121,"Get Back","Pop Smoke",82650,https://open.spotify.com/track/3DWjFSDEQ9IWz1mj449fB7
122,Robbery,"Juice WRLD",82021,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
123,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,82016,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
124,"Frisk På Det Hele",Jimilian,81552,https://open.spotify.com/track/1F4JbUpQIZjr4PVgYJU4j9
125,"Op A","Ude Af Kontrol",80357,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
126,"everything i wanted","Billie Eilish",80064,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
127,Supalonely,BENEE,79550,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
128,"Glo På Mig",Tessa,79117,https://open.spotify.com/track/0u2HxcwML2msMuuKUvpck8
129,"Be Alright","Dean Lewis",78411,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
130,"Don't Start Now","Dua Lipa",78058,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
131,"Zum Zum - Balken Remix",Balken,77781,https://open.spotify.com/track/3D5UFWr3DjAxVJIlZ7RlXh
132,Bruises,"Lewis Capaldi",77084,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
133,"Ny Dag",Stepz,76798,https://open.spotify.com/track/066AN3APAXFBkaliW7I4DB
134,Fugtig,"Ude Af Kontrol",76716,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
135,Nino,"Michael Williams",76150,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
136,GoMore,"Larry 44",75779,https://open.spotify.com/track/7mMFdBkZR8cpbbp4F75yvq
137,"BDK (feat. Gilli)",KESI,75511,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
138,Gelato,"Benny Jamz",75019,https://open.spotify.com/track/3dradzYJqQ88RJEuQhXt5d
139,"En Sang (feat. Gucci Mane)","Emil Stabil",74945,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
140,"Post Malone (feat. RANI)","Sam Feldt",74707,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
141,"Nobody's Love","Maroon 5",74396,https://open.spotify.com/track/3kwgqoBqTwoAH4nT29TYrq
142,Box,KDZ,74372,https://open.spotify.com/track/50S1qzDaxqpL0FH8rhtxZ7
143,"the 1","Taylor Swift",74046,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
144,"I'm Just Feelin' (Du Du Du)",Imanbek,73794,https://open.spotify.com/track/73ThEGwF5i9GrsXXGyZBRa
145,"The Box","Roddy Ricch",73580,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
146,"All Around The World (La La La)",R3HAB,72469,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
147,Memories,"Maroon 5",72435,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
148,Shallow,"Lady Gaga",72392,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
149,"HIGHEST IN THE ROOM","Travis Scott",72181,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
150,"bad guy","Billie Eilish",72173,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
151,Bando,ANNA,71946,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
152,"Lucid Dreams","Juice WRLD",71935,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
153,Señorita,"Shawn Mendes",71546,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
154,goosebumps,"Travis Scott",71465,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
155,"Only You Freestyle","Headie One",71376,https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r
156,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",71054,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
157,Conversations,"Juice WRLD",70859,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
158,"I Don't Care (with Justin Bieber)","Ed Sheeran",70812,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
159,"Ingenting At Sige (feat. NODE)",Gilli,70710,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
160,"VERDEN VENDER",Branco,70285,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
161,"Glemmer Alting",Faustix,69903,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
162,"WHATS POPPIN","Jack Harlow",69668,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
163,"If the World Was Ending - feat. Julia Michaels","JP Saxe",69405,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
164,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",69176,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
165,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",68954,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
166,"Sex On The Beach","Ude Af Kontrol",68778,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
167,"Den Værste",Artigeardit,68595,https://open.spotify.com/track/5UhnNbuteXdxGP2cCw7lM9
168,Gangstas,"Pop Smoke",68492,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
169,"My Oasis (feat. Burna Boy)","Sam Smith",68352,https://open.spotify.com/track/2KoHxhRyWxJzA0VafWd5Nk
170,"the last great american dynasty","Taylor Swift",68043,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
171,"Pas Oublié (feat. Gilli)","Isaac Kasule",67705,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
172,"Culo (feat. Branco)",Gilli,67461,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
173,"Efter Mig",Jimilian,67249,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
174,"Higher Love",Kygo,67013,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
175,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",66512,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
176,"Life's A Mess (feat. Halsey)","Juice WRLD",66493,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
177,"Som Fluer","The Minds Of 99",66447,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
178,Falling,"Harry Styles",66045,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
179,"GO (feat. Juice WRLD)","The Kid LAROI",65941,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
180,"Hun Kommer Tilbage",Jung,65824,https://open.spotify.com/track/5DbD9hQ5M3pauLtbnpytgS
181,"Beautiful People (feat. Khalid)","Ed Sheeran",65375,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
182,Light,Jerome,65355,https://open.spotify.com/track/1lht8jb3c6rEiVaqX94enH
183,NAPOLI,Branco,64400,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
184,"Lose Control",MEDUZA,64222,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
185,Hangover,"Ude Af Kontrol",64105,https://open.spotify.com/track/0HRnmcWxw0Aeu4VtQXg42j
186,"Kom Over",KESI,63906,https://open.spotify.com/track/6Lu7LCf7t7V6X7i4NQywcT
187,Jesus,"Tobias Rahim",63823,https://open.spotify.com/track/4ICh093TG3LT7nWR4gahdX
188,Modvind,Carmon,63693,https://open.spotify.com/track/0DjoEWNm4HNqu0JmvlIPcI
189,"Nik & Jay (feat. Benjamin Hav)",TopGunn,63569,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
190,"THE SCOTTS","THE SCOTTS",63392,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
191,"Love Someone","Lukas Graham",63256,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
192,Lie,"Lukas Graham",63163,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
193,"Jeg Skal Nok Vente",Jung,62861,https://open.spotify.com/track/2M996tCDK8dmip9HNKk6Gs
194,"Finde Tilbage",Citybois,62785,https://open.spotify.com/track/0yoEmC2FYbiH9gB94YWQE6
195,"What's Love Got to Do with It",Kygo,62671,https://open.spotify.com/track/3Be7CLdHZpyzsVijme39cW
196,ZERO,I$WAAL,62640,https://open.spotify.com/track/63hCE36av048sJCsxi2l90
197,"Life Is Good (feat. Drake)",Future,62517,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
198,Savnet,Gobs,62152,https://open.spotify.com/track/0TA8nQMsUqgMBK8W9jtJR9
199,"Enjoy Yourself (feat. Karol G)","Pop Smoke",61808,https://open.spotify.com/track/3NWrHCwvyII4fTx05PN3IO
200,"Plastic (feat. Benjamin Hav)",Pind,61719,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
