,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
53,"Stuck with U (with Justin Bieber)","Ariana Grande",132278,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
54,Salt,"Ava Max",129557,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
55,"London Town",Branco,129257,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
56,"Blitz, Baby",Jung,129181,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
57,Svag,"Victor Leksell",129138,https://open.spotify.com/track/4SS4YfDAEQG0fZAe1xfgn3
58,"death bed (coffee for your head)",Powfu,126274,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
59,"Den Værste",Artigeardit,122074,https://open.spotify.com/track/5UhnNbuteXdxGP2cCw7lM9
60,Supalonely,BENEE,121947,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
61,"Vil Du Med…",Suspekt,119814,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
62,"Genie In A Bottle",Faustix,119179,https://open.spotify.com/track/3xTj27LibA0NDDvHNiFPpG
63,"Min Bror (Josef Og Elias X ICEKIID)","Josef Og Elias",118457,https://open.spotify.com/track/7ucXd8IbW11iUAOqxmZo7k
64,Gutterne,Specktors,116910,https://open.spotify.com/track/4fPd5WKY0Qf9eeg0pHowA1
65,Solhverv,"Lord Siva",116642,https://open.spotify.com/track/5x6ggDM895CRGHxS3dwRHz
66,"føler mig selv 100","andreas odbjerg",116341,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
67,"PUB G (feat. Branco & Larry 44)",LOLO,115979,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
68,"Room For Love","Lord Siva",114284,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
69,"Don't Start Now","Dua Lipa",112638,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
70,"Bare Dans",KIDD,109616,https://open.spotify.com/track/64NE79ro3Tys4qbek51rBP
71,"THE SCOTTS","THE SCOTTS",108485,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
72,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,107020,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
73,"Say So","Doja Cat",105677,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
74,Fokuseret,Omar,105397,https://open.spotify.com/track/5ETsHOwoJmFVYVGjQ4yMVB
75,Salaam,Gigis,104756,https://open.spotify.com/track/04LjCXjPL2bHzDZUMyQphW
76,Sandheden,Jimilian,104695,https://open.spotify.com/track/4mWw2Yt7o14GkkIdTrrxuc
77,"Unz Unz",Specktors,103986,https://open.spotify.com/track/593Jq3pm0OleC7Mz6STFFk
78,"Slip Away",Phlake,103292,https://open.spotify.com/track/65OZiiwtjWVtS0WZdG2wmO
79,"Rum Bum Bum - Hedegaard Remix",NAVID,103137,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
80,Dior,"Pop Smoke",102936,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
81,"Nobody's Lover (feat. Lord Siva)",Clara,101661,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
82,"Be Kind (with Halsey)",Marshmello,100935,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
83,"The Box","Roddy Ricch",100022,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
84,Circles,"Post Malone",99593,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
85,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",98750,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
86,Ghost,Christopher,98608,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
87,"Op A","Ude Af Kontrol",98470,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
88,Modvind,Carmon,98422,https://open.spotify.com/track/0DjoEWNm4HNqu0JmvlIPcI
89,"TKN (feat. Travis Scott)",ROSALÍA,98063,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
90,"Pas Oublié (feat. Gilli)","Isaac Kasule",96557,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
91,"Ride It",Regard,96284,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
92,"I'm Just Feelin' (Du Du Du)",Imanbek,92722,https://open.spotify.com/track/73ThEGwF5i9GrsXXGyZBRa
93,"Adore You","Harry Styles",92694,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
94,goosebumps,"Travis Scott",92090,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
95,"WHATS POPPIN","Jack Harlow",91909,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
96,"Ingenting At Sige (feat. NODE)",Gilli,91233,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
97,Señorita,"Shawn Mendes",90779,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
98,"Solskin 2.0",ZK,89563,https://open.spotify.com/track/5GtvOTvTnt8x5nMM5qGfF8
99,"Kings & Queens","Ava Max",89219,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
100,NAPOLI,Branco,88722,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
101,"HIGHEST IN THE ROOM","Travis Scott",88083,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
102,"Super Mario",NODE,87160,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
103,DANCE,CLMD,87149,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
104,"Glemmer Alting",Faustix,85798,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
105,"Lose Somebody",Kygo,85446,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
106,"En Sang (feat. Gucci Mane)","Emil Stabil",85053,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
107,Nino,"Michael Williams",84883,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
108,Fugtig,"Ude Af Kontrol",84269,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
109,Box,KDZ,83845,https://open.spotify.com/track/50S1qzDaxqpL0FH8rhtxZ7
110,Memories,"Maroon 5",82938,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
111,Sjakalina,Tessa,82909,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
112,"Know Your Worth",Khalid,82657,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
113,"Culo (feat. Branco)",Gilli,81290,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
114,Bando,ANNA,81158,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
115,"Sex On The Beach","Ude Af Kontrol",81090,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
116,Hangover,"Ude Af Kontrol",80083,https://open.spotify.com/track/0HRnmcWxw0Aeu4VtQXg42j
117,"Cardi B","Benny Jamz",79255,https://open.spotify.com/track/3SvowMAlg8lSY2qkbksczg
118,"I Don't Care (with Justin Bieber)","Ed Sheeran",78824,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
119,"Sunday Best",Surfaces,78585,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
120,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,78270,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
121,"everything i wanted","Billie Eilish",78257,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
122,Falling,"Trevor Daniel",78078,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
123,"bad guy","Billie Eilish",77729,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
124,Bruises,"Lewis Capaldi",77673,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
125,"Hvem Vil Ik (feat. IBO)",Jamaika,77566,https://open.spotify.com/track/3AybWoKIQWstX8nfgQkuoc
126,"All Around The World (La La La)",R3HAB,77473,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
127,"Finde Tilbage",Citybois,76993,https://open.spotify.com/track/0yoEmC2FYbiH9gB94YWQE6
128,"TROLLZ (with Nicki Minaj)",6ix9ine,76986,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
129,"Be Alright","Dean Lewis",76786,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
130,"Kærlighed Gør Blind",Citybois,76326,https://open.spotify.com/track/1THxYDFV4EK59BzgUs5Yg0
131,Okay,Tessa,76162,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
132,"Nik & Jay (feat. Benjamin Hav)",TopGunn,75981,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
133,"VERDEN VENDER",Branco,75333,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
134,"If the World Was Ending - feat. Julia Michaels","JP Saxe",75331,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
135,"How You Like That",BLACKPINK,74932,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
136,Shallow,"Lady Gaga",74656,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
137,"All My Love",Rocazino,74474,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
138,"Efter Mig",Jimilian,73958,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
139,"Life Is Good (feat. Drake)",Future,73741,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
140,"Post Malone (feat. RANI)","Sam Feldt",73288,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
141,"BDK (feat. Gilli)",KESI,73237,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
142,Paris,"Lord Siva",73104,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
143,"Beautiful People (feat. Khalid)","Ed Sheeran",72662,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
144,næ,"Ude Af Kontrol",72234,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
145,"Piece Of Your Heart",MEDUZA,71832,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
146,"Kom Over",KESI,71634,https://open.spotify.com/track/6Lu7LCf7t7V6X7i4NQywcT
147,"Lose Control",MEDUZA,71285,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
148,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",71120,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
149,"SICKO MODE","Travis Scott",71002,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
150,Kids,FOOL,70701,https://open.spotify.com/track/4SEKNV7Un4sTjaGbG0NOMh
151,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",70301,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
152,"Godzilla (feat. Juice WRLD)",Eminem,69760,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
153,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",69523,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
154,Savnet,Gobs,69508,https://open.spotify.com/track/0TA8nQMsUqgMBK8W9jtJR9
155,Urørlig,Gigis,69410,https://open.spotify.com/track/74GoNu55WaEawOmWyIzkD0
156,"After Party","Don Toliver",69041,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
157,"Kender Ham Godt","Young Juu",68970,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
158,"Higher Love",Kygo,68956,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
159,Pizza,ADHD,68808,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
160,"Jeg Skal Nok Vente",Jung,68712,https://open.spotify.com/track/2M996tCDK8dmip9HNKk6Gs
161,"GO (feat. Juice WRLD)","The Kid LAROI",68659,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
162,Sydpå,Bro,67975,https://open.spotify.com/track/1lahfyqBPVvBIxf3XgmQmZ
163,Oui,Sivas,67771,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
164,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,67374,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
165,"Lucid Dreams","Juice WRLD",67236,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
166,"Sig Mig",Citybois,67111,https://open.spotify.com/track/17ShCJoRij5Ob7BTR9Q1rm
167,Light,Jerome,66824,https://open.spotify.com/track/1lht8jb3c6rEiVaqX94enH
168,"Hun Kommer Tilbage",Jung,66653,https://open.spotify.com/track/5DbD9hQ5M3pauLtbnpytgS
169,"Lov Mig 1 Ting",Artigeardit,66064,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
170,"BACK TO BUSINESS",Branco,65920,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
171,Combo,Maurice,65746,https://open.spotify.com/track/7jNR6GDaIidfWX3nSc0sxI
172,"Ballin' (with Roddy Ricch)",Mustard,65637,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
173,Lie,"Lukas Graham",65142,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
174,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",64925,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
175,"La Trompeta (feat. MellemFingaMuzik)",Camur,64412,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq
176,"Kinky Fætter",Suspekt,64267,https://open.spotify.com/track/5zyEUkL2SNiJQ4iQVnhWkk
177,"Love Someone","Lukas Graham",64171,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
178,Amsterdam,Fouli,64055,https://open.spotify.com/track/6LDCpaEEwymjW8Fj3l896N
179,"Lytter Ik",Gigis,63931,https://open.spotify.com/track/3NfIA54Hq5BmCjaxwc6ut5
180,Loaded,Fouli,63838,https://open.spotify.com/track/6672OFcTcx5Kupb0lFzvbf
181,"Nådig (feat. NODE)","Larry 44",63720,https://open.spotify.com/track/31qCRqNGYDbnAs143bWUBa
182,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",63597,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
183,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,63488,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
184,"Plastic (feat. Benjamin Hav)",Pind,63048,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
185,Robbery,"Juice WRLD",62654,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
186,ROXANNE,"Arizona Zervas",61829,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
187,"Si Si Maria",Papito,61807,https://open.spotify.com/track/76DPfHbFR9hXSlNlQXfDpw
188,"Som Fluer","The Minds Of 99",61524,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
189,"Chicago Freestyle (feat. Giveon)",Drake,61188,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
190,"SKRIV TIL MIG (feat. ICEKIID)",TopGunn,61183,https://open.spotify.com/track/2c4lM4r3EAwZIHzaNqJPRm
191,Balou,"Benny Jamz",61164,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
192,"Su Casa",KESI,61156,https://open.spotify.com/track/4yF9erb9bMUIRXr6QdPgP4
193,"Some Say",Nea,61075,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
194,"For Evigt",Volbeat,61024,https://open.spotify.com/track/59fQzvSv0wPQorW2Bh0pns
195,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",60850,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
196,"Fuck Dig (Centrum) [feat. LUNA]",Skinz,60671,https://open.spotify.com/track/78fL0aQqgnrqVtOyZCIQpX
197,Gravity,"Malte Ebert",60614,https://open.spotify.com/track/2luV7fjPmaEWC2IH3jL0QF
198,"Sidechick (Carmon X Jamaika)",Carmon,60373,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
199,"you broke me first","Tate McRae",60308,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
200,"Body (feat. brando)","Loud Luxury",60039,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
