,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
136,"Dancing On My Own","Calum Scott",76103,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
137,stupid,"Tate McRae",76019,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
138,Wow.,"Post Malone",75142,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
139,Pizza,ADHD,74034,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
140,Lovesong,"Rasmus Seebach",74005,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
141,"Don't Call Me Up",Mabel,73758,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
142,Thorns,Faustix,73029,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
143,"Get Me","Justin Bieber",72893,https://open.spotify.com/track/6zGPytJiZmFuyVq7RTNO9G
144,"Eastside (with Halsey & Khalid)","benny blanco",72420,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
145,"Trampoline (with ZAYN)",SHAED,72419,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
146,"Shorty Ringer","Josef Og Elias",72328,https://open.spotify.com/track/3rGihyErlJWAViz6PKBtts
147,"all the good girls go to hell","Billie Eilish",72228,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
148,Tørstig,ATYPISK,72159,https://open.spotify.com/track/2p4vB52Yldwo2xIutFdc8Y
149,"Fugazi (feat. Stepz)","Benny Jamz",71977,https://open.spotify.com/track/78GzgdLQcF5yo7Mq5rRoSi
150,"It's You","Ali Gatie",71808,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
151,"Without Me",Halsey,71606,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
152,Prioritet,"Tyrees Tyr",71581,https://open.spotify.com/track/26bE8GOm9IZO7thaKXM1um
153,"Op A","Ude Af Kontrol",71454,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
154,"RITMO (Bad Boys For Life)","Black Eyed Peas",71384,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
155,Bandolero,Jamaika,71108,https://open.spotify.com/track/38PH0BX4W8T15k3ITRMmQM
156,24/7,"Scarlet Pleasure",71012,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
157,"Let Me Down Slowly","Alec Benjamin",70672,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
158,"Say You Won't Let Go","James Arthur",69819,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
159,"Dag 1",Gilli,69770,https://open.spotify.com/track/0atWq5Ua1ax7zMKDjSQEpg
160,"SOM DU SMILER",AMAL,69669,https://open.spotify.com/track/3pAosPVaUb2HF1vUKGZQmX
161,"Større End Os",Medina,69139,https://open.spotify.com/track/0VL0jLRV0iyTBFQWqCjrDW
162,Robbery,"Juice WRLD",68274,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
163,"Menage A Trois",LIZOT,68215,https://open.spotify.com/track/40vCMTDaDwwpf7DyBlmgEj
164,Gothersgade,Artigeardit,67866,https://open.spotify.com/track/0vhJulS8V02SDpBTY2XQjI
165,"Detaljen (feat. Fouli)",TopGunn,67538,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
166,"All My Love",Rocazino,67537,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
167,"Unaccommodating (feat. Young M.A)",Eminem,67252,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM
168,Falling,"Harry Styles",67180,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
169,"Lyca (feat. Kesi)",Gilli,67016,https://open.spotify.com/track/3TD0VtH37WAjrGflIzeS0H
170,"Lights Up","Harry Styles",66288,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
171,Prestige,Danni,65777,https://open.spotify.com/track/4jyT77UqVTx5vbP6VYV46v
172,"Body (feat. brando)","Loud Luxury",65400,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
173,Oui,Sivas,65021,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
174,"Lov Mig 1 Ting",Artigeardit,65008,https://open.spotify.com/track/0QqBVoI4u8u6H9ZvJVhJgq
175,"SOS (feat. Aloe Blacc)",Avicii,64941,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
176,VIBEZ,DaBaby,64584,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
177,næ,"Ude Af Kontrol",64324,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
178,"Sunday Best",Surfaces,64311,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
179,"For Evigt",Volbeat,64282,https://open.spotify.com/track/59fQzvSv0wPQorW2Bh0pns
180,"wish you were gay","Billie Eilish",64274,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
181,Ransom,"Lil Tecca",64164,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
182,Protokol,Jamaika,63812,https://open.spotify.com/track/2zykitlpirl2soC7LwtWP3
183,"High Fashion (feat. Mustard)","Roddy Ricch",63699,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
184,"Jocelyn Flores",XXXTENTACION,63372,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
185,"Under Stjernerne På Himlen","Rasmus Seebach",63359,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
186,"Futsal Shuffle 2020","Lil Uzi Vert",62944,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
187,"i love you","Billie Eilish",62683,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
188,"Leaving Heaven (feat. Skylar Grey)",Eminem,62309,https://open.spotify.com/track/5CpsIb7SMFHjmAG8RvIWfq
189,Balotelli,NAVID,62029,https://open.spotify.com/track/7xw3t1NHwgfKYsATaTEIMe
190,"3 Nights","Dominic Fike",61599,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
191,Crazy,Clara,61407,https://open.spotify.com/track/2SLn2MQzKGwCJXFF6Gntg7
192,Solo,Faustix,61343,https://open.spotify.com/track/3Eemi4XR3hqNP4JnIV35Ca
193,"Vågn Op (feat. Don Stefano)",KESI,61294,https://open.spotify.com/track/12XzE38rlgROFbDsy0Q31l
194,"Baby Steps",Phlake,61277,https://open.spotify.com/track/0ffUggU3ky7y2avMk6HaSt
195,"Interlude - Finlandsparken",Jamaika,61053,https://open.spotify.com/track/2TivM8M4vgL1mEswDWFlsy
196,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,60950,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
197,"Alone, Pt. II","Alan Walker",60790,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
198,"Hyg Hver Dag (feat. Citybois)",TopGunn,60691,https://open.spotify.com/track/5EGO6sCOZuracSGyAPvu3F
199,"Bedste ven","Benny Jamz",60668,https://open.spotify.com/track/13YRW5WzNufYn7OmLutScz
200,"Mask På","Shooter Gang",60369,https://open.spotify.com/track/3rPRnnrKyxhqsPnBtahjnW
