,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
34,"NO SKRUB$",TopGunn,183279,https://open.spotify.com/track/6iV6FxCwplHr8IzwdnX5xX
35,"ily (i love you baby) (feat. Emilee)","Surf Mesa",182656,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
36,"Min Bror (Josef Og Elias X ICEKIID)","Josef Og Elias",178239,https://open.spotify.com/track/7ucXd8IbW11iUAOqxmZo7k
37,"Someone You Loved","Lewis Capaldi",178206,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
38,"Intentions (feat. Quavo)","Justin Bieber",176470,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
39,"THE SCOTTS","THE SCOTTS",174526,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
40,"Så'n der",Tessa,174234,https://open.spotify.com/track/7fuPKXieOyX6mkFHkfcIJd
41,"Cardi B","Benny Jamz",171844,https://open.spotify.com/track/3SvowMAlg8lSY2qkbksczg
42,"death bed (coffee for your head)",Powfu,171611,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
43,"Stuck with U (with Justin Bieber)","Ariana Grande",169550,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
44,"Dance Monkey","Tones And I",168315,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
45,"Blitz, Baby",Jung,166657,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
46,"Before You Go","Lewis Capaldi",161795,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
47,Supalonely,BENEE,159067,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
48,"Break My Heart","Dua Lipa",158935,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
49,"Don't Start Now","Dua Lipa",153859,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
50,Secrets,Regard,152730,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
51,"PUB G (feat. Branco & Larry 44)",LOLO,149915,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
52,Salt,"Ava Max",140182,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
53,"TKN (feat. Travis Scott)",ROSALÍA,136154,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
54,Sandheden,Jimilian,133145,https://open.spotify.com/track/4mWw2Yt7o14GkkIdTrrxuc
55,"Room For Love","Lord Siva",129865,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
56,"WHATS POPPIN","Jack Harlow",128277,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
57,Ghost,Christopher,125294,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
58,"Genie In A Bottle",Faustix,122800,https://open.spotify.com/track/3xTj27LibA0NDDvHNiFPpG
59,"Vil Du Med…",Suspekt,121018,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
60,"Vai Amor",Gilli,120606,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
61,"London Town",Branco,119716,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
62,"The Box","Roddy Ricch",119663,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
63,"Nobody's Lover (feat. Lord Siva)",Clara,119363,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
64,"Slip Away",Phlake,116315,https://open.spotify.com/track/65OZiiwtjWVtS0WZdG2wmO
65,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,116047,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
66,"føler mig selv 100","andreas odbjerg",112563,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
67,"Kærlighed Gør Blind",Citybois,110727,https://open.spotify.com/track/1THxYDFV4EK59BzgUs5Yg0
68,"Say So","Doja Cat",109693,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
69,Gutterne,Specktors,108961,https://open.spotify.com/track/4fPd5WKY0Qf9eeg0pHowA1
70,Circles,"Post Malone",108920,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
71,Hangover,"Ude Af Kontrol",107396,https://open.spotify.com/track/0HRnmcWxw0Aeu4VtQXg42j
72,"Pas Oublié (feat. Gilli)","Isaac Kasule",105495,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
73,"Be Kind (with Halsey)",Marshmello,103116,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
74,"Ride It",Regard,102061,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
75,"I'm Just Feelin' (Du Du Du)",Imanbek,101637,https://open.spotify.com/track/73ThEGwF5i9GrsXXGyZBRa
76,"HIGHEST IN THE ROOM","Travis Scott",101519,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
77,Savnet,Gobs,101421,https://open.spotify.com/track/0TA8nQMsUqgMBK8W9jtJR9
78,goosebumps,"Travis Scott",101031,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
79,"Bare Dans",KIDD,100635,https://open.spotify.com/track/64NE79ro3Tys4qbek51rBP
80,"Adore You","Harry Styles",99771,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
81,"If the World Was Ending - feat. Julia Michaels","JP Saxe",99462,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
82,Box,KDZ,98258,https://open.spotify.com/track/50S1qzDaxqpL0FH8rhtxZ7
83,"Life Is Good (feat. Drake)",Future,98216,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
84,SOS,"Scarlet Pleasure",97844,https://open.spotify.com/track/6COrokpoajC2f9lU7jtq7B
85,Fugtig,"Ude Af Kontrol",97489,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
86,"everything i wanted","Billie Eilish",97317,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
87,Memories,"Maroon 5",96117,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
88,Falling,"Trevor Daniel",95900,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
89,NAPOLI,Branco,95218,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
90,Scars,"Lukas Graham",94686,https://open.spotify.com/track/0HCjXEQF533z8Z9LuX28cL
91,"Know Your Worth",Khalid,93601,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
92,"Some Say - Felix Jaehn Remix",Nea,92955,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
93,Sjakalina,Tessa,92846,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
94,"After Party","Don Toliver",92745,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
95,"Unz Unz",Specktors,92101,https://open.spotify.com/track/593Jq3pm0OleC7Mz6STFFk
96,"Some Say",Nea,91615,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
97,"Op A","Ude Af Kontrol",90983,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
98,"Super Mario",NODE,90767,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
99,Okay,Tessa,90754,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
100,"Sex On The Beach","Ude Af Kontrol",89811,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
101,"Kings & Queens","Ava Max",89681,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
102,Bruises,"Lewis Capaldi",89455,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
103,"Ingenting At Sige (feat. NODE)",Gilli,89434,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
104,"SKRIV TIL MIG (feat. ICEKIID)",TopGunn,88933,https://open.spotify.com/track/2c4lM4r3EAwZIHzaNqJPRm
105,Dior,"Pop Smoke",88649,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
106,"Rum Bum Bum - Hedegaard Remix",NAVID,88609,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
107,"Sunday Best",Surfaces,88564,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
108,"Glemmer Alting",Faustix,88045,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
109,"Si Si Maria",Papito,88018,https://open.spotify.com/track/76DPfHbFR9hXSlNlQXfDpw
110,"bad guy","Billie Eilish",87316,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
111,"Finde Tilbage",Citybois,86948,https://open.spotify.com/track/0yoEmC2FYbiH9gB94YWQE6
112,Nino,"Michael Williams",86838,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
113,"Be Alright","Dean Lewis",84377,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
114,ROXANNE,"Arizona Zervas",84069,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
115,Señorita,"Shawn Mendes",83729,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
116,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,83431,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
117,"SICKO MODE","Travis Scott",82892,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
118,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",82851,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
119,DANCE,CLMD,82815,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
120,"Jeg Skal Nok Vente",Jung,82695,https://open.spotify.com/track/2M996tCDK8dmip9HNKk6Gs
121,"VERDEN VENDER",Branco,80554,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
122,"Culo (feat. Branco)",Gilli,80532,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
123,Shallow,"Lady Gaga",80399,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
124,"Lose Somebody",Kygo,80339,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
125,"Kender Ham Godt","Young Juu",79419,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
126,"I Don't Care (with Justin Bieber)","Ed Sheeran",79378,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
127,"Godzilla (feat. Juice WRLD)",Eminem,79223,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
128,"Ringer I Morgen",Citybois,79064,https://open.spotify.com/track/566gH3ajC9UuhLc9fm2GsO
129,Kids,FOOL,78717,https://open.spotify.com/track/4SEKNV7Un4sTjaGbG0NOMh
130,Amsterdam,Fouli,78707,https://open.spotify.com/track/6LDCpaEEwymjW8Fj3l896N
131,"Hun Kommer Tilbage",Jung,78435,https://open.spotify.com/track/5DbD9hQ5M3pauLtbnpytgS
132,"BDK (feat. Gilli)",KESI,78206,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
133,"Efter Mig",Jimilian,77380,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
134,"Ballin' (with Roddy Ricch)",Mustard,77002,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
135,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",76456,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
136,Lie,"Lukas Graham",76271,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
137,"Post Malone (feat. RANI)","Sam Feldt",76166,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
138,Paris,"Lord Siva",76062,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
139,MASH,TopGunn,74923,https://open.spotify.com/track/7p3h4ZE3d44Yp1NtVUvAEa
140,"Chicago Freestyle (feat. Giveon)",Drake,74906,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
141,Skechers,DripReport,74782,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
142,Bando,ANNA,74394,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
143,"Lose Control",MEDUZA,74032,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
144,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,73886,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
145,"En Sang (feat. Gucci Mane)","Emil Stabil",73822,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
146,"Don't Rush (feat. Headie One)","Young T & Bugsey",73129,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
147,"Boss Bitch","Doja Cat",73023,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
148,"La Trompeta (feat. MellemFingaMuzik)",Camur,72978,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq
149,"Higher Love",Kygo,72973,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
150,"Nik & Jay (feat. Benjamin Hav)",TopGunn,72931,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
151,"Beautiful People (feat. Khalid)","Ed Sheeran",72546,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
152,"All Around The World (La La La)",R3HAB,72115,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
153,"Nådig (feat. NODE)","Larry 44",71578,https://open.spotify.com/track/31qCRqNGYDbnAs143bWUBa
154,"BACK TO BUSINESS",Branco,71377,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
155,"Love Someone","Lukas Graham",71236,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
156,Savage,"Megan Thee Stallion",71135,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
157,"Plastic (feat. Benjamin Hav)",Pind,70801,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
158,"Sig Mig",Citybois,70775,https://open.spotify.com/track/17ShCJoRij5Ob7BTR9Q1rm
159,Sunshine,Amina,70533,https://open.spotify.com/track/5Az6J1YuwRTkYgbYy9kOls
160,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",69810,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
161,"Lucid Dreams","Juice WRLD",69332,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
162,"All My Love",Rocazino,69180,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
163,"This City","Sam Fischer",68821,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
164,Svag,"Victor Leksell",68575,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
165,"King Kong","Josef Og Elias",68379,https://open.spotify.com/track/5tzylX0tiIuJVwOoNce0w2
166,"lovely (with Khalid)","Billie Eilish",68260,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
167,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,68171,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
168,"10,000 Hours (with Justin Bieber)","Dan + Shay",68136,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
169,"Snakker For Meget",Tessa,68102,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
170,"Winter Season (feat. Gilli)",Amina,67598,https://open.spotify.com/track/4XVZxIg3UjUTZxPlC5lmnj
171,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",66893,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
172,"you broke me first","Tate McRae",66436,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
173,næ,"Ude Af Kontrol",66119,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
174,"Som Fluer","The Minds Of 99",65525,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
175,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",65487,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD
176,Balou,"Benny Jamz",64975,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
177,Riot,XXXTENTACION,64837,https://open.spotify.com/track/4aOOExMBUyxKnEYb39SrTg
178,"Piece Of Your Heart",MEDUZA,64726,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
179,"when the party's over","Billie Eilish",64033,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
180,"Dancing On My Own","Calum Scott",63691,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
181,"Ka Du Ik",Omar,63269,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
182,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",63257,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
183,Righteous,"Juice WRLD",62437,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
184,"Lov Mig 1 Ting",Artigeardit,62347,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
185,Falling,"Harry Styles",62272,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
186,"Se Os",Citybois,62113,https://open.spotify.com/track/7ksojAMJen27uOIQ7tmnpx
187,"Sweet but Psycho","Ava Max",61609,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
188,"BELIEVE IT",PARTYNEXTDOOR,61455,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
189,"Say You Won't Let Go","James Arthur",61090,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
190,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",60997,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
191,"Play Date","Melanie Martinez",60514,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
192,Thorns,Faustix,60512,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
193,"Sour Candy (with BLACKPINK)","Lady Gaga",60507,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
194,Robbery,"Juice WRLD",60187,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
195,"Sidechick (Carmon X Jamaika)",Carmon,59854,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
196,"Sinaloa Stil","Shooter Gang",59446,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
197,Lonely,Jada,59374,https://open.spotify.com/track/3kTWm7rhYhf2slAPcJs3ct
198,July,"Noah Cyrus",59329,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
199,"Kom Over",KESI,58993,https://open.spotify.com/track/6Lu7LCf7t7V6X7i4NQywcT
200,"Jocelyn Flores",XXXTENTACION,58899,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
