,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
33,"Got It On Me","Pop Smoke",174085,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
34,"Dance Monkey","Tones And I",172004,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
35,Ben,Tessa,171777,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT
36,"Zum Zum - Balken Remix",Balken,170392,https://open.spotify.com/track/3D5UFWr3DjAxVJIlZ7RlXh
37,"Blueberry Faygo","Lil Mosey",169767,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
38,"Leap Of Faith",Christopher,168431,https://open.spotify.com/track/571B8LxRZwmG1S1YNfGq4Q
39,"Someone You Loved","Lewis Capaldi",165195,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
40,"Smid Tøjet",Jimilian,164456,https://open.spotify.com/track/0r4dJLEJYPVQhJDr5K0C0d
41,GoMore,"Larry 44",162951,https://open.spotify.com/track/7mMFdBkZR8cpbbp4F75yvq
42,"Tættere End Vi Tror",P3,161287,https://open.spotify.com/track/4j5QQ3eZNpmxT4inyVEaAU
43,"Rain On Me (with Ariana Grande)","Lady Gaga",161044,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
44,ZERO,I$WAAL,158112,https://open.spotify.com/track/63hCE36av048sJCsxi2l90
45,"Ny Dag",Stepz,157356,https://open.spotify.com/track/066AN3APAXFBkaliW7I4DB
46,"WHIP WHOP",I$WAAL,157133,https://open.spotify.com/track/1PxGMn63iT7sc4eS52c9UP
47,"Neymar (Josef Og Elias X Carmon)","Josef Og Elias",154184,https://open.spotify.com/track/28cbyzmRvS50g49Wpk6OmR
48,"ily (i love you baby) (feat. Emilee)","Surf Mesa",153183,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
49,GOOBA,6ix9ine,152250,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
50,"Corolla (feat. Branco)",Sinds,149320,https://open.spotify.com/track/5VDso6McCTCa6mgO5CBBsO
51,Svag,"Victor Leksell",144908,https://open.spotify.com/track/4SS4YfDAEQG0fZAe1xfgn3
52,"Intentions (feat. Quavo)","Justin Bieber",140445,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
53,"Before You Go","Lewis Capaldi",138786,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
54,"Señorita (feat. Fouli)",Gobs,138688,https://open.spotify.com/track/4QHO0xwZVLSSX7Pi7HW1Wu
55,Nudes,Jada,134122,https://open.spotify.com/track/1un8VQdm76q7UsLtIGvR2B
56,"Some Say - Felix Jaehn Remix",Nea,132544,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
57,"Stuck with U (with Justin Bieber)","Ariana Grande",132175,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
58,"Break My Heart","Dua Lipa",130323,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
59,"TKN (feat. Travis Scott)",ROSALÍA,125285,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
60,Gelato,"Benny Jamz",122723,https://open.spotify.com/track/3dradzYJqQ88RJEuQhXt5d
61,"NO SKRUB$",TopGunn,122151,https://open.spotify.com/track/6iV6FxCwplHr8IzwdnX5xX
62,Gangstas,"Pop Smoke",121949,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
63,"London Town",Branco,121107,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
64,"Vai Amor",Gilli,120965,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
65,"Frisk På Det Hele",Jimilian,120032,https://open.spotify.com/track/1F4JbUpQIZjr4PVgYJU4j9
66,"Glo På Mig",Tessa,119746,https://open.spotify.com/track/0u2HxcwML2msMuuKUvpck8
67,"Så'n der",Tessa,117215,https://open.spotify.com/track/7fuPKXieOyX6mkFHkfcIJd
68,Supalonely,BENEE,116273,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
69,"Blitz, Baby",Jung,116218,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
70,"føler mig selv 100","andreas odbjerg",114608,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
71,SOS,"Scarlet Pleasure",114086,https://open.spotify.com/track/6ST1zKFmiLMxzvDkOquGgy
72,"death bed (coffee for your head)",Powfu,113399,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
73,"Room For Love","Lord Siva",113220,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
74,"Aim For The Moon (feat. Quavo)","Pop Smoke",113132,https://open.spotify.com/track/6O7fPYTsb2mY0PiFt2ymDB
75,"Slip Away",Phlake,108861,https://open.spotify.com/track/65OZiiwtjWVtS0WZdG2wmO
76,Gutterne,Specktors,108350,https://open.spotify.com/track/4fPd5WKY0Qf9eeg0pHowA1
77,"Vil Du Med…",Suspekt,107051,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
78,"Don't Start Now","Dua Lipa",105160,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
79,"44 BullDog","Pop Smoke",105091,https://open.spotify.com/track/7sjFIZ1g5QLJLGja3k592K
80,"Be Kind (with Halsey)",Marshmello,104854,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
81,"Nobody's Lover (feat. Lord Siva)",Clara,104672,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
82,"PUB G (feat. Branco & Larry 44)",LOLO,102698,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
83,"Genie In A Bottle",Faustix,101467,https://open.spotify.com/track/3xTj27LibA0NDDvHNiFPpG
84,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,100186,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
85,"Make It Rain (feat. Rowdy Rebel)","Pop Smoke",100057,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7
86,Salt,"Ava Max",99348,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
87,"Mood Swings (feat. Lil Tjay)","Pop Smoke",98617,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
88,"THE SCOTTS","THE SCOTTS",97907,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
89,"Min Bror (Josef Og Elias X ICEKIID)","Josef Og Elias",96996,https://open.spotify.com/track/7ucXd8IbW11iUAOqxmZo7k
90,Ghost,Christopher,96701,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
91,Circles,"Post Malone",96570,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
92,"Bare Dans",KIDD,96275,https://open.spotify.com/track/64NE79ro3Tys4qbek51rBP
93,"Say So","Doja Cat",94627,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
94,"Unz Unz",Specktors,94265,https://open.spotify.com/track/593Jq3pm0OleC7Mz6STFFk
95,Fokuseret,Omar,93991,https://open.spotify.com/track/5ETsHOwoJmFVYVGjQ4yMVB
96,"Rum Bum Bum - Hedegaard Remix",NAVID,93785,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
97,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign",93755,https://open.spotify.com/track/4JB0EAT4BkLShTyTt50FmO
98,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",93608,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
99,"The Box","Roddy Ricch",92963,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
100,Sandheden,Jimilian,92527,https://open.spotify.com/track/4mWw2Yt7o14GkkIdTrrxuc
101,"Ride It",Regard,91220,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
102,"Adore You","Harry Styles",89708,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
103,"Enjoy Yourself (feat. Karol G)","Pop Smoke",89453,https://open.spotify.com/track/3NWrHCwvyII4fTx05PN3IO
104,"Den Værste",Artigeardit,89422,https://open.spotify.com/track/5UhnNbuteXdxGP2cCw7lM9
105,"Wash Us In The Blood","Kanye West",88972,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG
106,"Kings & Queens","Ava Max",87967,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
107,Modvind,Carmon,86712,https://open.spotify.com/track/0DjoEWNm4HNqu0JmvlIPcI
108,goosebumps,"Travis Scott",85625,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
109,"Op A","Ude Af Kontrol",85548,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
110,"I'm Just Feelin' (Du Du Du)",Imanbek,85179,https://open.spotify.com/track/73ThEGwF5i9GrsXXGyZBRa
111,Salaam,Gigis,85069,https://open.spotify.com/track/04LjCXjPL2bHzDZUMyQphW
112,Señorita,"Shawn Mendes",84009,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
113,Bruises,"Lewis Capaldi",83831,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
114,"Be Alright","Dean Lewis",82757,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
115,Memories,"Maroon 5",82748,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
116,Box,KDZ,82472,https://open.spotify.com/track/50S1qzDaxqpL0FH8rhtxZ7
117,"Something Special","Pop Smoke",81954,https://open.spotify.com/track/5kkaSMcf4BFlhRRICCKZb6
118,"Yea Yea","Pop Smoke",81799,https://open.spotify.com/track/0bjgQ24UZGwKikldIyEOgf
119,"everything i wanted","Billie Eilish",80602,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
120,"WHATS POPPIN","Jack Harlow",80416,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
121,DANCE,CLMD,80247,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
122,"Super Mario",NODE,80201,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
123,"Glemmer Alting",Faustix,79949,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
124,"HIGHEST IN THE ROOM","Travis Scott",79921,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
125,"Know Your Worth",Khalid,79914,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
126,"Lose Somebody",Kygo,79316,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
127,"Ingenting At Sige (feat. NODE)",Gilli,79258,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
128,Shallow,"Lady Gaga",78610,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
129,"If the World Was Ending - feat. Julia Michaels","JP Saxe",78189,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
130,NAPOLI,Branco,78114,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
131,Nino,"Michael Williams",77953,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
132,"Pas Oublié (feat. Gilli)","Isaac Kasule",76412,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
133,"West Coast Shit (feat. Tyga & Quavo)","Pop Smoke",75581,https://open.spotify.com/track/1JDhNQ0oOT7XpclZn3aQ8F
134,"I Don't Care (with Justin Bieber)","Ed Sheeran",75491,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
135,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,74599,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
136,"Creature (feat. Swae Lee)","Pop Smoke",74269,https://open.spotify.com/track/3eV2WT9YhfzkxbufnBF8wK
137,Sjakalina,Tessa,74076,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
138,"All My Love",Rocazino,73850,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
139,Fugtig,"Ude Af Kontrol",73787,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
140,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",73771,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
141,"En Sang (feat. Gucci Mane)","Emil Stabil",73693,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
142,"bad guy","Billie Eilish",72943,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
143,"What You Know Bout Love","Pop Smoke",72842,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
144,Bando,ANNA,72495,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
145,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",72400,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
146,"All Around The World (La La La)",R3HAB,72176,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
147,"Sunday Best",Surfaces,72165,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
148,Paris,"Lord Siva",71649,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
149,"Post Malone (feat. RANI)","Sam Feldt",71566,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
150,"Beautiful People (feat. Khalid)","Ed Sheeran",71539,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
151,Savnet,Gobs,71292,https://open.spotify.com/track/0TA8nQMsUqgMBK8W9jtJR9
152,"Solskin 2.0",ZK,71124,https://open.spotify.com/track/5GtvOTvTnt8x5nMM5qGfF8
153,"Sex On The Beach","Ude Af Kontrol",70955,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
154,"VERDEN VENDER",Branco,70552,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
155,"Culo (feat. Branco)",Gilli,70518,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
156,"Girl Like You",Clara,70321,https://open.spotify.com/track/1gG0pnDAT1QdpRFTQDT4y4
157,"Go Crazy","Chris Brown",70026,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
158,"Life Is Good (feat. Drake)",Future,69654,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
159,"Lucid Dreams","Juice WRLD",68538,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
160,"Kærlighed Gør Blind",Citybois,68309,https://open.spotify.com/track/1THxYDFV4EK59BzgUs5Yg0
161,"Som Fluer","The Minds Of 99",67986,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
162,"Nik & Jay (feat. Benjamin Hav)",TopGunn,67794,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
163,"Finde Tilbage",Citybois,67680,https://open.spotify.com/track/0yoEmC2FYbiH9gB94YWQE6
164,"Godzilla (feat. Juice WRLD)",Eminem,67415,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
165,Kids,FOOL,67322,https://open.spotify.com/track/4SEKNV7Un4sTjaGbG0NOMh
166,Okay,Tessa,67033,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
167,"Love Someone","Lukas Graham",66789,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
168,"Efter Mig",Jimilian,66770,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
169,Falling,"Trevor Daniel",66755,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
170,"Chicago Freestyle (feat. Giveon)",Drake,66658,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
171,Robbery,"Juice WRLD",66541,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
172,Hangover,"Ude Af Kontrol",66413,https://open.spotify.com/track/0HRnmcWxw0Aeu4VtQXg42j
173,"Bad Bitch From Tokyo (Intro)","Pop Smoke",66376,https://open.spotify.com/track/4OGIeHtYhRTJ8iW21UUyZW
174,"Lose Control",MEDUZA,66375,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
175,"you broke me first","Tate McRae",66280,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
176,Lie,"Lukas Graham",65914,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
177,"BDK (feat. Gilli)",KESI,65894,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
178,"SICKO MODE","Travis Scott",65601,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
179,"Higher Love",Kygo,65453,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
180,"Piece Of Your Heart",MEDUZA,64861,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
181,Light,Jerome,64441,https://open.spotify.com/track/1lht8jb3c6rEiVaqX94enH
182,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",64324,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
183,"Tunnel Vision (Outro)","Pop Smoke",64070,https://open.spotify.com/track/2SxR5RitJdsG6wINvJLBSD
184,"After Party","Don Toliver",63771,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
185,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,63581,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
186,"Hun Kommer Tilbage",Jung,63388,https://open.spotify.com/track/5DbD9hQ5M3pauLtbnpytgS
187,"Jeg Skal Nok Vente",Jung,63384,https://open.spotify.com/track/2M996tCDK8dmip9HNKk6Gs
188,"GO (feat. Juice WRLD)","The Kid LAROI",63355,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
189,"Lov Mig 1 Ting",Artigeardit,63202,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
190,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",62998,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
191,"Snitching (feat. Quavo & Future)","Pop Smoke",62862,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt
192,Pizza,ADHD,62033,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
193,"BACK TO BUSINESS",Branco,62006,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
194,"Ballin' (with Roddy Ricch)",Mustard,61994,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
195,næ,"Ude Af Kontrol",61561,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
196,"Say You Won't Let Go","James Arthur",60944,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
197,"Sig Mig",Citybois,60877,https://open.spotify.com/track/17ShCJoRij5Ob7BTR9Q1rm
198,"Dancing On My Own","Calum Scott",60551,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
199,"Some Say",Nea,60253,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
200,Falling,"Harry Styles",59980,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
