,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
39,"Fuck Af (feat. Milbo)","Fie Laursen",185426,https://open.spotify.com/track/7iXrDMiAinSZpD1M6zyBKY
40,"Sinaloa Stil","Shooter Gang",185231,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
41,"My Oh My (feat. DaBaby)","Camila Cabello",185180,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
42,"hot girl bummer",blackbear,177530,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
43,"Lose Control",MEDUZA,177432,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
44,"Som Fluer","The Minds Of 99",168523,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
45,"Watermelon Sugar","Harry Styles",167119,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
46,Señorita,"Shawn Mendes",163516,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
47,"Beautiful People (feat. Khalid)","Ed Sheeran",157596,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
48,Eleven,Khalid,157288,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
49,"No Idea","Don Toliver",155156,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
50,Gonzo,Suspekt,154986,https://open.spotify.com/track/6bh20cEbXMNJ5JPUvbGSYq
51,"If the World Was Ending - feat. Julia Michaels","JP Saxe",154763,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
52,July,"Noah Cyrus",145271,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
53,Heartless,"The Weeknd",144008,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
54,"Ingenting At Sige (feat. NODE)",Gilli,142306,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
55,"HIGHEST IN THE ROOM","Travis Scott",138680,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
56,Prestige,Danni,136519,https://open.spotify.com/track/4jyT77UqVTx5vbP6VYV46v
57,"Shopping (feat. Kesi & Stepz)","Benny Jamz",135849,https://open.spotify.com/track/7IlYDWKUtjuQ1xPf6KAzWc
58,"I Don't Care (with Justin Bieber)","Ed Sheeran",132302,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
59,"You should be sad",Halsey,131740,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao
60,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,130599,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
61,"Større End Os",Medina,127611,https://open.spotify.com/track/0VL0jLRV0iyTBFQWqCjrDW
62,"En Sang (feat. Gucci Mane)","Emil Stabil",124866,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
63,Paris,"Lord Siva",123991,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
64,"BDK (feat. Gilli)",KESI,123929,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
65,"Good News","Mac Miller",121745,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK
66,Suicidal,"YNW Melly",121626,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
67,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",120870,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
68,Shallow,"Lady Gaga",120228,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
69,"Fugazi (feat. Stepz)","Benny Jamz",119393,https://open.spotify.com/track/78GzgdLQcF5yo7Mq5rRoSi
70,"Unz Unz",Specktors,119336,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
71,"Helt Stabil",Fouli,118585,https://open.spotify.com/track/74UxMl2RwVslYvWd9cGmlL
72,"Culo (feat. Branco)",Gilli,118500,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
73,Salt,"Ava Max",118365,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
74,Bruises,"Lewis Capaldi",118253,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
75,"Holdet (feat. NODE)",Jamaika,114550,https://open.spotify.com/track/53Z8vzEI2bbqpsSZ8dFSOt
76,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",113706,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
77,"10,000 Hours (with Justin Bieber)","Dan + Shay",112059,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
78,"Plastic (feat. Benjamin Hav)",Pind,111563,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
79,"when the party's over","Billie Eilish",110785,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
80,"Love Someone","Lukas Graham",109700,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
81,Bandolero,Jamaika,108648,https://open.spotify.com/track/38PH0BX4W8T15k3ITRMmQM
82,"Milano Step (Lamin X Artigeardit)",Lamin,107176,https://open.spotify.com/track/3LNDqfz94lY7uGifx8HQXt
83,DANCE,CLMD,107152,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
84,SUGAR,BROCKHAMPTON,105476,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
85,BOP,DaBaby,104806,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
86,Okay,Tessa,104582,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
87,"Nik & Jay (feat. Benjamin Hav)",TopGunn,104392,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
88,"Higher Love",Kygo,103624,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
89,"Be Alright","Dean Lewis",103032,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
90,"How Do You Sleep?","Sam Smith",102863,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
91,"Lucid Dreams","Juice WRLD",101975,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
92,"Ballin' (with Roddy Ricch)",Mustard,101955,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
93,"Piece Of Your Heart",MEDUZA,101326,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
94,"Interlude - Finlandsparken",Jamaika,100544,https://open.spotify.com/track/2TivM8M4vgL1mEswDWFlsy
95,"All In",Branco,99750,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
96,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",99510,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
97,"Trampoline (with ZAYN)",SHAED,99244,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
98,"Say So","Doja Cat",98561,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
99,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",97985,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
100,"Spice up your life","Benjamin Hav",97675,https://open.spotify.com/track/5IvT1R55n1gISGXAtlQjgg
101,"Monte Carlo",Jimilian,96642,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
102,"Futsal Shuffle 2020","Lil Uzi Vert",95116,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
103,"Finde Tilbage",Citybois,95102,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
104,Balenci,"Larry 44",94259,https://open.spotify.com/track/3oP9C6MAm8i4SvYB37GDto
105,"Some Say",Nea,94209,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
106,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",92752,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
107,STANDARD,I$WAAL,92725,https://open.spotify.com/track/4Jh3p0TydgTJZ444pPhVvd
108,"Post Malone (feat. RANI)","Sam Feldt",92352,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
109,Protokol,Jamaika,92315,https://open.spotify.com/track/2zykitlpirl2soC7LwtWP3
110,"lovely (with Khalid)","Billie Eilish",92229,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
111,"Up All Night",Khalid,91868,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
112,"Automatic (feat. Gilli)","Benny Jamz",91621,https://open.spotify.com/track/75Hf8NalfY33oZQG2YN00K
113,"Ny Sæson","Benny Jamz",90555,https://open.spotify.com/track/7oDJQ7yBOybRtcOPMbOPTC
114,"Vossi Bop",Stormzy,88637,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
115,"Sidechick (Carmon X Jamaika)",Carmon,88227,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
116,"Bedste ven","Benny Jamz",88003,https://open.spotify.com/track/13YRW5WzNufYn7OmLutScz
117,"Efter Mig",Jimilian,87738,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
118,"Sweet but Psycho","Ava Max",87300,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
119,Alarm,"Benny Jamz",86505,https://open.spotify.com/track/0VKxgUrRPmRX9r1k7SocHl
120,"Goodbyes (Feat. Young Thug)","Post Malone",86071,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
121,Legend,Clara,84299,https://open.spotify.com/track/13AdfYuWXDecUoQbpijnXI
122,"Snakker For Meget",Tessa,84283,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
123,"All Around The World (La La La)",R3HAB,84279,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
124,Wow.,"Post Malone",83965,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
125,"Shorty Ringer","Josef Og Elias",83289,https://open.spotify.com/track/3rGihyErlJWAViz6PKBtts
126,Musse,"Benjamin Hav",83244,https://open.spotify.com/track/238P1hQufJESzypUHpnodm
127,Kawasaki,Jamaika,82217,https://open.spotify.com/track/5pktQTAcKamiILPjUZbCLs
128,"Halle Berry (feat. Branco)","Benny Jamz",81639,https://open.spotify.com/track/0zBMtSOjcH2YX00HLB8vMM
129,"Ka Du Ik",Omar,81488,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
130,Thorns,Faustix,80867,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
131,"Lights Up","Harry Styles",80429,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
132,Ufødte,Jamaika,79753,https://open.spotify.com/track/4PocOpOXL2QJZmeGTV4mso
133,Lovesong,"Rasmus Seebach",78822,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
134,Tørstig,ATYPISK,78448,https://open.spotify.com/track/2p4vB52Yldwo2xIutFdc8Y
135,"Dancing On My Own","Calum Scott",77692,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
136,"Sig Mig",Citybois,77505,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
137,"Alone, Pt. II","Alan Walker",76911,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
138,JUNGLE,MellemFingaMuzik,76885,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
139,Outnumbered,"Dermot Kennedy",76826,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE
140,"RITMO (Bad Boys For Life)","Black Eyed Peas",76793,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
141,"ocean eyes","Billie Eilish",76363,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
142,24/7,"Scarlet Pleasure",76028,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
143,Pizza,ADHD,76010,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
144,"Dag 1",Gilli,75875,https://open.spotify.com/track/0atWq5Ua1ax7zMKDjSQEpg
145,Falling,"Harry Styles",75699,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
146,"Yellow Hearts","Ant Saunders",75679,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
147,Gothersgade,Artigeardit,75160,https://open.spotify.com/track/0vhJulS8V02SDpBTY2XQjI
148,"Don't Call Me Up",Mabel,74985,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
149,"SOM DU SMILER",AMAL,74177,https://open.spotify.com/track/3pAosPVaUb2HF1vUKGZQmX
150,"Never Seen the Rain","Tones And I",73811,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
151,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",73129,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
152,"Op A","Ude Af Kontrol",73003,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
153,VIBEZ,DaBaby,72962,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
154,Ransom,"Lil Tecca",72730,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
155,"Let Me Down Slowly","Alec Benjamin",72045,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
156,"La Varrio",Jamaika,71849,https://open.spotify.com/track/4HjkaUTOYnOI28nMf3qxqN
157,Robbery,"Juice WRLD",71663,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
158,"Eastside (with Halsey & Khalid)","benny blanco",71616,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
159,"Detaljen (feat. Fouli)",TopGunn,71614,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
160,Burnout,Calby,70793,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
161,"Body (feat. brando)","Loud Luxury",70765,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
162,Udsigt,ZK,70372,https://open.spotify.com/track/50ly1zllYjItP5APekmnuA
163,"Mask På","Shooter Gang",69455,https://open.spotify.com/track/3rPRnnrKyxhqsPnBtahjnW
164,næ,"Ude Af Kontrol",68796,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
165,"Say You Won't Let Go","James Arthur",68687,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
166,Oui,Sivas,68298,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
167,"SOS (feat. Aloe Blacc)",Avicii,68246,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
168,Ripples,Maximillian,68065,https://open.spotify.com/track/7LYGpt7ckc34CFWcsxwnJl
169,"Without Me",Halsey,67982,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
170,"1,2,3,4","The Minds Of 99",67944,https://open.spotify.com/track/1t0aKVgl4RCknbiRNrd2zi
171,"Ung Kniv","The Minds Of 99",67766,https://open.spotify.com/track/3LyOoM4J9QzrD0GbPuzEyz
172,"Vågn Op (feat. Don Stefano)",KESI,67533,https://open.spotify.com/track/12XzE38rlgROFbDsy0Q31l
173,"bury a friend","Billie Eilish",67322,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
174,Dig,"Benjamin Hav",67224,https://open.spotify.com/track/1CPylrbel65jjZ2jcAuCH0
175,"På vej (feat. Simon Jul)","Benjamin Hav",66938,https://open.spotify.com/track/5RBWxz4ScAPF3jxCVhB6bh
176,Crazy,Clara,66340,https://open.spotify.com/track/2SLn2MQzKGwCJXFF6Gntg7
177,"Under Stjernerne På Himlen","Rasmus Seebach",66193,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
178,"3 Nights","Dominic Fike",66010,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
179,"Menage A Trois",LIZOT,65974,https://open.spotify.com/track/40vCMTDaDwwpf7DyBlmgEj
180,"Hate Me (with Juice WRLD)","Ellie Goulding",65838,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
181,"Ra Ta Ta Ta (feat. Stepz)",NODE,65787,https://open.spotify.com/track/5TxcaqtknKAAdshjQCXfBG
182,"It's You","Ali Gatie",65566,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
183,"All My Love",Rocazino,65445,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
184,Solo,Faustix,65026,https://open.spotify.com/track/3Eemi4XR3hqNP4JnIV35Ca
185,"Lyca (feat. Kesi)",Gilli,64275,https://open.spotify.com/track/3TD0VtH37WAjrGflIzeS0H
186,"For Evigt",Volbeat,63266,https://open.spotify.com/track/59fQzvSv0wPQorW2Bh0pns
187,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,63221,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
188,"Hyg Hver Dag (feat. Citybois)",TopGunn,63072,https://open.spotify.com/track/5EGO6sCOZuracSGyAPvu3F
189,"Look At Her Now","Selena Gomez",62921,https://open.spotify.com/track/7eOkHIcaoUhngxxypM5Ajr
190,"Nu Her",Benal,62834,https://open.spotify.com/track/73skF4Y2MgeL9YwJYv4ac9
191,Sydpå,Bro,61875,https://open.spotify.com/track/1lahfyqBPVvBIxf3XgmQmZ
192,"The London (feat. J. Cole & Travis Scott)","Young Thug",61853,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
193,"rockstar (feat. 21 Savage)","Post Malone",61850,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
194,"Old Town Road - Remix","Lil Nas X",61748,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
195,"Complicated - Faustix Remix","Alexander Oscar",61734,https://open.spotify.com/track/0HbPfCPmndvkevg4TjwcJQ
196,"Langt Ude","Ude Af Kontrol",61381,https://open.spotify.com/track/45j9h6oqPrQaN4Y4uQhGNu
197,"Samurai (feat. Sivas)",Stepz,61297,https://open.spotify.com/track/2yd52fQjwKXLm6CiZzxO8q
198,Kraazy,Likybo,61085,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D
199,goosebumps,"Travis Scott",60917,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
200,"Lov Mig 1 Ting",Artigeardit,60906,https://open.spotify.com/track/0QqBVoI4u8u6H9ZvJVhJgq
