,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
49,"La Trompeta (feat. MellemFingaMuzik)",Camur,149481,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq
50,Memories,"Maroon 5",142344,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
51,"You should be sad",Halsey,131499,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
52,YES,"BEN & TAN",128909,https://open.spotify.com/track/1nAvS4GbkxR7iISU5ZfLPf
53,"Ny Strategi",Maurice,127773,https://open.spotify.com/track/5FDtX995EbxXcFnorugb1r
54,"What If I Told You That I Love You","Ali Gatie",125990,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
55,"After Hours","The Weeknd",125817,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
56,"Know Your Worth",Khalid,125517,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
57,"If the World Was Ending - feat. Julia Michaels","JP Saxe",123755,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
58,Ghost,Christopher,123381,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
59,"Super Mario",NODE,120740,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
60,Sjakalina,Tessa,119841,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
61,Bruises,"Lewis Capaldi",119371,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
62,"Slip Away",Phlake,117890,https://open.spotify.com/track/0yYp0TyV9km8QxzeVc75uy
63,"Ride It",Regard,114883,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
64,VEAF,AMAL,113995,https://open.spotify.com/track/69djMw3NFUKQLcT5uKP2Qc
65,"Forever (feat. Post Malone & Clever)","Justin Bieber",112940,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
66,"Lose Control",MEDUZA,112130,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
67,Yummy,"Justin Bieber",110867,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
68,"Kings & Queens","Ava Max",106971,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
69,"Beautiful People (feat. Khalid)","Ed Sheeran",106712,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
70,Señorita,"Shawn Mendes",105043,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
71,"CITY OF ANGELS",24kGoldn,104974,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
72,"I Don't Care (with Justin Bieber)","Ed Sheeran",104642,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
73,Paris,"Lord Siva",103836,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
74,"Kender Ham Godt","Young Juu",103222,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
75,YO,Faustix,101412,https://open.spotify.com/track/4QwSUwbXn45MpzhKj6VL6Y
76,"10,000 Hours (with Justin Bieber)","Dan + Shay",100087,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
77,Lie,"Lukas Graham",99462,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
78,"Unz Unz",Specktors,98067,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
79,Skechers,DripReport,97976,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA
80,"when the party's over","Billie Eilish",97680,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
81,"Some Say - Felix Jaehn Remix",Nea,97515,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
82,DANCE,CLMD,97058,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
83,"lovely (with Khalid)","Billie Eilish",96903,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
84,Nino,"Michael Williams",96484,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
85,"That Way - Bonus Track","Lil Uzi Vert",96118,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
86,Balou,"Benny Jamz",96077,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
87,"Moral of the Story",Ashe,94306,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
88,"En Sang (feat. Gucci Mane)","Emil Stabil",94132,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
89,July,"Noah Cyrus",93775,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
90,"Be Alright","Dean Lewis",93470,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
91,"WHATS POPPIN","Jack Harlow",92415,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
92,"Ingenting At Sige (feat. NODE)",Gilli,92294,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
93,"Limbo (feat. Gilli)",NODE,92075,https://open.spotify.com/track/1zGwWmxXJHFes4dfkbnBUC
94,Fængselsbrev,Beko,91996,https://open.spotify.com/track/3ipSSJc31rW12cNOAJhphk
95,"MON CHERI (feat. Amina)",Branco,91717,https://open.spotify.com/track/6k5MGDSLnIWG2YfpiYHWd9
96,Shallow,"Lady Gaga",91504,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
97,"Sinaloa Stil","Shooter Gang",91284,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
98,"Op A","Ude Af Kontrol",90859,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
99,Brandvarm,"Josef Og Elias",90053,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
100,"My Oh My (feat. DaBaby)","Camila Cabello",89619,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
101,Physical,"Dua Lipa",89573,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
102,"To Die For","Sam Smith",89467,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
103,"Love Someone","Lukas Graham",89461,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
104,Okay,Tessa,89442,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
105,"Weekend Hver Dag","Josef Og Elias",88265,https://open.spotify.com/track/7FreZPHSPVyZKBDYtFXTJf
106,"Som Fluer","The Minds Of 99",87748,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
107,"Culo (feat. Branco)",Gilli,86433,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
108,Pizza,ADHD,85205,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
109,"Typisk Mig",Jimilian,85019,https://open.spotify.com/track/3dohd3QOpfp03fRuxiQil9
110,"Post Malone (feat. RANI)","Sam Feldt",84563,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
111,"Stupid Love","Lady Gaga",84022,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
112,P2,"Lil Uzi Vert",83810,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
113,"BDK (feat. Gilli)",KESI,83115,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
114,"Plastic (feat. Benjamin Hav)",Pind,83009,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
115,Falling,"Harry Styles",82118,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
116,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,81742,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
117,"Nik & Jay (feat. Benjamin Hav)",TopGunn,81549,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
118,"What A Man Gotta Do","Jonas Brothers",81504,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
119,"Efter Mig",Jimilian,81028,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
120,"Lucid Dreams","Juice WRLD",80994,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
121,"HIGHEST IN THE ROOM","Travis Scott",80518,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
122,"Finde Tilbage",Citybois,80505,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
123,"Ballin' (with Roddy Ricch)",Mustard,79662,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
124,"Higher Love",Kygo,79365,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
125,"High Fashion (feat. Mustard)","Roddy Ricch",79312,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
126,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",78803,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
127,MURDA,Branco,78763,https://open.spotify.com/track/4qlDY0QJDcOQO8ynl73Eer
128,Suicidal,"YNW Melly",77447,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
129,Myron,"Lil Uzi Vert",77403,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
130,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",76726,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
131,Click,"Shooter Gang",76515,https://open.spotify.com/track/7EBg76Wh4FI35AcT6tUo84
132,"Never Seen the Rain","Tones And I",76236,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
133,"Lose You To Love Me","Selena Gomez",75743,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
134,"This City","Sam Fischer",75733,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
135,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",75470,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
136,"hot girl bummer",blackbear,74737,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
137,"Jaloux (feat. ATYPISK)",Simsey,74595,https://open.spotify.com/track/6VW9gXYrQiTaWiR2Svql03
138,"Boss Bitch","Doja Cat",74036,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
139,"Snakker For Meget",Tessa,73931,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
140,"No Idea","Don Toliver",73688,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
141,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",73668,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
142,"Mer Prestige Mer Pastis",Suspekt,73499,https://open.spotify.com/track/3jWClPWqozZ2nxEpJW4q8U
143,Dior,"Pop Smoke",72947,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
144,"Sig Mig",Citybois,72910,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
145,"Dancing On My Own","Calum Scott",72890,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
146,"Piece Of Your Heart",MEDUZA,72881,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
147,"Ayy Macarena",Tyga,72183,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
148,"Say You Won't Let Go","James Arthur",72095,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
149,Uforglemmelig,Xander,71822,https://open.spotify.com/track/1BaTNKSYkTHNiwxCOvuBQz
150,"Sweet but Psycho","Ava Max",70772,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
151,"Ka Du Ik",Omar,70654,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
152,Flytilstand,"Benny Jamz",70439,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3
153,"Eastside (with Halsey & Khalid)","benny blanco",70318,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
154,"All In",Branco,69500,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
155,SUGAR,BROCKHAMPTON,69463,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
156,"Thank You [Not So Bad]",VIZE,69108,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
157,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",69040,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
158,"All Around The World (La La La)",R3HAB,69035,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
159,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",68872,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
160,næ,"Ude Af Kontrol",68652,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
161,"Goodbyes (Feat. Young Thug)","Post Malone",68537,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
162,"How Do You Sleep?","Sam Smith",68305,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
163,Better,"Scarlet Pleasure",68291,https://open.spotify.com/track/0JzLoXiV09qfAWXrWpYp6M
164,"Watermelon Sugar","Harry Styles",68266,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
165,"ocean eyes","Billie Eilish",67387,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
166,"Nobody's Lover (feat. Lord Siva)",Clara,67284,https://open.spotify.com/track/7tQopHpdCWF7LWCUgMWVmw
167,24/7,"Scarlet Pleasure",67085,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
168,Thorns,Faustix,66659,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
169,"Lov Mig 1 Ting",Artigeardit,66529,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
170,"No Judgement","Niall Horan",65645,https://open.spotify.com/track/2sGF7DBXvL2GjkbG606m1G
171,"Sidechick (Carmon X Jamaika)",Carmon,65517,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
172,"All My Love",Rocazino,64701,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
173,"3 Nights","Dominic Fike",64667,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
174,"Hold Me While You Wait","Lewis Capaldi",64046,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
175,stupid,"Tate McRae",63870,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
176,"Monte Carlo",Jimilian,63744,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
177,"It's You","Ali Gatie",63396,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
178,Cardigan,"Don Toliver",63392,https://open.spotify.com/track/0Li1OuXXfi7950ilZUFGkF
179,Wow.,"Post Malone",63096,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
180,"Room For Love","Lord Siva",63039,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
181,"Dobbelt (feat. Dayzon)",Jamaika,63019,https://open.spotify.com/track/332HLjESTywYrDN5is9mdT
182,"Jocelyn Flores",XXXTENTACION,62846,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
183,"MONEY MOVES",Branco,62713,https://open.spotify.com/track/3NX8JSESVnhP7pv2BTW8sU
184,"Don't Call Me Up",Mabel,62616,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
185,JUNGLE,MellemFingaMuzik,62409,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
186,"Detaljen (feat. Fouli)",TopGunn,62311,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
187,Lovesong,"Rasmus Seebach",62254,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
188,"Sektion (feat. Branco & Gilli)","Benny Jamz",61968,https://open.spotify.com/track/4vdIHpg2MlGO6WnHZE6oeW
189,"Let Me Down Slowly","Alec Benjamin",61961,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
190,Superhelten,JAAIIL,61797,https://open.spotify.com/track/4gZdZKZ9QW8DceUOk23vMJ
191,Robbery,"Juice WRLD",61248,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
192,"rockstar (feat. 21 Savage)","Post Malone",61197,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
193,Energi,Xabski,60837,https://open.spotify.com/track/6WqE1C4BspkCQmeIbQfVI1
194,"Vossi Bop",Stormzy,60477,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
195,"Brækket Dig I Busken",ADHD,60334,https://open.spotify.com/track/1cJKwjiynHsOOuIwBctc9u
196,"Fang Mig I En Brandert",Suspekt,60240,https://open.spotify.com/track/3XyoFvweTaSY9ZkxYrL90h
197,"Brug din fantasi","Karla & Liva",59703,https://open.spotify.com/track/5jVKruHjjinO3sWrBabxNn
198,"When You Love Someone","James TW",59160,https://open.spotify.com/track/0TXNKTzawI6VgLoA9UauRp
199,"Baby Pluto","Lil Uzi Vert",58944,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh
200,"Old Me","5 Seconds of Summer",58442,https://open.spotify.com/track/5RUUkFNqH3GRKHg1xjprOb
