,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
56,"Weekend Hver Dag","Josef Og Elias",139067,https://open.spotify.com/track/7FreZPHSPVyZKBDYtFXTJf
57,Lie,"Lukas Graham",138363,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
58,Suicidal,"YNW Melly",135138,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
59,"My Oh My (feat. DaBaby)","Camila Cabello",133750,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
60,Señorita,"Shawn Mendes",132415,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
61,"What A Man Gotta Do","Jonas Brothers",131423,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
62,Gonzo,Suspekt,130462,https://open.spotify.com/track/6bh20cEbXMNJ5JPUvbGSYq
63,"when the party's over","Billie Eilish",128322,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
64,Physical,"Dua Lipa",128063,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
65,"Lose You To Love Me","Selena Gomez",127465,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
66,Balou,"Benny Jamz",126302,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
67,"I Don't Care (with Justin Bieber)","Ed Sheeran",125664,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
68,"Beautiful People (feat. Khalid)","Ed Sheeran",122304,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
69,Bruises,"Lewis Capaldi",120059,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
70,Energi,Xabski,118083,https://open.spotify.com/track/6WqE1C4BspkCQmeIbQfVI1
71,Burnout,Calby,114630,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
72,"Idiot (feat. Karl William)",Artigeardit,113585,https://open.spotify.com/track/0tyDCQ9jftD7oeswh9KrXX
73,Flytilstand,"Benny Jamz",113582,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3
74,"Som Fluer","The Minds Of 99",112625,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
75,Brandvarm,"Josef Og Elias",111402,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
76,Paris,"Lord Siva",110936,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
77,Shallow,"Lady Gaga",110067,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
78,"Unz Unz",Specktors,109143,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
79,"Plastic (feat. Benjamin Hav)",Pind,109138,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
80,"Sinaloa Stil","Shooter Gang",108491,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
81,"10,000 Hours (with Justin Bieber)","Dan + Shay",108368,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
82,"Det Kom Som Et Chok",Citybois,107773,https://open.spotify.com/track/6SXQfhSHLG3SoqAUZ3g3Pt
83,"En Sang (feat. Gucci Mane)","Emil Stabil",106333,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
84,DANCE,CLMD,105103,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
85,Gothersgade,Artigeardit,102819,https://open.spotify.com/track/2fzuN1At48Wz4hdP4hXqNq
86,"Culo (feat. Branco)",Gilli,102313,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
87,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,100390,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
88,"Ingenting At Sige (feat. NODE)",Gilli,100319,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
89,"Jeg Brækker Mig",Pattesutter,99824,https://open.spotify.com/track/3duuqfMxWo2V9mebYEPhAF
90,"BDK (feat. Gilli)",KESI,99778,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
91,SUGAR,BROCKHAMPTON,99693,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
92,"HIGHEST IN THE ROOM","Travis Scott",99591,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
93,"Love Someone","Lukas Graham",99518,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
94,"lovely (with Khalid)","Billie Eilish",98715,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
95,"hot girl bummer",blackbear,98000,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
96,"Jaloux (feat. ATYPISK)",Simsey,97553,https://open.spotify.com/track/6VW9gXYrQiTaWiR2Svql03
97,"Never Seen the Rain","Tones And I",97431,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
98,"Higher Love",Kygo,96555,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
99,"Ballin' (with Roddy Ricch)",Mustard,96092,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
100,July,"Noah Cyrus",96053,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
101,"Be Alright","Dean Lewis",95531,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
102,Nino,"Michael Williams",94907,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
103,Run,Joji,93644,https://open.spotify.com/track/6p8eEdiZLKJH8tcjGZuNTK
104,"Sektion (feat. Branco & Gilli)","Benny Jamz",91960,https://open.spotify.com/track/4vdIHpg2MlGO6WnHZE6oeW
105,"Lov Mig 1 Ting",Artigeardit,91853,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
106,"Break My Stride","Matthew Wilder",90961,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT
107,"Nik & Jay (feat. Benjamin Hav)",TopGunn,89444,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
108,"High Fashion (feat. Mustard)","Roddy Ricch",88685,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
109,"Piece Of Your Heart",MEDUZA,88174,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
110,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",87716,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
111,"Finde Tilbage",Citybois,87215,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
112,"Post Malone (feat. RANI)","Sam Feldt",86978,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
113,Rare,"Selena Gomez",86134,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
114,Søvne,Artigeardit,86044,https://open.spotify.com/track/3QKC5YveDjZ48c0kBXFQZn
115,"Dobbelt (feat. Dayzon)",Jamaika,85914,https://open.spotify.com/track/332HLjESTywYrDN5is9mdT
116,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",85775,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
117,"All In",Branco,85435,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
118,Okay,Tessa,85308,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
119,"Sunday Best",Surfaces,85098,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
120,"Lucid Dreams","Juice WRLD",84208,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
121,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",82744,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
122,"Forever Yours - Avicii Tribute",Kygo,81708,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
123,"Efter Mig",Jimilian,81196,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
124,"Sweet but Psycho","Ava Max",80962,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
125,"Some Say",Nea,80313,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
126,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",79573,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
127,"ocean eyes","Billie Eilish",79483,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
128,"Watermelon Sugar","Harry Styles",79419,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
129,"RITMO (Bad Boys For Life)","Black Eyed Peas",79180,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
130,Pizza,ADHD,78314,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
131,stupid,"Tate McRae",77126,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
132,"No Idea","Don Toliver",76438,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
133,"How Do You Sleep?","Sam Smith",76144,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
134,Eleven,Khalid,75626,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
135,"Monte Carlo",Jimilian,75503,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
136,"All Around The World (La La La)",R3HAB,74971,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
137,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",74868,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
138,"Dancing On My Own","Calum Scott",73791,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
139,"Bonnie & Clyde (Carmon X Alrima)",Carmon,73728,https://open.spotify.com/track/21PXwOjWFh5XlwTia05t3p
140,"Fuck Af (feat. Milbo)","Fie Laursen",73544,https://open.spotify.com/track/7iXrDMiAinSZpD1M6zyBKY
141,"Vossi Bop",Stormzy,73253,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
142,"bury a friend","Billie Eilish",73210,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
143,"3 Nights","Dominic Fike",73174,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
144,"Sig Mig",Citybois,72833,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
145,"Ka Du Ik",Omar,72373,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
146,"Eastside (with Halsey & Khalid)","benny blanco",71959,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
147,"Goodbyes (Feat. Young Thug)","Post Malone",71855,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
148,"Sidechick (Carmon X Jamaika)",Carmon,71501,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
149,BOP,DaBaby,71395,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
150,Trampertøsen,"Jesu Brødre",71387,https://open.spotify.com/track/6zWFU7AgnwajRsTw6qruYW
151,Bagsæde,Artigeardit,71359,https://open.spotify.com/track/3oCJIYc5THbYp0ImsSfwi8
152,"Op A","Ude Af Kontrol",71285,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
153,"Bohemian Rhapsody - 2011 Mix",Queen,70291,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
154,Heartless,"The Weeknd",70247,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
155,"Get Me","Justin Bieber",69830,https://open.spotify.com/track/6zGPytJiZmFuyVq7RTNO9G
156,Birthday,Anne-Marie,69803,https://open.spotify.com/track/5hff5RQeE84pznOt8WEWeO
157,Lovesong,"Rasmus Seebach",69552,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
158,JUNGLE,MellemFingaMuzik,69326,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
159,"No Shame","5 Seconds of Summer",69298,https://open.spotify.com/track/5JSVa5i6lFPoyOzK4gj0Ox
160,"Helt Stabil",Fouli,69125,https://open.spotify.com/track/74UxMl2RwVslYvWd9cGmlL
161,"Say You Won't Let Go","James Arthur",68775,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
162,"Don't Call Me Up",Mabel,68698,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
163,Wow.,"Post Malone",67986,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
164,"Shorty Ringer","Josef Og Elias",67710,https://open.spotify.com/track/3rGihyErlJWAViz6PKBtts
165,Thorns,Faustix,67682,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
166,"Wake Up Call (feat. Trippie Redd)",KSI,67456,https://open.spotify.com/track/5MYzajZVxBaPT2JUSRa99L
167,"All I Want - From ""High School Musical: The Musical: The Series""","Olivia Rodrigo",67003,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
168,"All My Love",Rocazino,66834,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
169,"Snakker For Meget",Tessa,66760,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
170,"Let Me Down Slowly","Alec Benjamin",66444,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
171,"It's You","Ali Gatie",66266,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
172,"Without Me",Halsey,65969,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
173,24/7,"Scarlet Pleasure",65893,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
174,STANDARD,I$WAAL,65764,https://open.spotify.com/track/4Jh3p0TydgTJZ444pPhVvd
175,næ,"Ude Af Kontrol",65665,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
176,"Detaljen (feat. Fouli)",TopGunn,64268,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
177,Tørstig,ATYPISK,64164,https://open.spotify.com/track/2p4vB52Yldwo2xIutFdc8Y
178,"Baby Steps",Phlake,63911,https://open.spotify.com/track/0ffUggU3ky7y2avMk6HaSt
179,"Under Stjernerne På Himlen","Rasmus Seebach",63500,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
180,Robbery,"Juice WRLD",62277,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
181,"Thank Me Later",Clara,62263,https://open.spotify.com/track/1Jv2OryuzzPowBFHIM3uH8
182,Tusa,"KAROL G",62043,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
183,Ransom,"Lil Tecca",62031,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
184,"Jocelyn Flores",XXXTENTACION,61683,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
185,Melodisk,ICEKIID,61658,https://open.spotify.com/track/03LR4iYCBfdzXKtwL6CUyy
186,"all the good girls go to hell","Billie Eilish",61289,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
187,"Body (feat. brando)","Loud Luxury",61250,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
188,"For Evigt",Volbeat,60981,https://open.spotify.com/track/59fQzvSv0wPQorW2Bh0pns
189,"SOS (feat. Aloe Blacc)",Avicii,60592,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
190,Falling,"Harry Styles",60477,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
191,"Good News","Mac Miller",60450,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
192,"Blueberry Faygo","Lil Mosey",60325,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh
193,Solo,Faustix,59771,https://open.spotify.com/track/3Eemi4XR3hqNP4JnIV35Ca
194,"Alone, Pt. II","Alan Walker",59635,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
195,"Lights Up","Harry Styles",59572,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
196,"Ung Kniv","The Minds Of 99",59423,https://open.spotify.com/track/3LyOoM4J9QzrD0GbPuzEyz
197,Oui,Sivas,59339,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
198,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,59236,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
199,Prioritet,"Tyrees Tyr",59178,https://open.spotify.com/track/26bE8GOm9IZO7thaKXM1um
200,"Breaking Me",Topic,59096,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
