,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
42,"MON CHERI (feat. Amina)",Branco,176848,https://open.spotify.com/track/6k5MGDSLnIWG2YfpiYHWd9
43,"What If I Told You That I Love You","Ali Gatie",176612,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
44,"You should be sad",Halsey,174932,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
45,Memories,"Maroon 5",172700,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
46,MURDA,Branco,163868,https://open.spotify.com/track/4qlDY0QJDcOQO8ynl73Eer
47,"Limbo (feat. Gilli)",NODE,159024,https://open.spotify.com/track/1zGwWmxXJHFes4dfkbnBUC
48,"Know Your Worth",Khalid,157047,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
49,Sjakalina,Tessa,154555,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
50,"Vai Amor",Gilli,154198,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
51,"Kender Ham Godt","Young Juu",139091,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
52,Burnout,Calby,138029,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
53,Click,"Shooter Gang",137949,https://open.spotify.com/track/7EBg76Wh4FI35AcT6tUo84
54,"Ride It",Regard,137541,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
55,"Blueberry Faygo","Lil Mosey",135584,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
56,Ghost,Christopher,134206,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
57,"Mer Prestige Mer Pastis",Suspekt,133121,https://open.spotify.com/track/3jWClPWqozZ2nxEpJW4q8U
58,"If the World Was Ending - feat. Julia Michaels","JP Saxe",131866,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
59,"Sunday Best",Surfaces,131150,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
60,"Super Mario",NODE,130485,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
61,"To Die For","Sam Smith",127462,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
62,"Feel Me","Selena Gomez",126353,https://open.spotify.com/track/6XXYdF6pJR1K3wKvuxmu7n
63,Lie,"Lukas Graham",123667,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
64,"when the party's over","Billie Eilish",123004,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
65,"MONEY MOVES",Branco,121310,https://open.spotify.com/track/3NX8JSESVnhP7pv2BTW8sU
66,Balou,"Benny Jamz",117067,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
67,"Unz Unz",Specktors,116748,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
68,Bruises,"Lewis Capaldi",116266,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
69,"Some Say",Nea,115514,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
70,"I Don't Care (with Justin Bieber)","Ed Sheeran",115441,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
71,Señorita,"Shawn Mendes",115226,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
72,"Sex On The Beach","Ude Af Kontrol",115072,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
73,"My Oh My (feat. DaBaby)","Camila Cabello",112784,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
74,DANCE,CLMD,112618,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
75,Physical,"Dua Lipa",112401,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
76,"Fang Mig I En Brandert",Suspekt,112132,https://open.spotify.com/track/3XyoFvweTaSY9ZkxYrL90h
77,"Beautiful People (feat. Khalid)","Ed Sheeran",109644,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
78,"J'AI MAL",AMAL,109150,https://open.spotify.com/track/1iaQCe1kB97SZw4oktDaFO
79,"What A Man Gotta Do","Jonas Brothers",106802,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
80,Paris,"Lord Siva",105886,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
81,"death bed (coffee for your head)",Powfu,105716,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
82,"Sinaloa Stil","Shooter Gang",105672,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
83,Suicidal,"YNW Melly",105557,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
84,"10,000 Hours (with Justin Bieber)","Dan + Shay",101796,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
85,"En Sang (feat. Gucci Mane)","Emil Stabil",101453,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
86,Shallow,"Lady Gaga",100850,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
87,"Slip Away",Phlake,100436,https://open.spotify.com/track/0yYp0TyV9km8QxzeVc75uy
88,"Som Fluer","The Minds Of 99",100298,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
89,"lovely (with Khalid)","Billie Eilish",99689,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
90,"Vossi Bop",Stormzy,99003,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
91,"Never Seen the Rain","Tones And I",98856,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
92,"Plastic (feat. Benjamin Hav)",Pind,98735,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
93,Drømte,Gobs,97375,https://open.spotify.com/track/4to3Y8RWYmWV2AUCkUPfAp
94,Nino,"Michael Williams",96300,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
95,"Op A","Ude Af Kontrol",96295,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
96,"Culo (feat. Branco)",Gilli,95395,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
97,"Ingenting At Sige (feat. NODE)",Gilli,94432,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
98,"Higher Love",Kygo,93517,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
99,"BELIEVER (feat. Nafe Smallz)",Branco,92727,https://open.spotify.com/track/1IWX3CqAn1r1zJd3FXFgQV
100,"Weekend Hver Dag","Josef Og Elias",91390,https://open.spotify.com/track/7FreZPHSPVyZKBDYtFXTJf
101,"Jaloux (feat. ATYPISK)",Simsey,90944,https://open.spotify.com/track/6VW9gXYrQiTaWiR2Svql03
102,Flytilstand,"Benny Jamz",90764,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3
103,"Ayy Macarena",Tyga,89594,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
104,"Be Alright","Dean Lewis",89493,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
105,Okay,Tessa,89397,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
106,"Love Someone","Lukas Graham",88640,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
107,Uforglemmelig,Xander,88184,https://open.spotify.com/track/0wGP6S3fibweX16xy0Rwg1
108,stupid,"Tate McRae",87697,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
109,"HIGHEST IN THE ROOM","Travis Scott",87293,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
110,"Post Malone (feat. RANI)","Sam Feldt",87119,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
111,EAZY,Branco,86821,https://open.spotify.com/track/1bcGbqUnLRFxbyxp3OcVMf
112,Brandvarm,"Josef Og Elias",85733,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
113,"Some Say - Felix Jaehn Remix",Nea,85595,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
114,"All Around Me","Justin Bieber",85057,https://open.spotify.com/track/5Py8zRKGkZvgHniVVtvNCN
115,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,84838,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
116,"BDK (feat. Gilli)",KESI,84617,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
117,July,"Noah Cyrus",83961,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
118,"Lose You To Love Me","Selena Gomez",83790,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
119,"Nik & Jay (feat. Benjamin Hav)",TopGunn,83318,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
120,"Min Ven Min Ven",Suspekt,83201,https://open.spotify.com/track/0HF2AHEGLBkC6HcXVG0Pfq
121,"FRENCH CONNECTION (feat. Daks)",Branco,82596,https://open.spotify.com/track/2geA4TuFnIvvwaNU7etlYe
122,"Ballin' (with Roddy Ricch)",Mustard,82436,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
123,"Dobbelt (feat. Dayzon)",Jamaika,82327,https://open.spotify.com/track/332HLjESTywYrDN5is9mdT
124,INTRO,Branco,81857,https://open.spotify.com/track/5Wb3N1h0TEzLP32A6mu3iF
125,"Piece Of Your Heart",MEDUZA,81443,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
126,"ocean eyes","Billie Eilish",81114,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
127,SUGAR,BROCKHAMPTON,80911,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
128,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",80868,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
129,"Come Around Me","Justin Bieber",80618,https://open.spotify.com/track/2o9LAypwGH4ctV0i9boo6d
130,Dior,"Pop Smoke",80136,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
131,"Efter Mig",Jimilian,80000,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
132,"Finde Tilbage",Citybois,78861,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
133,"High Fashion (feat. Mustard)","Roddy Ricch",78833,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
134,"Lykken Kommer",Suspekt,78569,https://open.spotify.com/track/41558pENRQoHaMIOsurjts
135,"hot girl bummer",blackbear,78137,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
136,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",77325,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
137,"Kinky Fætter",Suspekt,76941,https://open.spotify.com/track/5zyEUkL2SNiJQ4iQVnhWkk
138,"Sektion (feat. Branco & Gilli)","Benny Jamz",76892,https://open.spotify.com/track/4vdIHpg2MlGO6WnHZE6oeW
139,ON,BTS,76715,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
140,næ,"Ude Af Kontrol",76572,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
141,"Lov Mig 1 Ting",Artigeardit,76292,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
142,Habitual,"Justin Bieber",76210,https://open.spotify.com/track/40qyPyljksBEqlNw5sW37T
143,"Lucid Dreams","Juice WRLD",75002,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
144,"NO GAMES",Branco,74933,https://open.spotify.com/track/1J5Tjz1SK5oe43febMceje
145,"All In",Branco,74124,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
146,"Sweet but Psycho","Ava Max",74031,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
147,Energi,Xabski,73420,https://open.spotify.com/track/6WqE1C4BspkCQmeIbQfVI1
148,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",73184,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
149,"This City","Sam Fischer",73181,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
150,"Watermelon Sugar","Harry Styles",73130,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
151,"All Around The World (La La La)",R3HAB,72966,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
152,"Moral of the Story",Ashe,72703,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
153,Pizza,ADHD,71736,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
154,Heartless,"The Weeknd",71603,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
155,"LEVEL UP",Branco,70977,https://open.spotify.com/track/4PmC3V2AQCyFXLknSIW4JB
156,"Monte Carlo",Jimilian,70850,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
157,"Ses Om En Uge","Burhan G",70570,https://open.spotify.com/track/50a2nNhT7yJa9ZW43CPtLj
158,Falling,"Harry Styles",70341,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
159,"Dancing On My Own","Calum Scott",70191,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
160,"How Do You Sleep?","Sam Smith",69686,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
161,"Snakker For Meget",Tessa,69576,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV
162,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",69525,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
163,"Dø I Norden",Suspekt,69424,https://open.spotify.com/track/3foPMAs7fXgx8N7ts9g8jQ
164,"Jeg Har Det Fedt",Suspekt,69181,https://open.spotify.com/track/096YMXAP2VuIKL4SUOfjOI
165,"Kom Og Tag Mine Øjne",Suspekt,69042,https://open.spotify.com/track/0QzXDovT4tjhFoHTyfwodV
166,"Ka Du Ik",Omar,68776,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
167,Gothersgade,Artigeardit,68402,https://open.spotify.com/track/2fzuN1At48Wz4hdP4hXqNq
168,Thorns,Faustix,68156,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
169,"Eastside (with Halsey & Khalid)","benny blanco",67976,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
170,"Get Me (feat. Kehlani)","Justin Bieber",67840,https://open.spotify.com/track/5VwwpU7KsLhgfbMEecedhJ
171,"WHATS POPPIN","Jack Harlow",67681,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
172,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",67620,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
173,"Don't Call Me Up",Mabel,67600,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
174,MOTIVATION,Branco,67406,https://open.spotify.com/track/054IaHMArRfHbI3S7NpCOo
175,"Sidechick (Carmon X Jamaika)",Carmon,67257,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
176,"Say You Won't Let Go","James Arthur",67035,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
177,"Viking I Blodet",Suspekt,66734,https://open.spotify.com/track/4gYOZjWxlPLlfEYeQGCmlf
178,Changes,"Justin Bieber",66516,https://open.spotify.com/track/521Os1SMlxmsoevsqyjNmJ
179,"Old Me","5 Seconds of Summer",66308,https://open.spotify.com/track/5RUUkFNqH3GRKHg1xjprOb
180,"Sig Mig",Citybois,65703,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
181,"Thank Me Later",Clara,65112,https://open.spotify.com/track/1Jv2OryuzzPowBFHIM3uH8
182,"3 Nights","Dominic Fike",65100,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
183,"Idiot (feat. Karl William)",Artigeardit,64958,https://open.spotify.com/track/0tyDCQ9jftD7oeswh9KrXX
184,"Without Me",Halsey,64876,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
185,"Fuck Af (feat. Milbo)","Fie Laursen",64706,https://open.spotify.com/track/7iXrDMiAinSZpD1M6zyBKY
186,"Større End Os",Medina,64488,https://open.spotify.com/track/0VL0jLRV0iyTBFQWqCjrDW
187,"Det Kom Som Et Chok",Citybois,64482,https://open.spotify.com/track/6SXQfhSHLG3SoqAUZ3g3Pt
188,"ON (Feat. Sia)",BTS,64434,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ
189,"Goodbyes (Feat. Young Thug)","Post Malone",64205,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
190,Confirmation,"Justin Bieber",64195,https://open.spotify.com/track/60brXKLTC15vK0av5gIldm
191,"All My Love",Rocazino,64160,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
192,BOP,DaBaby,63978,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
193,Lovesong,"Rasmus Seebach",63925,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
194,JUNGLE,MellemFingaMuzik,63795,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
195,STANDARD,I$WAAL,63608,https://open.spotify.com/track/4Jh3p0TydgTJZ444pPhVvd
196,"Detaljen (feat. Fouli)",TopGunn,62926,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
197,"all the good girls go to hell","Billie Eilish",62900,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
198,"Let Me Down Slowly","Alec Benjamin",62508,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
199,"All I Want - From ""High School Musical: The Musical: The Series""","Olivia Rodrigo",62089,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
200,"Baby Steps",Phlake,61656,https://open.spotify.com/track/0ffUggU3ky7y2avMk6HaSt
