,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
28,"Before You Go","Lewis Capaldi",200199,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
29,Burnout,Calby,200020,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
30,"Someone You Loved","Lewis Capaldi",198856,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,"Dance Monkey","Tones And I",198256,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
32,"Smid Tøjet",Jimilian,195951,https://open.spotify.com/track/0r4dJLEJYPVQhJDr5K0C0d
33,"PUB G (feat. Branco & Larry 44)",LOLO,188854,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
34,RnB,TopGunn,186606,https://open.spotify.com/track/1LW6BwzlVyv1Ecyye2aQul
35,"12 TIMER",TopGunn,184782,https://open.spotify.com/track/0mBacO0k3SqoX1oIFnNXi3
36,Salt,"Ava Max",182810,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
37,"WHATS POPPIN","Jack Harlow",180307,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
38,goosebumps,"Travis Scott",177144,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
39,Skechers,DripReport,177074,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
40,Savage,"Megan Thee Stallion",174399,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
41,"Sunday Best",Surfaces,170855,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
42,"Break My Heart","Dua Lipa",169527,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
43,"ily (i love you baby) (feat. Emilee)","Surf Mesa",169467,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
44,"SICKO MODE","Travis Scott",168733,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
45,"Adore You","Harry Styles",167953,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
46,"HIGHEST IN THE ROOM","Travis Scott",163617,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
47,"Pas Oublié (feat. Gilli)","Isaac Kasule",162852,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
48,Ghost,Christopher,162738,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
49,"Vil Du Med…",Suspekt,161100,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
50,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,157469,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
51,"London Town",Branco,147237,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
52,Ben,Tessa,146568,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT
53,Circles,"Post Malone",142209,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
54,"Some Say",Nea,141242,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
55,Falling,"Trevor Daniel",140270,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
56,Gutterne,Specktors,140268,https://open.spotify.com/track/4xTlom5tmNmAvQ1FCgtfyM
57,Scars,"Lukas Graham",129410,https://open.spotify.com/track/0HCjXEQF533z8Z9LuX28cL
58,Stensikker,Artigeardit,128161,https://open.spotify.com/track/0btVaa5mcicROKma1iQIZi
59,"Vai Amor",Gilli,127227,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
60,"If the World Was Ending - feat. Julia Michaels","JP Saxe",126853,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
61,"Glemmer Alting",Faustix,125327,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
62,NAPOLI,Branco,123276,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
63,"Room For Love","Lord Siva",123076,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
64,Fugtig,"Ude Af Kontrol",122978,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
65,"Nobody's Lover (feat. Lord Siva)",Clara,122508,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
66,"BELIEVE IT",PARTYNEXTDOOR,122444,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
67,"Boss Bitch","Doja Cat",120901,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
68,"everything i wanted","Billie Eilish",120699,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
69,"Life Is Good (feat. Drake)",Future,120433,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
70,"Houdini (feat. Swarmz & Tion Wayne)",KSI,118462,https://open.spotify.com/track/3lay6f81Lhy0qp2Uvp4cNJ
71,"Breaking Me",Topic,118398,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
72,Sunshine,Amina,117349,https://open.spotify.com/track/5Az6J1YuwRTkYgbYy9kOls
73,"Slip Away",Phlake,114882,https://open.spotify.com/track/0yYp0TyV9km8QxzeVc75uy
74,"Godzilla (feat. Juice WRLD)",Eminem,114367,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
75,ROXANNE,"Arizona Zervas",114342,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
76,"Sex On The Beach","Ude Af Kontrol",113404,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
77,"Winter Season (feat. Gilli)",Amina,111879,https://open.spotify.com/track/4XVZxIg3UjUTZxPlC5lmnj
78,Nudes,Jada,111756,https://open.spotify.com/track/1un8VQdm76q7UsLtIGvR2B
79,"Know Your Worth",Khalid,110444,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
80,"Ride It",Regard,109195,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
81,Memories,"Maroon 5",103755,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
82,Amsterdam,Fouli,102774,https://open.spotify.com/track/6LDCpaEEwymjW8Fj3l896N
83,"VERDEN VENDER",Branco,102374,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
84,Bruises,"Lewis Capaldi",102129,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
85,"I’m Ready (with Demi Lovato)","Sam Smith",101994,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
86,"bad guy","Billie Eilish",100330,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
87,"Kender Ham Godt","Young Juu",100069,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
88,"Beautiful People (feat. Khalid)","Ed Sheeran",99882,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
89,"Like It Is",Kygo,99147,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
90,"Kings & Queens","Ava Max",98838,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
91,"Some Say - Felix Jaehn Remix",Nea,98622,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
92,"Super Mario",NODE,98163,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
93,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,96767,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
94,"CITY OF ANGELS",24kGoldn,96652,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
95,"Bilen Skrider (feat. Orgi-E)",NODE,95536,https://open.spotify.com/track/6Yn4B0wEfKLfmtaP7KR7KA
96,"BACK TO BUSINESS",Branco,94288,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
97,"Dø I Norden (feat. Suspekt) - Tobias Rahim Remix","Tobias Rahim",93836,https://open.spotify.com/track/4ilGU0e5wiR0s6dq7AXUAX
98,Astronomia,Vicetone,93640,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
99,Paris,"Lord Siva",92021,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
100,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",91585,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
101,"Nik & Jay (feat. Benjamin Hav)",TopGunn,90778,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
102,"føler mig selv 100","andreas odbjerg",90535,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
103,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,90502,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
104,"Lose Control",MEDUZA,89456,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
105,"Unz Unz",Specktors,89390,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
106,Señorita,"Shawn Mendes",87932,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
107,"Ballin' (with Roddy Ricch)",Mustard,86910,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
108,Lie,"Lukas Graham",86392,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
109,Shallow,"Lady Gaga",84581,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
110,"I Don't Care (with Justin Bieber)","Ed Sheeran",83678,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
111,"Be Alright","Dean Lewis",83369,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
112,Physical,"Dua Lipa",82780,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
113,"Nådig (feat. NODE)","Larry 44",82680,https://open.spotify.com/track/31qCRqNGYDbnAs143bWUBa
114,"BUTTERFLY EFFECT","Travis Scott",82574,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
115,"10,000 Hours (with Justin Bieber)","Dan + Shay",81119,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
116,"For Mig","Isaac Kasule",81048,https://open.spotify.com/track/5G3mtvKZE3rGadk4x1q6h5
117,"En Sang (feat. Gucci Mane)","Emil Stabil",80851,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
118,"La Trompeta (feat. MellemFingaMuzik)",Camur,80712,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq
119,Selfish,"Madison Beer",80270,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
120,"Ingenting At Sige (feat. NODE)",Gilli,79834,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
121,"Post Malone (feat. RANI)","Sam Feldt",79580,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
122,"lovely (with Khalid)","Billie Eilish",79351,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
123,"Op A","Ude Af Kontrol",78890,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
124,"Blitz, Baby",Jung,78338,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
125,"Love Someone","Lukas Graham",78091,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
126,DANCE,CLMD,77246,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
127,"Efter Mig",Jimilian,76799,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
128,"Thank You [Not So Bad]",VIZE,76732,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
129,"Culo (feat. Branco)",Gilli,75463,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
130,"Higher Love",Kygo,75448,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
131,Nino,"Michael Williams",75375,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
132,"Rum Bum Bum - Hedegaard Remix",NAVID,75182,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
133,"BDK (feat. Gilli)",KESI,74940,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
134,"This City","Sam Fischer",74802,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
135,"What A Man Gotta Do","Jonas Brothers",74672,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
136,Balou,"Benny Jamz",74417,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
137,"Finde Tilbage",Citybois,73572,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
138,STARGAZING,"Travis Scott",73417,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
139,"Detaljen (feat. Fouli)",TopGunn,73322,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
140,"Rover (feat. DTG)",S1mba,73241,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
141,"Lucid Dreams","Juice WRLD",73106,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
142,"when the party's over","Billie Eilish",73069,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
143,"Som Fluer","The Minds Of 99",72158,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
144,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",71328,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
145,"Plastic (feat. Benjamin Hav)",Pind,71229,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
146,"You should be sad",Halsey,70141,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
147,July,"Noah Cyrus",70013,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
148,Sjakalina,Tessa,69880,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
149,Comfort,Carmon,69645,https://open.spotify.com/track/3C9AbfvUQbEBBNgyWlSjYO
150,Dior,"Pop Smoke",69227,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
151,"What If I Told You That I Love You","Ali Gatie",69216,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
152,Brandvarm,"Josef Og Elias",68419,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
153,"Sweet but Psycho","Ava Max",68336,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
154,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,67964,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
155,"All My Love",Rocazino,67752,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
156,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",67723,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
157,"All Around The World (La La La)",R3HAB,67571,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
158,Falling,"Harry Styles",67399,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
159,"No Time To Die","Billie Eilish",66753,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
160,"Piece Of Your Heart",MEDUZA,66241,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
161,"Dancing On My Own","Calum Scott",66072,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
162,"Sig Mig",Citybois,65842,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
163,"Se Os",Citybois,65750,https://open.spotify.com/track/4qgyniHGf79c1UUiIOY368
164,"After Hours","The Weeknd",65573,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
165,"Sinaloa Stil","Shooter Gang",65030,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
166,"Po Po",ZK,64935,https://open.spotify.com/track/3g1yNMutQGZUmcaVArVaf2
167,"FIND MY WAY",DaBaby,64574,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor
168,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",63974,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
169,"Say You Won't Let Go","James Arthur",63740,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
170,"Lov Mig 1 Ting",Artigeardit,63357,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
171,"Hyg Hver Dag (feat. Citybois)",TopGunn,63011,https://open.spotify.com/track/5EGO6sCOZuracSGyAPvu3F
172,Thorns,Faustix,62934,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
173,"hot girl bummer",blackbear,62388,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
174,"Still Alive",Maximillian,62137,https://open.spotify.com/track/6Ldq5GpaIafEi67Cuh2h3X
175,"Eastside (with Halsey & Khalid)","benny blanco",61789,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
176,"Under Stjernerne På Himlen","Rasmus Seebach",61043,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
177,næ,"Ude Af Kontrol",59547,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
178,"Ka Du Ik",Omar,59498,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
179,Pizza,ADHD,59441,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
180,"How Do You Sleep?","Sam Smith",59389,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
181,Okay,Tessa,59322,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
182,"OUT WEST (feat. Young Thug)",JACKBOYS,59245,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
183,"Don't Call Me Up",Mabel,59031,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
184,"After Party","Don Toliver",58925,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
185,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",58844,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
186,"I'll Wait",Kygo,58488,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
187,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",58462,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
188,"Limbo (feat. Gilli)",NODE,58334,https://open.spotify.com/track/1zGwWmxXJHFes4dfkbnBUC
189,Flytilstand,"Benny Jamz",58292,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3
190,"Jocelyn Flores",XXXTENTACION,58030,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
191,Yummy,"Justin Bieber",57969,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
192,24/7,"Scarlet Pleasure",57831,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
193,JUNGLE,MellemFingaMuzik,57728,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
194,Corona,ADHD,57698,https://open.spotify.com/track/0frObKN0bCAAFmFMnIdOU1
195,"All In",Branco,57369,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
196,"Monte Carlo",Jimilian,57274,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
197,"Lose You To Love Me","Selena Gomez",56869,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
198,"Sunset Lover","Petit Biscuit",56833,https://open.spotify.com/track/3WRQUvzRvBDr4AxMWhXc5E
199,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",56804,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
200,Heartless,"The Weeknd",56750,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
