,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
34,"PUB G (feat. Branco & Larry 44)",LOLO,193523,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
35,"ily (i love you baby) (feat. Emilee)","Surf Mesa",183811,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
36,"Break My Heart","Dua Lipa",177847,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
37,"Adore You","Harry Styles",170069,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
38,goosebumps,"Travis Scott",168805,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
39,Ghost,Christopher,167137,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
40,"WHATS POPPIN","Jack Harlow",166979,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
41,"Vil Du Med…",Suspekt,164791,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
42,Skechers,DripReport,164144,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
43,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,158586,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
44,"SICKO MODE","Travis Scott",157823,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
45,Ben,Tessa,157421,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT
46,"HIGHEST IN THE ROOM","Travis Scott",156780,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
47,"Pain 1993 (with Playboi Carti)",Drake,149449,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
48,Circles,"Post Malone",149102,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
49,"Pas Oublié (feat. Gilli)","Isaac Kasule",146700,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
50,"Chicago Freestyle (feat. Giveon)",Drake,144668,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
51,BELLA,TopGunn,143651,https://open.spotify.com/track/7a3USKN1W3QrzN4HQwcMnz
52,"Breaking Me",Topic,142598,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
53,"Be Kind (with Halsey)",Marshmello,140300,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
54,"London Town",Branco,139533,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
55,"Sunday Best",Surfaces,139164,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
56,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",134809,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
57,"Some Say",Nea,134008,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
58,"EN GANG MERE",TopGunn,133512,https://open.spotify.com/track/3lYWewgc6roSKDsgrV6PPb
59,"Nobody's Lover (feat. Lord Siva)",Clara,132987,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
60,Falling,"Trevor Daniel",131257,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
61,Gutterne,Specktors,131130,https://open.spotify.com/track/4xTlom5tmNmAvQ1FCgtfyM
62,"Vai Amor",Gilli,131100,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
63,"I'm Just Feelin' (Du Du Du)",Imanbek,130672,https://open.spotify.com/track/73ThEGwF5i9GrsXXGyZBRa
64,"If the World Was Ending - feat. Julia Michaels","JP Saxe",128880,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
65,Scars,"Lukas Graham",128024,https://open.spotify.com/track/0HCjXEQF533z8Z9LuX28cL
66,"Boss Bitch","Doja Cat",127676,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
67,"Love Songs","Lukas Graham",127377,https://open.spotify.com/track/0Fs0pr0lq3408wD1cemNll
68,"Room For Love","Lord Siva",126455,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
69,"Life Is Good (feat. Drake)",Future,123906,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
70,Savage,"Megan Thee Stallion",122445,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
71,Nudes,Jada,121977,https://open.spotify.com/track/1un8VQdm76q7UsLtIGvR2B
72,NAPOLI,Branco,121054,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
73,"everything i wanted","Billie Eilish",119042,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
74,"Glemmer Alting",Faustix,117681,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
75,"BELIEVE IT",PARTYNEXTDOOR,117490,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
76,"Rover (feat. DTG)",S1mba,116611,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
77,"Slip Away",Phlake,115956,https://open.spotify.com/track/0yYp0TyV9km8QxzeVc75uy
78,Fugtig,"Ude Af Kontrol",115692,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
79,ROXANNE,"Arizona Zervas",112339,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
80,"Ride It",Regard,110883,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
81,"Know Your Worth",Khalid,110252,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
82,"Godzilla (feat. Juice WRLD)",Eminem,108023,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
83,Sunshine,Amina,106818,https://open.spotify.com/track/5Az6J1YuwRTkYgbYy9kOls
84,"Sex On The Beach","Ude Af Kontrol",106317,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
85,"VERDEN VENDER",Branco,103860,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
86,"bad guy","Billie Eilish",102101,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
87,"Super Mario",NODE,101942,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
88,Memories,"Maroon 5",101009,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
89,"føler mig selv 100","andreas odbjerg",100666,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
90,"Beautiful People (feat. Khalid)","Ed Sheeran",100615,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
91,Bruises,"Lewis Capaldi",100019,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
92,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,99376,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
93,"Some Say - Felix Jaehn Remix",Nea,99239,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
94,"Kings & Queens","Ava Max",99109,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
95,Amsterdam,Fouli,98359,https://open.spotify.com/track/6LDCpaEEwymjW8Fj3l896N
96,"Like It Is",Kygo,98242,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
97,D4L,Future,97939,https://open.spotify.com/track/5fHrHoJKfCgBd35zwIBmUK
98,"Kender Ham Godt","Young Juu",96376,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
99,"Ballin' (with Roddy Ricch)",Mustard,94928,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
100,"BACK TO BUSINESS",Branco,94491,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
101,Astronomia,Vicetone,93786,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
102,"Unz Unz",Specktors,93322,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
103,"Party Girl",StaySolidRocky,93110,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
104,Paris,"Lord Siva",93056,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
105,"Nik & Jay (feat. Benjamin Hav)",TopGunn,92866,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
106,"Winter Season (feat. Gilli)",Amina,92735,https://open.spotify.com/track/4XVZxIg3UjUTZxPlC5lmnj
107,"Houdini (feat. Swarmz & Tion Wayne)",KSI,92202,https://open.spotify.com/track/3lay6f81Lhy0qp2Uvp4cNJ
108,"CITY OF ANGELS",24kGoldn,91987,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
109,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,91927,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
110,"Op A","Ude Af Kontrol",91484,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
111,Señorita,"Shawn Mendes",90920,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
112,Lie,"Lukas Graham",89645,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
113,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",88273,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
114,"Ingenting At Sige (feat. NODE)",Gilli,87530,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
115,Shallow,"Lady Gaga",87528,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
116,"Bilen Skrider (feat. Orgi-E)",NODE,87348,https://open.spotify.com/track/6Yn4B0wEfKLfmtaP7KR7KA
117,"I Don't Care (with Justin Bieber)","Ed Sheeran",86532,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
118,"Nådig (feat. NODE)","Larry 44",85126,https://open.spotify.com/track/31qCRqNGYDbnAs143bWUBa
119,"Be Alright","Dean Lewis",84925,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
120,DANCE,CLMD,84745,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
121,"En Sang (feat. Gucci Mane)","Emil Stabil",84334,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
122,"Lose Control",MEDUZA,84202,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
123,"Blitz, Baby",Jung,84121,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
124,"Thank You [Not So Bad]",VIZE,83123,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
125,"Love Someone","Lukas Graham",82936,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
126,"La Trompeta (feat. MellemFingaMuzik)",Camur,82491,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq
127,"Efter Mig",Jimilian,82341,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
128,"Finde Tilbage",Citybois,81829,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
129,"Culo (feat. Branco)",Gilli,81631,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
130,"Rum Bum Bum - Hedegaard Remix",NAVID,81418,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
131,"Top Shelf","Noah Carter",79582,https://open.spotify.com/track/1gBfHU8UWUPhuuQ1vVsSuI
132,"12 TIMER",TopGunn,79353,https://open.spotify.com/track/0mBacO0k3SqoX1oIFnNXi3
133,"10,000 Hours (with Justin Bieber)","Dan + Shay",79263,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
134,"lovely (with Khalid)","Billie Eilish",79158,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
135,"Post Malone (feat. RANI)","Sam Feldt",78476,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
136,Nino,"Michael Williams",78346,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
137,"BDK (feat. Gilli)",KESI,78305,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
138,"I’m Ready (with Demi Lovato)","Sam Smith",77811,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
139,"What A Man Gotta Do","Jonas Brothers",77429,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
140,Physical,"Dua Lipa",77334,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
141,"Time Flies",Drake,77300,https://open.spotify.com/track/5H4mXWKcicuLKDn4Jy0sK7
142,RnB,TopGunn,76568,https://open.spotify.com/track/1LW6BwzlVyv1Ecyye2aQul
143,"Se Os",Citybois,76559,https://open.spotify.com/track/4qgyniHGf79c1UUiIOY368
144,"This City","Sam Fischer",76419,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
145,"Sig Mig",Citybois,75267,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
146,Balou,"Benny Jamz",74895,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
147,"Desires (with Future)",Drake,74856,https://open.spotify.com/track/7eYAHC0RbBF9eaqWzT34Aq
148,Dior,"Pop Smoke",74684,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
149,"Lucid Dreams","Juice WRLD",74544,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
150,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",74468,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
151,"when the party's over","Billie Eilish",73171,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
152,Selfish,"Madison Beer",73061,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
153,"Som Fluer","The Minds Of 99",73004,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
154,"All My Love",Rocazino,72781,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
155,"Higher Love",Kygo,72052,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
156,"Sweet but Psycho","Ava Max",71585,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
157,"You should be sad",Halsey,71115,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
158,"Plastic (feat. Benjamin Hav)",Pind,71059,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
159,"All Around The World (La La La)",R3HAB,71050,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
160,"Not You Too (feat. Chris Brown)",Drake,71011,https://open.spotify.com/track/3Q4gttWQ6hxqWOa3tHoTNi
161,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",70742,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
162,"After Party","Don Toliver",70053,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
163,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,69870,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
164,"Play Date","Melanie Martinez",69764,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
165,Sjakalina,Tessa,69733,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
166,"What If I Told You That I Love You","Ali Gatie",68879,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
167,July,"Noah Cyrus",68874,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
168,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",68299,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
169,næ,"Ude Af Kontrol",67618,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
170,"Dancing On My Own","Calum Scott",67358,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
171,"Detaljen (feat. Fouli)",TopGunn,66992,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
172,Comfort,Carmon,66930,https://open.spotify.com/track/3C9AbfvUQbEBBNgyWlSjYO
173,"Piece Of Your Heart",MEDUZA,66706,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
174,Thorns,Faustix,65843,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
175,Falling,"Harry Styles",65815,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
176,Brandvarm,"Josef Og Elias",65576,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
177,Stensikker,Artigeardit,65444,https://open.spotify.com/track/0btVaa5mcicROKma1iQIZi
178,"Say You Won't Let Go","James Arthur",65386,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
179,"Demons (feat. Fivio Foreign & Sosa Geek)",Drake,65252,https://open.spotify.com/track/05aZ9sAU1YXndHv0FMi9iW
180,"No Time To Die","Billie Eilish",64025,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
181,"Roskilde Sangen - Corona Remix","Jesu Brødre",63951,https://open.spotify.com/track/7ukmaQZRfRJGHjVH9HIt9a
182,"Sinaloa Stil","Shooter Gang",63810,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
183,"Eastside (with Halsey & Khalid)","benny blanco",63584,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
184,Pizza,ADHD,63324,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
185,"BUTTERFLY EFFECT","Travis Scott",63214,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
186,"After Hours","The Weeknd",62952,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
187,"Don't Rush (feat. Headie One)","Young T & Bugsey",62287,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
188,"Lov Mig 1 Ting",Artigeardit,62270,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
189,"Under Stjernerne På Himlen","Rasmus Seebach",61830,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
190,War,Drake,61752,https://open.spotify.com/track/1I55Ea0zVoSKs6MqW7DQ3i
191,"Po Po",ZK,61728,https://open.spotify.com/track/3g1yNMutQGZUmcaVArVaf2
192,"hot girl bummer",blackbear,61241,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
193,Kids,FOOL,61025,https://open.spotify.com/track/4SEKNV7Un4sTjaGbG0NOMh
194,Okay,Tessa,60966,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
195,"When To Say When",Drake,60882,https://open.spotify.com/track/5TCBWmEBrin7etRa4Lswr1
196,"Hyg Hver Dag (feat. Citybois)",TopGunn,60858,https://open.spotify.com/track/5EGO6sCOZuracSGyAPvu3F
197,"Ka Du Ik",Omar,60799,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
198,"How Do You Sleep?","Sam Smith",60511,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
199,24/7,"Scarlet Pleasure",60304,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
200,"Monte Carlo",Jimilian,60274,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
