,Position,Track Name,Artist,Streams,URL,date,uri_x,release_date,length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,uri_y
0,1,PUB G (feat. Branco & Larry 44),LOLO,613471,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv,2020-01-03,spotify:track:0alp0O9d7KTtAF1QnBqqiv,2019-12-20,159722,0.822,0.318,0.586,0.0,0.113,-6.834,0.112,0.297,118.002,4,spotify:track:0alp0O9d7KTtAF1QnBqqiv
1,2,Yummy,Justin Bieber,498327,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-01-03,spotify:track:41L3O37CECZt3N7ziG2z7l,2020-01-03,210426,0.687,0.366,0.514,0.0,0.116,-6.612,0.0897,0.494,145.921,4,spotify:track:41L3O37CECZt3N7ziG2z7l
2,3,Blinding Lights,The Weeknd,441317,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-03,spotify:track:0sf12qNH5qcw8qpgymFOqD,2019-11-29,201573,0.513,0.00147,0.796,0.000209,0.0938,-4.075,0.0629,0.345,171.017,4,spotify:track:0sf12qNH5qcw8qpgymFOqD
3,4,Kærlighed (feat. Gilli & Kesi),ATYPISK,428895,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw,2020-01-03,spotify:track:2xeiAqqHWYXQMWk6s2aQdw,2019-11-14,173182,0.903,0.013,0.686,0.0,0.0484,-5.065,0.114,0.686,114.98,4,spotify:track:2xeiAqqHWYXQMWk6s2aQdw
4,5,Dance Monkey,Tones And I,401189,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-03,spotify:track:1rgnBhdG2JDFTbYkYRZAku,2019-05-10,209754,0.825,0.688,0.593,0.000161,0.17,-6.401,0.0988,0.54,98.078,4,spotify:track:1rgnBhdG2JDFTbYkYRZAku
5,6,Sektion (feat. Branco & Gilli),Benny Jamz,394688,https://open.spotify.com/track/4vdIHpg2MlGO6WnHZE6oeW,2020-01-03,spotify:track:4vdIHpg2MlGO6WnHZE6oeW,2020-01-01,188090,0.767,0.141,0.66,0.0,0.098,-4.485,0.243,0.456,100.092,4,spotify:track:4vdIHpg2MlGO6WnHZE6oeW
6,7,Roses - Imanbek Remix,SAINt JHN,376012,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-01-03,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,2019-10-09,176840,0.77,0.0167,0.724,0.0107,0.353,-5.484,0.0495,0.898,121.975,4,spotify:track:24Yi9hE78yPEbZ4kxyoXAI
7,8,everything i wanted,Billie Eilish,323464,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2020-01-03,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,2019-11-13,245425,0.704,0.902,0.225,0.657,0.106,-14.454,0.0994,0.243,120.006,4,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
8,9,ROXANNE,Arizona Zervas,321042,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-03,spotify:track:696DnlkuDOXcMAnKlTgXXK,2019-10-10,163636,0.621,0.0522,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,spotify:track:696DnlkuDOXcMAnKlTgXXK
9,10,Don't Start Now,Dua Lipa,318766,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-03,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,2019-10-31,183290,0.794,0.0125,0.793,0.0,0.0952,-4.521,0.0842,0.677,123.941,4,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg
10,11,London Town,Branco,318076,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ,2020-01-03,spotify:track:5TKuvTO4jj4trnmMnqEpoJ,2019-10-04,173933,0.857,0.419,0.541,1.36e-06,0.108,-7.272,0.283,0.565,101.913,4,spotify:track:5TKuvTO4jj4trnmMnqEpoJ
11,12,Ben,Tessa,313274,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT,2020-01-03,spotify:track:2He7ZIvNyBo188a6hvS0zT,2019-10-11,176129,0.897,0.398,0.536,0.0,0.338,-5.612,0.308,0.71,92.984,4,spotify:track:2He7ZIvNyBo188a6hvS0zT
12,13,Flytilstand,Benny Jamz,300060,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3,2020-01-03,spotify:track:6q90mFphEXrrBfIXAbDLY3,2020-01-01,147988,0.824,0.0608,0.716,0.0,0.262,-4.504,0.0732,0.329,99.991,4,spotify:track:6q90mFphEXrrBfIXAbDLY3
13,14,Sjakalina,Tessa,298874,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8,2020-01-03,spotify:track:3LdRxPZLIouyXVFrJVLwg8,2019-12-27,165294,0.916,0.0748,0.58,0.0,0.123,-7.092,0.26,0.568,102.04,4,spotify:track:3LdRxPZLIouyXVFrJVLwg8
14,15,VERDEN VENDER,Branco,290172,https://open.spotify.com/track/0qgqH6VqlkIXj45e5tTFCH,2020-01-03,spotify:track:0qgqH6VqlkIXj45e5tTFCH,2019-10-31,181161,0.711,0.0256,0.623,0.0,0.399,-8.617,0.0679,0.46,119.965,4,spotify:track:0qgqH6VqlkIXj45e5tTFCH
15,16,Falling,Trevor Daniel,284132,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-03,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,2018-10-05,159381,0.785,0.123,0.431,0.0,0.0887,-8.756,0.0364,0.236,127.085,4,spotify:track:4TnjEaWOeW0eKTKIEvJyCa
16,17,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,280260,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,2020-01-03,spotify:track:4QPEwDdOMhY7rNS05mTyMR,2019-12-13,216706,0.817,0.00838,0.781,5.21e-06,0.123,-4.178,0.112,0.359,104.0,4,spotify:track:4QPEwDdOMhY7rNS05mTyMR
17,18,Lærte Hende Alt (feat. Lærke Emilie),ATYPISK,263118,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM,2020-01-03,spotify:track:6aq0IJ1Ftp7PoJfPum2oMM,2019-11-14,164726,0.584,0.251,0.627,0.0,0.0891,-4.607,0.187,0.528,90.879,3,spotify:track:6aq0IJ1Ftp7PoJfPum2oMM
18,19,Circles,Post Malone,262465,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-01-03,spotify:track:21jGcNKet2qwijlDFuPiPb,2019-09-06,215280,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,0.553,120.042,4,spotify:track:21jGcNKet2qwijlDFuPiPb
19,20,Balou,Benny Jamz,256059,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0,2020-01-03,spotify:track:4r2M86IJ1stGAI55PRRib0,2020-01-01,129061,0.904,0.13,0.557,0.00279,0.123,-6.481,0.146,0.314,104.982,4,spotify:track:4r2M86IJ1stGAI55PRRib0
20,21,Ayy Macarena,Tyga,249788,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020-01-03,spotify:track:6LcauUZjF1eXQrgqMUecHX,2019-11-13,131606,0.816,0.133,0.63,0.0,0.0692,-5.568,0.226,0.715,96.493,4,spotify:track:6LcauUZjF1eXQrgqMUecHX
21,22,Fuck Af (feat. Milbo),Fie Laursen,244930,https://open.spotify.com/track/7iXrDMiAinSZpD1M6zyBKY,2020-01-03,spotify:track:7iXrDMiAinSZpD1M6zyBKY,2019-12-27,150409,0.773,0.184,0.64,0.0,0.0987,-4.584,0.0386,0.838,110.017,4,spotify:track:7iXrDMiAinSZpD1M6zyBKY
22,23,Ride It,Regard,242733,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2020-01-03,spotify:track:2tnVG71enUj33Ic2nFN6kZ,2019-07-26,157605,0.88,0.177,0.751,6.43e-05,0.106,-4.258,0.0874,0.884,117.948,4,spotify:track:2tnVG71enUj33Ic2nFN6kZ
23,24,Memories,Maroon 5,237182,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-03,spotify:track:2b8fOow8UzyDFAE27YhOZM,2019-09-20,189486,0.764,0.837,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.019,4,spotify:track:2b8fOow8UzyDFAE27YhOZM
24,25,Someone You Loved,Lewis Capaldi,235878,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-01-03,spotify:track:7qEHsqek33rTcFNT9PFqLf,2019-05-17,182160,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,0.446,109.891,4,spotify:track:7qEHsqek33rTcFNT9PFqLf
25,26,Dobbelt (feat. Dayzon),Jamaika,235579,https://open.spotify.com/track/332HLjESTywYrDN5is9mdT,2020-01-03,spotify:track:332HLjESTywYrDN5is9mdT,2020-01-01,168071,0.832,0.104,0.721,2.99e-06,0.0823,-5.678,0.103,0.522,99.89,4,spotify:track:332HLjESTywYrDN5is9mdT
26,27,The Box,Roddy Ricch,219690,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-03,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,2019-12-06,196652,0.896,0.104,0.586,0.0,0.79,-6.687,0.0559,0.642,116.971,4,spotify:track:0nbXyq5TXYPCO7pr3N8S4I
27,28,Lie,Lukas Graham,215535,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD,2020-01-03,spotify:track:27NaNvlmvOHqTF0VPjuRSD,2019-09-27,179841,0.537,0.0362,0.612,0.0,0.0926,-4.777,0.051,0.308,92.178,4,spotify:track:27NaNvlmvOHqTF0VPjuRSD
28,29,Adore You,Harry Styles,210844,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-01-03,spotify:track:3jjujdWJ72nww5eGnfs2E7,2019-12-13,207133,0.676,0.0237,0.771,7e-06,0.102,-3.675,0.0483,0.569,99.048,4,spotify:track:3jjujdWJ72nww5eGnfs2E7
29,30,Super Mario,NODE,205548,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P,2020-01-03,spotify:track:1LsZymF4MDfVMuzLkySq5P,2019-11-08,186425,0.898,0.173,0.744,0.0,0.367,-5.635,0.0936,0.759,130.023,4,spotify:track:1LsZymF4MDfVMuzLkySq5P
30,31,Shopping (feat. Kesi & Stepz),Benny Jamz,205130,https://open.spotify.com/track/7IlYDWKUtjuQ1xPf6KAzWc,2020-01-03,spotify:track:7IlYDWKUtjuQ1xPf6KAzWc,2020-01-01,214247,0.809,0.26,0.632,1.05e-05,0.0716,-7.626,0.186,0.519,140.036,4,spotify:track:7IlYDWKUtjuQ1xPf6KAzWc
31,32,Brandvarm,Josef Og Elias,203178,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc,2020-01-03,spotify:track:5B6QJikgE2fsGpR1BBkapc,2019-11-22,161124,0.782,0.0675,0.459,0.0,0.122,-7.526,0.207,0.22,84.983,4,spotify:track:5B6QJikgE2fsGpR1BBkapc
32,33,Vai Amor,Gilli,195824,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb,2020-01-03,spotify:track:7nPTjuVySLIUlgKrzTIFdb,2019-07-13,166353,0.89,0.0418,0.662,0.0258,0.0594,-5.462,0.199,0.837,129.988,4,spotify:track:7nPTjuVySLIUlgKrzTIFdb
33,34,My Oh My (feat. DaBaby),Camila Cabello,194100,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2020-01-03,spotify:track:3yOlyBJuViE2YSGn3nVE1K,2019-12-06,170746,0.724,0.018,0.491,1.29e-05,0.0887,-6.024,0.0296,0.383,105.046,4,spotify:track:3yOlyBJuViE2YSGn3nVE1K
34,35,bad guy,Billie Eilish,193135,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2020-01-03,spotify:track:2Fxmhks0bxGSBdJ92vM42m,2019-03-29,194087,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,0.562,135.128,4,spotify:track:2Fxmhks0bxGSBdJ92vM42m
35,36,Before You Go,Lewis Capaldi,180462,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2020-01-03,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,2019-11-22,215106,0.459,0.604,0.575,0.0,0.0885,-4.858,0.0573,0.183,111.881,4,spotify:track:2gMXnyrvIjhVBUZwvLZDMP
36,37,hot girl bummer,blackbear,175870,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2020-01-03,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,2019-08-23,185093,0.778,0.128,0.559,0.0,0.399,-7.109,0.0776,0.678,129.989,1,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku
37,38,Fugazi (feat. Stepz),Benny Jamz,171272,https://open.spotify.com/track/78GzgdLQcF5yo7Mq5rRoSi,2020-01-03,spotify:track:78GzgdLQcF5yo7Mq5rRoSi,2020-01-01,194127,0.528,0.0256,0.763,0.0,0.188,-5.262,0.224,0.59,90.701,3,spotify:track:78GzgdLQcF5yo7Mq5rRoSi
38,39,Señorita,Shawn Mendes,169634,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-01-03,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,2019-06-19,190799,0.759,0.0392,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,spotify:track:6v3KW9xbzN5yKLt9YKDYA2
39,40,Watermelon Sugar,Harry Styles,169125,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-01-03,spotify:track:6UelLqGlWMcVH1E5c4H7lY,2019-12-13,174000,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,0.557,95.39,4,spotify:track:6UelLqGlWMcVH1E5c4H7lY
40,41,Interlude - Finlandsparken,Jamaika,167963,https://open.spotify.com/track/2TivM8M4vgL1mEswDWFlsy,2020-01-03,spotify:track:2TivM8M4vgL1mEswDWFlsy,2020-01-01,127988,0.57,0.0379,0.452,0.0,0.0994,-5.93,0.0475,0.213,145.012,4,spotify:track:2TivM8M4vgL1mEswDWFlsy
41,42,Som Fluer,The Minds Of 99,164405,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti,2020-01-03,spotify:track:4diMl3ee8zco6asVZNKjti,2019-11-14,226573,0.433,0.162,0.504,0.00917,0.242,-5.717,0.029,0.345,74.033,4,spotify:track:4diMl3ee8zco6asVZNKjti
42,43,Automatic (feat. Gilli),Benny Jamz,161328,https://open.spotify.com/track/75Hf8NalfY33oZQG2YN00K,2020-01-03,spotify:track:75Hf8NalfY33oZQG2YN00K,2020-01-01,202978,0.898,0.0201,0.613,3.46e-05,0.135,-6.443,0.188,0.597,136.051,4,spotify:track:75Hf8NalfY33oZQG2YN00K
43,44,Spice up your life,Benjamin Hav,159945,https://open.spotify.com/track/5IvT1R55n1gISGXAtlQjgg,2020-01-03,spotify:track:5IvT1R55n1gISGXAtlQjgg,2020-01-03,213978,0.662,0.681,0.458,0.0977,0.0861,-8.872,0.0311,0.324,127.943,4,spotify:track:5IvT1R55n1gISGXAtlQjgg
44,45,Holdet (feat. NODE),Jamaika,156534,https://open.spotify.com/track/53Z8vzEI2bbqpsSZ8dFSOt,2020-01-03,spotify:track:53Z8vzEI2bbqpsSZ8dFSOt,2019-12-11,172640,0.573,0.105,0.604,0.0,0.572,-6.583,0.083,0.424,97.766,4,spotify:track:53Z8vzEI2bbqpsSZ8dFSOt
45,46,Beautiful People (feat. Khalid),Ed Sheeran,156326,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2020-01-03,spotify:track:70eFcWOvlMObDhURTqT4Fv,2019-07-12,197866,0.64,0.124,0.647,0.0,0.0801,-8.114,0.186,0.546,92.979,4,spotify:track:70eFcWOvlMObDhURTqT4Fv
46,47,Lose You To Love Me,Selena Gomez,155260,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,2020-01-03,spotify:track:1HfMVBKM75vxSfsQ5VefZ5,2019-10-23,206458,0.505,0.576,0.34,0.0,0.21,-9.005,0.0438,0.0916,101.993,4,spotify:track:1HfMVBKM75vxSfsQ5VefZ5
47,48,Sinaloa Stil,Shooter Gang,154195,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp,2020-01-03,spotify:track:1tNuRv1Wcagp2f3FVcgknp,2019-11-22,158400,0.846,0.268,0.6,0.0,0.104,-8.149,0.203,0.336,100.05,4,spotify:track:1tNuRv1Wcagp2f3FVcgknp
48,49,Lose Control,MEDUZA,154006,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-01-03,spotify:track:7CHi4DtfK4heMlQaudCuHK,2019-10-11,168387,0.598,0.129,0.526,0.0,0.14,-8.659,0.0415,0.529,123.935,4,spotify:track:7CHi4DtfK4heMlQaudCuHK
49,50,Bandolero,Jamaika,153454,https://open.spotify.com/track/38PH0BX4W8T15k3ITRMmQM,2020-01-03,spotify:track:38PH0BX4W8T15k3ITRMmQM,2020-01-01,120958,0.771,0.115,0.636,0.0,0.217,-4.52,0.217,0.741,99.985,4,spotify:track:38PH0BX4W8T15k3ITRMmQM
50,51,Ny Sæson,Benny Jamz,146052,https://open.spotify.com/track/7oDJQ7yBOybRtcOPMbOPTC,2020-01-03,spotify:track:7oDJQ7yBOybRtcOPMbOPTC,2020-01-01,172981,0.626,0.26,0.596,0.0,0.121,-5.93,0.191,0.545,98.094,4,spotify:track:7oDJQ7yBOybRtcOPMbOPTC
51,52,No Idea,Don Toliver,144615,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2020-01-03,spotify:track:3VyjsVV24RmBIbWJAeUJNu,2019-05-29,154424,0.651,0.519,0.631,0.000579,0.165,-5.717,0.0896,0.35,127.994,4,spotify:track:3VyjsVV24RmBIbWJAeUJNu
52,53,Alarm,Benny Jamz,139176,https://open.spotify.com/track/0VKxgUrRPmRX9r1k7SocHl,2020-01-03,spotify:track:0VKxgUrRPmRX9r1k7SocHl,2020-01-01,173313,0.632,0.165,0.567,0.0,0.239,-7.965,0.108,0.589,74.987,4,spotify:track:0VKxgUrRPmRX9r1k7SocHl
53,54,Heartless,The Weeknd,138228,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,2020-01-03,spotify:track:57vxBYXtHMk6H1aD29V7PU,2019-11-27,200080,0.531,0.00632,0.75,7.6e-05,0.117,-5.831,0.111,0.198,169.954,4,spotify:track:57vxBYXtHMk6H1aD29V7PU
54,55,Kawasaki,Jamaika,137857,https://open.spotify.com/track/5pktQTAcKamiILPjUZbCLs,2020-01-03,spotify:track:5pktQTAcKamiILPjUZbCLs,2020-01-01,163904,0.705,0.079,0.651,0.0,0.113,-5.794,0.0765,0.569,127.902,4,spotify:track:5pktQTAcKamiILPjUZbCLs
55,56,Gonzo,Suspekt,137562,https://open.spotify.com/track/6bh20cEbXMNJ5JPUvbGSYq,2020-01-03,spotify:track:6bh20cEbXMNJ5JPUvbGSYq,2019-05-24,172500,0.75,0.0299,0.557,5.15e-05,0.173,-8.407,0.262,0.322,99.977,4,spotify:track:6bh20cEbXMNJ5JPUvbGSYq
56,57,Halle Berry (feat. Branco),Benny Jamz,137552,https://open.spotify.com/track/0zBMtSOjcH2YX00HLB8vMM,2020-01-03,spotify:track:0zBMtSOjcH2YX00HLB8vMM,2020-01-01,164920,0.818,0.226,0.652,0.0,0.104,-6.87,0.343,0.315,133.014,4,spotify:track:0zBMtSOjcH2YX00HLB8vMM
57,58,HIGHEST IN THE ROOM,Travis Scott,135743,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2020-01-03,spotify:track:3eekarcy7kvN4yt5ZFzltW,2019-10-04,175720,0.598,0.0546,0.427,5.83e-06,0.21,-8.764,0.0317,0.0605,76.469,4,spotify:track:3eekarcy7kvN4yt5ZFzltW
58,59,I Don't Care (with Justin Bieber),Ed Sheeran,133974,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-01-03,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,2019-07-12,219946,0.798,0.0902,0.676,0.0,0.0894,-5.041,0.0442,0.843,101.956,4,spotify:track:0hVXuCcriWRGvwMV1r5Yn9
59,60,BDK (feat. Gilli),KESI,131923,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT,2020-01-03,spotify:track:6ZvA8Difc7oFBxfZXJ6JuT,2019-09-06,173878,0.839,0.458,0.699,1.02e-05,0.0789,-6.532,0.439,0.669,130.015,4,spotify:track:6ZvA8Difc7oFBxfZXJ6JuT
60,61,Bedste ven,Benny Jamz,129628,https://open.spotify.com/track/13YRW5WzNufYn7OmLutScz,2020-01-03,spotify:track:13YRW5WzNufYn7OmLutScz,2020-01-01,185292,0.69,0.0185,0.603,0.0013,0.292,-6.355,0.0548,0.517,160.068,4,spotify:track:13YRW5WzNufYn7OmLutScz
61,62,Protokol,Jamaika,127699,https://open.spotify.com/track/2zykitlpirl2soC7LwtWP3,2020-01-03,spotify:track:2zykitlpirl2soC7LwtWP3,2019-11-25,195011,0.587,0.106,0.551,0.0,0.0545,-8.523,0.236,0.172,71.329,4,spotify:track:2zykitlpirl2soC7LwtWP3
62,63,Ingenting At Sige (feat. NODE),Gilli,123740,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg,2020-01-03,spotify:track:6WZHm21UPkvcmh5VLjhFZg,2019-07-13,189226,0.821,0.0104,0.561,0.0,0.0954,-6.682,0.205,0.568,99.981,4,spotify:track:6WZHm21UPkvcmh5VLjhFZg
63,64,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,123533,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE,2020-01-03,spotify:track:1AwE3VLo6qlJ2xi1oS3BwE,2019-09-12,212700,0.556,0.136,0.645,0.0,0.135,-7.21,0.581,0.476,199.689,4,spotify:track:1AwE3VLo6qlJ2xi1oS3BwE
64,65,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,123361,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2020-01-03,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,2019-07-12,204466,0.857,0.148,0.621,0.0,0.0865,-6.376,0.0825,0.668,97.989,4,spotify:track:4vUmTMuQqjdnvlZmAH61Qk
65,66,En Sang (feat. Gucci Mane),Emil Stabil,123238,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf,2020-01-03,spotify:track:1hwYGaUz6V4odyt0u0QlKf,2019-06-28,148241,0.874,0.00378,0.573,0.0,0.0612,-4.768,0.0816,0.46,94.989,4,spotify:track:1hwYGaUz6V4odyt0u0QlKf
66,67,La Varrio,Jamaika,123236,https://open.spotify.com/track/4HjkaUTOYnOI28nMf3qxqN,2020-01-03,spotify:track:4HjkaUTOYnOI28nMf3qxqN,2020-01-01,206684,0.636,0.0859,0.567,0.0,0.14,-6.624,0.21,0.37,122.623,4,spotify:track:4HjkaUTOYnOI28nMf3qxqN
67,68,Shallow,Lady Gaga,120353,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2020-01-03,spotify:track:2VxeLyX666F8uXCJ0dZF8B,2018-10-05,215733,0.572,0.371,0.385,0.0,0.231,-6.362,0.0308,0.323,95.799,4,spotify:track:2VxeLyX666F8uXCJ0dZF8B
68,69,Paris,Lord Siva,120047,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s,2020-01-03,spotify:track:1NgeW6kFhdqAvEKgKYhf1s,2019-02-22,170644,0.818,0.151,0.533,6.66e-06,0.133,-6.05,0.0428,0.774,114.97,4,spotify:track:1NgeW6kFhdqAvEKgKYhf1s
69,70,"10,000 Hours (with Justin Bieber)",Dan + Shay,116380,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-01-03,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,2019-10-04,167693,0.654,0.153,0.63,0.0,0.111,-4.644,0.0259,0.43,89.991,4,spotify:track:2wrJq5XKLnmhRXHIAf9xBa
70,71,when the party's over,Billie Eilish,114653,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2020-01-03,spotify:track:43zdsphuZLzwA9k4DJhU0I,2019-03-29,196077,0.367,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,0.198,82.642,4,spotify:track:43zdsphuZLzwA9k4DJhU0I
71,72,Helt Stabil,Fouli,114254,https://open.spotify.com/track/74UxMl2RwVslYvWd9cGmlL,2020-01-03,spotify:track:74UxMl2RwVslYvWd9cGmlL,2019-12-06,155608,0.843,0.346,0.671,0.0,0.111,-6.672,0.286,0.745,101.942,4,spotify:track:74UxMl2RwVslYvWd9cGmlL
72,73,Culo (feat. Branco),Gilli,113091,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ,2020-01-03,spotify:track:49vQclrdXkZXMJnD0VN3qZ,2019-07-13,145871,0.9,0.0238,0.66,1.15e-06,0.109,-3.782,0.179,0.584,92.013,4,spotify:track:49vQclrdXkZXMJnD0VN3qZ
73,74,Love Someone,Lukas Graham,111670,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2020-01-03,spotify:track:3id2EVGKc3eFAMn9nFnB0r,2018-10-26,205440,0.538,0.172,0.409,0.0,0.11,-6.581,0.0505,0.265,171.838,4,spotify:track:3id2EVGKc3eFAMn9nFnB0r
74,75,Unz Unz,Specktors,111422,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX,2020-01-03,spotify:track:2vjKei86vFPZBodhXEqEmX,2019-04-12,175316,0.898,0.0291,0.663,1.77e-05,0.081,-6.455,0.0557,0.928,124.016,4,spotify:track:2vjKei86vFPZBodhXEqEmX
75,76,Bandit (with YoungBoy Never Broke Again),Juice WRLD,109573,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,2020-01-03,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,2019-10-04,189322,0.474,0.0687,0.631,0.0,0.132,-5.884,0.343,0.425,180.051,4,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd
76,77,July,Noah Cyrus,109508,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,2020-01-03,spotify:track:5a6pdCHlWS2ekOOQ70QnAr,2019-07-31,156106,0.708,0.868,0.186,0.0,0.0779,-8.953,0.0422,0.321,72.541,4,spotify:track:5a6pdCHlWS2ekOOQ70QnAr
77,78,Trampoline (with ZAYN),SHAED,109442,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,2020-01-03,spotify:track:1iQDltZqI7BXnHrFy4Qo1k,2019-09-26,184280,0.619,0.56,0.459,0.0,0.137,-5.782,0.0334,0.498,126.803,4,spotify:track:1iQDltZqI7BXnHrFy4Qo1k
78,79,If the World Was Ending - feat. Julia Michaels,JP Saxe,107735,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2020-01-03,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,2019-10-17,208687,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,0.604,75.801,4,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ
79,80,How Do You Sleep?,Sam Smith,106563,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2020-01-03,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,2019-07-19,202204,0.477,0.153,0.682,0.0,0.0763,-4.931,0.0925,0.345,110.567,5,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y
80,81,Dig,Benjamin Hav,105774,https://open.spotify.com/track/1CPylrbel65jjZ2jcAuCH0,2020-01-03,spotify:track:1CPylrbel65jjZ2jcAuCH0,2020-01-03,177097,0.864,0.0495,0.624,0.000148,0.0865,-4.758,0.0776,0.398,104.026,4,spotify:track:1CPylrbel65jjZ2jcAuCH0
