,Position,Track Name,Artist,Streams,URL,date,uri_x,release_date,length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,uri_y
6080,81,Rundt,Benny Jamz,111225,https://open.spotify.com/track/4VqVMdblNgYZmXSOOmHcB2,2020-07-31,spotify:track:4VqVMdblNgYZmXSOOmHcB2,2020-07-17,186666,0.583,0.106,0.76,0.0,0.171,-2.966,0.178,0.678,98.961,4,spotify:track:4VqVMdblNgYZmXSOOmHcB2
6081,82,SOS,Scarlet Pleasure,109500,https://open.spotify.com/track/6ST1zKFmiLMxzvDkOquGgy,2020-07-31,spotify:track:6ST1zKFmiLMxzvDkOquGgy,2020-06-19,217536,0.8,0.589,0.528,3.17e-06,0.233,-7.545,0.0509,0.551,75.011,4,spotify:track:6ST1zKFmiLMxzvDkOquGgy
6082,83,Fuck Dig (feat. Tobias Rahim),Emil Lange,108246,https://open.spotify.com/track/6sdz0Z3jsKs2gNN8WsftiB,2020-07-31,spotify:track:6sdz0Z3jsKs2gNN8WsftiB,2020-07-17,185000,0.727,0.218,0.713,0.0,0.126,-6.246,0.0681,0.501,93.988,4,spotify:track:6sdz0Z3jsKs2gNN8WsftiB
6083,84,Take You Dancing,Jason Derulo,107772,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,2020-07-31,spotify:track:59qrUpoplZxbIZxk6X0Bm3,2020-07-22,190306,0.789,0.0332,0.711,0.0,0.0876,-4.248,0.041,0.753,112.985,4,spotify:track:59qrUpoplZxbIZxk6X0Bm3
6084,85,ily (i love you baby) (feat. Emilee),Surf Mesa,107671,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-07-31,spotify:track:62aP9fBQKYKxi7PDXwcUAS,2019-11-26,176546,0.674,0.0686,0.774,0.00188,0.393,-7.567,0.0892,0.33,112.05,4,spotify:track:62aP9fBQKYKxi7PDXwcUAS
6085,86,Stuck with U (with Justin Bieber),Ariana Grande,106861,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,2020-07-31,spotify:track:4HBZA5flZLE435QTztThqH,2020-05-08,228482,0.597,0.223,0.45,0.0,0.382,-6.658,0.0418,0.537,178.765,3,spotify:track:4HBZA5flZLE435QTztThqH
6086,87,"Blitz, Baby",Jung,105828,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY,2020-07-31,spotify:track:2dSK7HZu6mxsb0Lx82CxeY,2020-03-27,197332,0.761,0.0178,0.766,0.000104,0.361,-4.22,0.0475,0.784,124.025,4,spotify:track:2dSK7HZu6mxsb0Lx82CxeY
6087,88,Gutterne,Specktors,105817,https://open.spotify.com/track/4fPd5WKY0Qf9eeg0pHowA1,2020-07-31,spotify:track:4fPd5WKY0Qf9eeg0pHowA1,2020-05-08,148438,0.892,0.086,0.755,9.05e-06,0.334,-4.273,0.0974,0.74,123.993,4,spotify:track:4fPd5WKY0Qf9eeg0pHowA1
6088,89,Ghost,Christopher,105368,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV,2020-07-31,spotify:track:1ySdKj9IbvIRCyjPBe6NpV,2020-01-17,193119,0.672,0.0522,0.698,0.0,0.319,-6.873,0.0423,0.293,141.979,4,spotify:track:1ySdKj9IbvIRCyjPBe6NpV
6089,90,Corolla (feat. Branco),Sinds,105080,https://open.spotify.com/track/5VDso6McCTCa6mgO5CBBsO,2020-07-31,spotify:track:5VDso6McCTCa6mgO5CBBsO,2020-06-26,160173,0.676,0.00921,0.751,0.0,0.082,-5.458,0.355,0.881,185.968,4,spotify:track:5VDso6McCTCa6mgO5CBBsO
6090,91,Vil Du Med…,Suspekt,103776,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z,2020-07-31,spotify:track:1krkFcdC579tuWC334yn1z,2020-02-14,214440,0.832,0.0941,0.631,1.29e-06,0.0995,-10.537,0.26,0.299,104.978,4,spotify:track:1krkFcdC579tuWC334yn1z
6091,92,Rum Bum Bum - Hedegaard Remix,NAVID,103430,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt,2020-07-31,spotify:track:6vZ9Fgoy6lDqCbYNI67Ewt,2019-12-20,165187,0.823,0.064,0.599,1.38e-06,0.074,-7.202,0.0492,0.538,124.972,4,spotify:track:6vZ9Fgoy6lDqCbYNI67Ewt
6092,93,Break My Heart,Dua Lipa,102785,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-07-31,spotify:track:017PF4Q3l4DBUiWoXk4OWT,2020-03-27,221820,0.73,0.167,0.729,1.39e-06,0.349,-3.434,0.0883,0.467,113.013,4,spotify:track:017PF4Q3l4DBUiWoXk4OWT
6093,94,Kings & Queens,Ava Max,100914,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,2020-07-31,spotify:track:76nqCfJOcFFWBJN32PAksn,2020-03-12,162398,0.638,0.00775,0.688,0.0,0.126,-4.056,0.0407,0.434,129.856,4,spotify:track:76nqCfJOcFFWBJN32PAksn
6094,95,GREECE (feat. Drake),DJ Khaled,100073,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,2020-07-31,spotify:track:35RJhm1pEovTBwnNR0zWad,2020-07-16,218901,0.695,0.0743,0.343,1.04e-06,0.107,-10.798,0.0432,0.229,85.84,4,spotify:track:35RJhm1pEovTBwnNR0zWad
6095,96,Genie In A Bottle,Faustix,99212,https://open.spotify.com/track/3xTj27LibA0NDDvHNiFPpG,2020-07-31,spotify:track:3xTj27LibA0NDDvHNiFPpG,2020-05-15,153507,0.724,0.0268,0.836,4.67e-05,0.214,-5.144,0.0896,0.41,124.037,4,spotify:track:3xTj27LibA0NDDvHNiFPpG
6096,97,Salt,Ava Max,98102,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV,2020-07-31,spotify:track:7vgv8KZBSo0TPzyIWG9yzV,2019-12-12,180283,0.693,0.131,0.835,0.0,0.073,-3.242,0.0623,0.743,128.057,4,spotify:track:7vgv8KZBSo0TPzyIWG9yzV
6097,98,Toosie Slide,Drake,95479,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,2020-07-31,spotify:track:466cKvZn1j45IpxDdYZqdA,2020-05-01,247058,0.83,0.289,0.49,3.04e-06,0.113,-8.82,0.209,0.845,81.604,4,spotify:track:466cKvZn1j45IpxDdYZqdA
6098,99,you broke me first,Tate McRae,94968,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,2020-07-31,spotify:track:45bE4HXI0AwGZXfZtMp8JR,2020-04-17,169265,0.642,0.786,0.374,0.0,0.0906,-9.386,0.0545,0.0799,124.099,4,spotify:track:45bE4HXI0AwGZXfZtMp8JR
6099,100,Bare Dans,KIDD,94378,https://open.spotify.com/track/64NE79ro3Tys4qbek51rBP,2020-07-31,spotify:track:64NE79ro3Tys4qbek51rBP,2020-05-08,176110,0.937,0.0319,0.576,0.0,0.116,-6.034,0.186,0.873,115.121,4,spotify:track:64NE79ro3Tys4qbek51rBP
6100,101,Så'n der,Tessa,94015,https://open.spotify.com/track/7fuPKXieOyX6mkFHkfcIJd,2020-07-31,spotify:track:7fuPKXieOyX6mkFHkfcIJd,2020-03-13,155460,0.879,0.0121,0.677,0.000181,0.207,-5.016,0.0703,0.775,102.011,4,spotify:track:7fuPKXieOyX6mkFHkfcIJd
6101,102,Be Kind (with Halsey),Marshmello,93939,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,2020-07-31,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,2020-05-01,172761,0.63,0.00776,0.633,0.0,0.0541,-7.088,0.0457,0.452,93.995,4,spotify:track:3Z8FwOEN59mRMxDCtb8N0A
6102,103,TKN (feat. Travis Scott),ROSALÍA,93305,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,2020-07-31,spotify:track:4w47S36wQGBhGg073q3nt7,2020-05-28,129370,0.776,0.192,0.509,1.49e-06,0.115,-6.266,0.467,0.485,94.634,4,spotify:track:4w47S36wQGBhGg073q3nt7
6103,104,Get Money (Motivation Session),Branco,93054,https://open.spotify.com/track/39RRlNfnL18TNJ2i7XYxhH,2020-07-31,spotify:track:39RRlNfnL18TNJ2i7XYxhH,2020-07-03,129715,0.597,0.378,0.609,0.0,0.0954,-6.045,0.628,0.408,99.226,4,spotify:track:39RRlNfnL18TNJ2i7XYxhH
6104,105,Ride It,Regard,91738,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2020-07-31,spotify:track:2tnVG71enUj33Ic2nFN6kZ,2019-07-26,157605,0.88,0.177,0.751,6.43e-05,0.106,-4.258,0.0874,0.884,117.948,4,spotify:track:2tnVG71enUj33Ic2nFN6kZ
6105,106,All My Love,Rocazino,91442,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A,2020-07-31,spotify:track:49clGe0PtbYUx3vB7tyk3A,1983-01-01,214320,0.773,0.00614,0.627,3.13e-06,0.0963,-6.037,0.0316,0.666,129.464,4,spotify:track:49clGe0PtbYUx3vB7tyk3A
6106,107,death bed (coffee for your head),Powfu,91052,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-07-31,spotify:track:7eJMfftS33KTjuF7lTsMCx,2020-02-08,173333,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,0.348,144.026,4,spotify:track:7eJMfftS33KTjuF7lTsMCx
6107,108,Paris,Lord Siva,90065,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s,2020-07-31,spotify:track:1NgeW6kFhdqAvEKgKYhf1s,2019-02-22,170644,0.818,0.151,0.533,6.66e-06,0.133,-6.05,0.0428,0.774,114.97,4,spotify:track:1NgeW6kFhdqAvEKgKYhf1s
6108,109,Tættere End Vi Tror,P3,89572,https://open.spotify.com/track/4j5QQ3eZNpmxT4inyVEaAU,2020-07-31,spotify:track:4j5QQ3eZNpmxT4inyVEaAU,2020-04-27,271206,0.657,0.338,0.559,0.0,0.207,-5.698,0.0538,0.433,89.958,4,spotify:track:4j5QQ3eZNpmxT4inyVEaAU
6109,110,Sandheden,Jimilian,87655,https://open.spotify.com/track/4mWw2Yt7o14GkkIdTrrxuc,2020-07-31,spotify:track:4mWw2Yt7o14GkkIdTrrxuc,2020-05-01,117300,0.691,0.342,0.553,0.0,0.108,-8.095,0.0645,0.469,99.986,4,spotify:track:4mWw2Yt7o14GkkIdTrrxuc
6110,111,Unz Unz,Specktors,87598,https://open.spotify.com/track/593Jq3pm0OleC7Mz6STFFk,2020-07-31,spotify:track:593Jq3pm0OleC7Mz6STFFk,2020-05-08,175316,0.898,0.029,0.662,1.72e-05,0.081,-6.455,0.0556,0.924,124.02,4,spotify:track:593Jq3pm0OleC7Mz6STFFk
6111,112,Adore You,Harry Styles,87440,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-07-31,spotify:track:3jjujdWJ72nww5eGnfs2E7,2019-12-13,207133,0.676,0.0237,0.771,7e-06,0.102,-3.675,0.0483,0.569,99.048,4,spotify:track:3jjujdWJ72nww5eGnfs2E7
6112,113,Lose Somebody,Kygo,86411,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,2020-07-31,spotify:track:1sgDyuLooyvEML4oHspNza,2020-05-29,199549,0.58,0.344,0.586,0.0,0.0755,-6.883,0.0357,0.507,147.988,4,spotify:track:1sgDyuLooyvEML4oHspNza
6113,114,Min Bror (Josef Og Elias X ICEKIID),Josef Og Elias,86411,https://open.spotify.com/track/7ucXd8IbW11iUAOqxmZo7k,2020-07-31,spotify:track:7ucXd8IbW11iUAOqxmZo7k,2020-04-10,166724,0.886,0.16,0.595,0.0,0.111,-6.246,0.101,0.739,119.896,4,spotify:track:7ucXd8IbW11iUAOqxmZo7k
6114,115,NO SKRUB$,TopGunn,85953,https://open.spotify.com/track/6iV6FxCwplHr8IzwdnX5xX,2020-07-31,spotify:track:6iV6FxCwplHr8IzwdnX5xX,2020-04-24,162853,0.839,0.0415,0.637,0.0,0.0818,-6.825,0.0563,0.634,101.978,4,spotify:track:6iV6FxCwplHr8IzwdnX5xX
6115,116,Super Mario,NODE,85927,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P,2020-07-31,spotify:track:1LsZymF4MDfVMuzLkySq5P,2019-11-08,186425,0.898,0.173,0.744,0.0,0.367,-5.635,0.0936,0.759,130.023,4,spotify:track:1LsZymF4MDfVMuzLkySq5P
6116,117,DANCE,CLMD,85477,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J,2020-07-31,spotify:track:6TfeXwJihJRuBW3mFpib6J,2019-10-18,174448,0.766,0.0263,0.548,1.81e-06,0.21,-7.834,0.0373,0.552,122.012,4,spotify:track:6TfeXwJihJRuBW3mFpib6J
6117,118,GOOBA,6ix9ine,84892,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,2020-07-31,spotify:track:4NhDYoQTYCdWHTvlbGVgwo,2020-05-08,132303,0.611,0.0264,0.688,0.0,0.251,-5.688,0.341,0.393,178.462,4,spotify:track:4NhDYoQTYCdWHTvlbGVgwo
6118,119,Stilet,Jimilian,84082,https://open.spotify.com/track/4u68VHmNFKwElRA4eQBjic,2020-07-31,spotify:track:4u68VHmNFKwElRA4eQBjic,2020-07-31,159428,0.745,0.374,0.407,0.0,0.352,-9.77,0.305,0.262,139.91,4,spotify:track:4u68VHmNFKwElRA4eQBjic
6119,120,Circles,Post Malone,83474,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-07-31,spotify:track:21jGcNKet2qwijlDFuPiPb,2019-09-06,215280,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,0.553,120.042,4,spotify:track:21jGcNKet2qwijlDFuPiPb
6120,121,Get Back,Pop Smoke,82650,https://open.spotify.com/track/3DWjFSDEQ9IWz1mj449fB7,2020-07-31,spotify:track:3DWjFSDEQ9IWz1mj449fB7,2020-02-07,108160,0.798,0.0746,0.649,1.34e-05,0.517,-6.546,0.306,0.566,142.006,4,spotify:track:3DWjFSDEQ9IWz1mj449fB7
6121,122,Robbery,Juice WRLD,82021,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2020-07-31,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,2019-03-08,240050,0.685,0.328,0.692,0.0,0.153,-5.122,0.0457,0.578,159.966,5,spotify:track:6Hj9jySrnFppAI0sEMCZpJ
6122,123,Lærte Hende Alt (feat. Lærke Emilie),ATYPISK,82016,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM,2020-07-31,spotify:track:6aq0IJ1Ftp7PoJfPum2oMM,2019-11-14,164726,0.584,0.251,0.627,0.0,0.0891,-4.607,0.187,0.528,90.879,3,spotify:track:6aq0IJ1Ftp7PoJfPum2oMM
6123,124,Frisk På Det Hele,Jimilian,81552,https://open.spotify.com/track/1F4JbUpQIZjr4PVgYJU4j9,2020-07-31,spotify:track:1F4JbUpQIZjr4PVgYJU4j9,2020-06-19,149677,0.763,0.494,0.771,2.93e-05,0.0695,-4.84,0.143,0.732,92.992,4,spotify:track:1F4JbUpQIZjr4PVgYJU4j9
6124,125,Op A,Ude Af Kontrol,80357,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK,2020-07-31,spotify:track:79JoAfAjEcCtFYyeJCGwkK,2019-04-04,146865,0.768,0.139,0.94,0.0,0.104,-4.436,0.331,0.404,133.988,4,spotify:track:79JoAfAjEcCtFYyeJCGwkK
6125,126,everything i wanted,Billie Eilish,80064,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2020-07-31,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,2019-11-13,245425,0.704,0.902,0.225,0.657,0.106,-14.454,0.0994,0.243,120.006,4,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
6126,127,Supalonely,BENEE,79550,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-07-31,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,2019-11-15,223480,0.863,0.305,0.631,3.04e-05,0.123,-4.689,0.0534,0.817,128.977,4,spotify:track:4nK5YrxbMGZstTLbvj6Gxw
6127,128,Glo På Mig,Tessa,79117,https://open.spotify.com/track/0u2HxcwML2msMuuKUvpck8,2020-07-31,spotify:track:0u2HxcwML2msMuuKUvpck8,2020-05-15,161888,0.949,0.204,0.589,0.0,0.0771,-6.397,0.302,0.457,103.002,4,spotify:track:0u2HxcwML2msMuuKUvpck8
6128,129,Be Alright,Dean Lewis,78411,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2020-07-31,spotify:track:5qrSlOut2rNAWv3ubArkNy,2019-03-22,196493,0.551,0.705,0.537,0.0,0.0802,-7.595,0.034,0.493,126.421,4,spotify:track:5qrSlOut2rNAWv3ubArkNy
6129,130,Don't Start Now,Dua Lipa,78058,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-07-31,spotify:track:3PfIrDoz19wz7qK7tYeu62,2020-03-27,183290,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,0.679,123.95,4,spotify:track:3PfIrDoz19wz7qK7tYeu62
6130,131,Zum Zum - Balken Remix,Balken,77781,https://open.spotify.com/track/3D5UFWr3DjAxVJIlZ7RlXh,2020-07-31,spotify:track:3D5UFWr3DjAxVJIlZ7RlXh,2020-07-03,144000,0.765,0.477,0.844,0.0155,0.0809,-7.707,0.0406,0.637,125.007,4,spotify:track:3D5UFWr3DjAxVJIlZ7RlXh
6131,132,Bruises,Lewis Capaldi,77084,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2020-07-31,spotify:track:4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,220492,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,0.361,111.202,4,spotify:track:4Of7rzpRpV1mWRbhp5rAqG
6132,133,Ny Dag,Stepz,76798,https://open.spotify.com/track/066AN3APAXFBkaliW7I4DB,2020-07-31,spotify:track:066AN3APAXFBkaliW7I4DB,2020-06-19,149074,0.936,0.0525,0.569,0.000453,0.13,-7.256,0.0456,0.668,104.989,4,spotify:track:066AN3APAXFBkaliW7I4DB
6133,134,Fugtig,Ude Af Kontrol,76716,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs,2020-07-31,spotify:track:3k6n8FdhntF9nzQpVn0OFs,2020-04-02,133124,0.938,0.128,0.897,0.0,0.0887,-6.068,0.253,0.685,128.043,4,spotify:track:3k6n8FdhntF9nzQpVn0OFs
6134,135,Nino,Michael Williams,76150,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD,2020-07-31,spotify:track:219jZRY9zVkrunULslRLvD,2020-02-07,147026,0.813,0.507,0.43,1.45e-06,0.0986,-7.388,0.095,0.526,99.994,4,spotify:track:219jZRY9zVkrunULslRLvD
6135,136,GoMore,Larry 44,75779,https://open.spotify.com/track/7mMFdBkZR8cpbbp4F75yvq,2020-07-31,spotify:track:7mMFdBkZR8cpbbp4F75yvq,2020-06-18,134700,0.706,0.586,0.609,0.0,0.151,-5.602,0.135,0.246,115.67,4,spotify:track:7mMFdBkZR8cpbbp4F75yvq
6136,137,BDK (feat. Gilli),KESI,75511,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT,2020-07-31,spotify:track:6ZvA8Difc7oFBxfZXJ6JuT,2019-09-06,173878,0.839,0.458,0.699,1.02e-05,0.0789,-6.532,0.439,0.669,130.015,4,spotify:track:6ZvA8Difc7oFBxfZXJ6JuT
6137,138,Gelato,Benny Jamz,75019,https://open.spotify.com/track/3dradzYJqQ88RJEuQhXt5d,2020-07-31,spotify:track:3dradzYJqQ88RJEuQhXt5d,2020-05-08,179623,0.733,0.142,0.787,0.0,0.105,-5.894,0.152,0.575,75.031,4,spotify:track:3dradzYJqQ88RJEuQhXt5d
6138,139,En Sang (feat. Gucci Mane),Emil Stabil,74945,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf,2020-07-31,spotify:track:1hwYGaUz6V4odyt0u0QlKf,2019-06-28,148241,0.874,0.00378,0.573,0.0,0.0612,-4.768,0.0816,0.46,94.989,4,spotify:track:1hwYGaUz6V4odyt0u0QlKf
6139,140,Post Malone (feat. RANI),Sam Feldt,74707,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,2020-07-31,spotify:track:36orMWv2PgvnzXsd5CJ0yL,2019-08-16,174444,0.59,0.0771,0.642,0.0,0.105,-3.87,0.122,0.651,107.356,4,spotify:track:36orMWv2PgvnzXsd5CJ0yL
6140,141,Nobody's Love,Maroon 5,74396,https://open.spotify.com/track/3kwgqoBqTwoAH4nT29TYrq,2020-07-31,spotify:track:3kwgqoBqTwoAH4nT29TYrq,2020-07-24,211253,0.486,0.31,0.567,0.0,0.0949,-6.456,0.0379,0.154,93.68,4,spotify:track:3kwgqoBqTwoAH4nT29TYrq
6141,142,Box,KDZ,74372,https://open.spotify.com/track/50S1qzDaxqpL0FH8rhtxZ7,2020-07-31,spotify:track:50S1qzDaxqpL0FH8rhtxZ7,2020-05-29,166640,0.857,0.181,0.592,0.0,0.111,-6.767,0.381,0.77,159.901,4,spotify:track:50S1qzDaxqpL0FH8rhtxZ7
6142,143,the 1,Taylor Swift,74046,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,2020-07-31,spotify:track:0Jlcvv8IykzHaSmj49uNW8,2020-07-24,210251,0.777,0.757,0.357,7.28e-06,0.108,-6.942,0.0522,0.172,139.883,4,spotify:track:0Jlcvv8IykzHaSmj49uNW8
6143,144,I'm Just Feelin' (Du Du Du),Imanbek,73794,https://open.spotify.com/track/73ThEGwF5i9GrsXXGyZBRa,2020-07-31,spotify:track:73ThEGwF5i9GrsXXGyZBRa,2020-05-01,164884,0.736,0.179,0.657,4.29e-06,0.118,-7.512,0.0668,0.548,115.989,4,spotify:track:73ThEGwF5i9GrsXXGyZBRa
6144,145,The Box,Roddy Ricch,73580,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-07-31,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,2019-12-06,196652,0.896,0.104,0.586,0.0,0.79,-6.687,0.0559,0.642,116.971,4,spotify:track:0nbXyq5TXYPCO7pr3N8S4I
6145,146,All Around The World (La La La),R3HAB,72469,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2020-07-31,spotify:track:02itaCXOdC54J0ISjqqFAp,2019-04-05,147840,0.733,0.479,0.859,0.0645,0.105,-5.03,0.033,0.52,124.948,4,spotify:track:02itaCXOdC54J0ISjqqFAp
6146,147,Memories,Maroon 5,72435,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-07-31,spotify:track:2b8fOow8UzyDFAE27YhOZM,2019-09-20,189486,0.764,0.837,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.019,4,spotify:track:2b8fOow8UzyDFAE27YhOZM
6147,148,Shallow,Lady Gaga,72392,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2020-07-31,spotify:track:2VxeLyX666F8uXCJ0dZF8B,2018-10-05,215733,0.572,0.371,0.385,0.0,0.231,-6.362,0.0308,0.323,95.799,4,spotify:track:2VxeLyX666F8uXCJ0dZF8B
6148,149,HIGHEST IN THE ROOM,Travis Scott,72181,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2020-07-31,spotify:track:3eekarcy7kvN4yt5ZFzltW,2019-10-04,175720,0.598,0.0546,0.427,5.83e-06,0.21,-8.764,0.0317,0.0605,76.469,4,spotify:track:3eekarcy7kvN4yt5ZFzltW
6149,150,bad guy,Billie Eilish,72173,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2020-07-31,spotify:track:2Fxmhks0bxGSBdJ92vM42m,2019-03-29,194087,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,0.562,135.128,4,spotify:track:2Fxmhks0bxGSBdJ92vM42m
6150,151,Bando,ANNA,71946,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD,2020-07-31,spotify:track:0kzGjSRHGVcaWxagzQwAyD,2020-01-31,168000,0.97,0.155,0.739,0.0,0.111,-4.917,0.295,0.414,120.061,4,spotify:track:0kzGjSRHGVcaWxagzQwAyD
6151,152,Lucid Dreams,Juice WRLD,71935,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2020-07-31,spotify:track:285pBltuF7vW8TeWk8hdRR,2018-12-10,239835,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,0.218,83.903,4,spotify:track:285pBltuF7vW8TeWk8hdRR
6152,153,Señorita,Shawn Mendes,71546,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-07-31,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,2019-06-19,190799,0.759,0.0392,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,spotify:track:6v3KW9xbzN5yKLt9YKDYA2
6153,154,goosebumps,Travis Scott,71465,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-07-31,spotify:track:6gBFPUFcJLzWGx4lenP6h2,2016-09-16,243836,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,0.43,130.049,4,spotify:track:6gBFPUFcJLzWGx4lenP6h2
6154,155,Only You Freestyle,Headie One,71376,https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r,2020-07-31,spotify:track:4OENnoidV0h8gJV6bhrw7r,2020-07-20,248936,0.68,0.562,0.826,0.0,0.254,-2.561,0.27,0.804,146.95,4,spotify:track:4OENnoidV0h8gJV6bhrw7r
6155,156,Hurtige Hænder - Acoustic Version - Moyo Live P3,The Minds Of 99,71054,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP,2020-07-31,spotify:track:3D0VPp6nCN9dsyUjFv2BvP,2018-03-30,251632,0.419,0.459,0.259,0.0,0.711,-14.836,0.0359,0.294,126.891,4,spotify:track:3D0VPp6nCN9dsyUjFv2BvP
6156,157,Conversations,Juice WRLD,70859,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P,2020-07-31,spotify:track:2fZTS0VboxRpF0FdfY7E5P,2020-07-10,181661,0.747,0.176,0.622,0.0,0.151,-5.825,0.0838,0.57,159.93,4,spotify:track:2fZTS0VboxRpF0FdfY7E5P
6157,158,I Don't Care (with Justin Bieber),Ed Sheeran,70812,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-07-31,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,2019-07-12,219946,0.798,0.0902,0.676,0.0,0.0894,-5.041,0.0442,0.843,101.956,4,spotify:track:0hVXuCcriWRGvwMV1r5Yn9
6158,159,Ingenting At Sige (feat. NODE),Gilli,70710,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg,2020-07-31,spotify:track:6WZHm21UPkvcmh5VLjhFZg,2019-07-13,189226,0.821,0.0104,0.561,0.0,0.0954,-6.682,0.205,0.568,99.981,4,spotify:track:6WZHm21UPkvcmh5VLjhFZg
6159,160,VERDEN VENDER,Branco,70285,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4,2020-07-31,spotify:track:1k2HuMmXVnn9X4mGZIwIi4,2020-02-05,181161,0.711,0.0256,0.623,0.0,0.399,-8.617,0.0679,0.46,119.965,4,spotify:track:1k2HuMmXVnn9X4mGZIwIi4
6160,161,Glemmer Alting,Faustix,69903,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1,2020-07-31,spotify:track:52OdlOXMRYH9hNa1xpRVj1,2020-03-27,167333,0.703,0.118,0.701,0.0,0.419,-4.719,0.0379,0.669,125.047,5,spotify:track:52OdlOXMRYH9hNa1xpRVj1
